學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-總計,學期間退學人數-學生自請退學-小計,學期間退學人數-學生自請退學-就讀學校、科系不符期待,學期間退學人數-學生自請退學-懷孕,學期間退學人數-學生自請退學-育嬰,學期間退學人數-學生自請退學-傷病,學期間退學人數-學生自請退學-經濟困難,學期間退學人數-學生自請退學-工作,學期間退學人數-學生自請退學-其他(不含死亡),學期間退學人數-學校勒令退學-小計,學期間退學人數-學校勒令退學-成績不佳或曠課時數過多,學期間退學人數-學校勒令退學-操行成績,學期間退學人數-學校勒令退學-因逾期未註冊,學期間退學人數-學校勒令退學-因休學逾期未復學,學期間退學人數-學校勒令退學-其他(不含死亡)
113,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),男,9688,262,89,70,0,0,0,0,0,19,173,30,0,143,0,0
113,1,公立,一般大學,0003,國立臺灣大學,碩士班(日間),男,6893,280,48,10,0,0,5,4,5,24,232,40,0,192,0,0
113,1,公立,一般大學,0003,國立臺灣大學,碩士在職專班,男,970,36,8,0,0,0,0,0,5,3,28,9,0,19,0,0
113,1,公立,一般大學,0003,國立臺灣大學,博士班,男,2494,122,27,7,0,0,1,0,6,13,95,37,0,58,0,0
113,1,公立,一般大學,0003,國立臺灣大學,學士班(日間),女,7744,156,56,48,0,0,0,0,0,8,100,5,0,95,0,0
113,1,公立,一般大學,0003,國立臺灣大學,碩士班(日間),女,4754,128,19,3,0,0,1,0,4,11,109,19,0,90,0,0
113,1,公立,一般大學,0003,國立臺灣大學,碩士在職專班,女,659,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0
113,1,公立,一般大學,0003,國立臺灣大學,博士班,女,1285,44,9,3,0,0,1,0,0,5,35,10,0,25,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),男,3899,92,30,28,0,0,0,0,2,0,62,4,0,58,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),男,1868,109,13,6,0,0,1,0,6,0,96,7,0,89,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,男,716,12,2,1,0,0,0,1,0,0,10,0,0,10,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,博士班,男,602,34,4,0,0,0,0,0,4,0,30,2,0,28,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),女,4688,59,20,19,0,0,0,0,1,0,39,0,0,39,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),女,2539,97,21,10,0,1,1,2,6,1,76,5,0,71,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,女,1617,32,4,0,0,0,2,0,2,0,28,2,0,26,0,0
113,1,公立,一般大學,0004,國立臺灣師範大學,博士班,女,695,31,13,5,0,0,3,0,4,1,18,3,0,15,0,0
113,1,公立,一般大學,0005,國立成功大學,學士班(日間),男,7449,215,87,86,0,0,0,1,0,0,128,21,0,11,96,0
113,1,公立,一般大學,0005,國立成功大學,碩士班(日間),男,4909,107,23,21,0,0,1,0,0,1,84,0,0,11,73,0
113,1,公立,一般大學,0005,國立成功大學,碩士在職專班,男,915,42,4,1,0,0,0,0,1,2,38,1,0,8,29,0
113,1,公立,一般大學,0005,國立成功大學,博士班,男,1276,41,8,6,0,0,0,0,2,0,33,4,0,10,19,0
113,1,公立,一般大學,0005,國立成功大學,學士班(日間),女,4775,133,43,43,0,0,0,0,0,0,90,2,0,11,77,0
113,1,公立,一般大學,0005,國立成功大學,碩士班(日間),女,2716,65,13,8,0,0,2,2,0,1,52,1,0,7,44,0
113,1,公立,一般大學,0005,國立成功大學,碩士在職專班,女,688,25,2,1,0,0,0,0,1,0,23,0,0,5,18,0
113,1,公立,一般大學,0005,國立成功大學,博士班,女,653,24,6,5,0,0,0,0,0,1,18,1,0,10,7,0
113,1,公立,一般大學,0006,國立中興大學,學士班(日間),男,4632,181,97,96,0,0,1,0,0,0,84,20,0,12,52,0
113,1,公立,一般大學,0006,國立中興大學,學士班(進修),男,342,32,9,7,0,0,1,0,1,0,23,9,0,7,7,0
113,1,公立,一般大學,0006,國立中興大學,碩士班(日間),男,2348,83,23,12,0,0,1,0,9,1,60,6,0,13,41,0
113,1,公立,一般大學,0006,國立中興大學,碩士在職專班,男,1134,99,15,3,0,0,2,1,7,2,84,13,0,37,34,0
113,1,公立,一般大學,0006,國立中興大學,博士班,男,688,33,8,3,0,0,2,1,2,0,25,4,0,9,12,0
113,1,公立,一般大學,0006,國立中興大學,學士班(日間),女,3600,103,62,62,0,0,0,0,0,0,41,4,0,5,32,0
113,1,公立,一般大學,0006,國立中興大學,學士班(進修),女,467,26,9,4,0,0,2,0,2,1,17,6,0,8,3,0
113,1,公立,一般大學,0006,國立中興大學,碩士班(日間),女,1621,53,17,7,0,0,0,0,7,3,36,4,0,4,28,0
113,1,公立,一般大學,0006,國立中興大學,碩士在職專班,女,643,33,2,0,0,0,0,0,2,0,31,5,0,8,18,0
113,1,公立,一般大學,0006,國立中興大學,博士班,女,370,11,3,0,0,0,0,0,1,2,8,3,0,3,2,0
113,1,公立,一般大學,0007,國立陽明交通大學,學士班(日間),男,5600,159,92,90,0,0,1,1,0,0,67,8,0,51,8,0
113,1,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),男,5480,95,22,20,0,0,1,0,1,0,73,4,0,56,13,0
113,1,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,男,1236,56,8,6,0,0,0,0,2,0,48,0,0,41,7,0
113,1,公立,一般大學,0007,國立陽明交通大學,博士班,男,1781,77,18,9,0,0,2,1,6,0,59,10,0,45,4,0
113,1,公立,一般大學,0007,國立陽明交通大學,學士班(日間),女,3171,72,32,32,0,0,0,0,0,0,40,1,0,29,10,0
113,1,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),女,3245,72,16,13,0,0,1,0,2,0,56,5,0,35,16,0
113,1,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,女,748,20,3,3,0,0,0,0,0,0,17,1,0,12,4,0
113,1,公立,一般大學,0007,國立陽明交通大學,博士班,女,856,37,16,6,0,0,2,0,8,0,21,3,0,15,3,0
113,1,公立,一般大學,0008,國立中央大學,學士班(日間),男,3876,102,32,30,0,0,1,0,1,0,70,20,0,7,43,0
113,1,公立,一般大學,0008,國立中央大學,碩士班(日間),男,2543,66,19,16,0,0,0,2,1,0,47,0,0,6,41,0
113,1,公立,一般大學,0008,國立中央大學,碩士在職專班,男,901,51,2,2,0,0,0,0,0,0,49,5,0,14,30,0
113,1,公立,一般大學,0008,國立中央大學,博士班,男,610,30,8,5,0,0,0,0,3,0,22,1,0,10,11,0
113,1,公立,一般大學,0008,國立中央大學,學士班(日間),女,2399,60,18,17,0,0,0,1,0,0,42,4,0,1,37,0
113,1,公立,一般大學,0008,國立中央大學,碩士班(日間),女,1355,45,9,6,0,0,1,1,1,0,36,1,0,2,33,0
113,1,公立,一般大學,0008,國立中央大學,碩士在職專班,女,584,19,1,0,0,0,0,0,1,0,18,0,0,5,13,0
113,1,公立,一般大學,0008,國立中央大學,博士班,女,295,17,10,7,0,0,2,1,0,0,7,2,0,0,5,0
113,1,公立,一般大學,0009,國立中山大學,學士班(日間),男,3088,80,35,32,0,0,1,0,2,0,45,13,0,6,26,0
113,1,公立,一般大學,0009,國立中山大學,碩士班(日間),男,2485,80,27,21,0,0,0,1,4,1,53,3,0,10,40,0
113,1,公立,一般大學,0009,國立中山大學,碩士在職專班,男,489,22,5,3,0,0,0,0,1,1,17,1,0,7,9,0
113,1,公立,一般大學,0009,國立中山大學,博士班,男,535,25,9,3,0,0,1,0,4,1,16,1,0,8,7,0
113,1,公立,一般大學,0009,國立中山大學,學士班(日間),女,2045,37,20,19,0,0,0,0,0,1,17,1,0,3,13,0
113,1,公立,一般大學,0009,國立中山大學,碩士班(日間),女,1493,41,20,13,0,0,0,0,6,1,21,1,0,5,15,0
113,1,公立,一般大學,0009,國立中山大學,碩士在職專班,女,489,15,7,1,0,0,0,0,6,0,8,0,0,6,2,0
113,1,公立,一般大學,0009,國立中山大學,博士班,女,324,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),男,4108,125,78,75,0,0,0,0,3,0,47,2,0,7,38,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),男,355,26,3,1,0,0,0,0,2,0,23,0,0,5,18,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),男,1034,58,16,7,0,0,1,1,7,0,42,8,0,11,23,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,男,326,35,5,0,0,0,0,0,5,0,30,1,0,8,21,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,博士班,男,233,14,2,0,0,0,0,0,2,0,12,4,0,3,5,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),女,1953,52,34,30,0,0,0,1,3,0,18,1,0,5,12,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),女,148,18,8,5,0,0,0,0,3,0,10,1,0,3,6,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),女,565,29,14,9,0,0,0,0,5,0,15,5,0,2,8,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,女,272,24,4,0,0,0,0,1,3,0,20,0,0,5,15,0
113,1,公立,一般大學,0012,國立臺灣海洋大學,博士班,女,108,4,1,1,0,0,0,0,0,0,3,2,0,0,1,0
113,1,公立,一般大學,0013,國立中正大學,學士班(日間),男,3552,105,48,45,0,0,0,1,2,0,57,12,0,5,40,0
113,1,公立,一般大學,0013,國立中正大學,碩士班(日間),男,1701,71,14,9,0,0,0,1,2,2,57,14,0,10,33,0
113,1,公立,一般大學,0013,國立中正大學,碩士在職專班,男,621,41,3,1,0,0,0,0,2,0,38,14,0,13,11,0
113,1,公立,一般大學,0013,國立中正大學,博士班,男,346,24,5,2,0,0,0,0,2,1,19,8,0,6,5,0
113,1,公立,一般大學,0013,國立中正大學,學士班(日間),女,3067,71,37,36,0,0,1,0,0,0,34,4,0,3,27,0
113,1,公立,一般大學,0013,國立中正大學,碩士班(日間),女,1207,52,13,4,1,0,1,0,3,4,39,11,0,1,27,0
113,1,公立,一般大學,0013,國立中正大學,碩士在職專班,女,847,35,3,0,0,0,1,0,2,0,32,11,0,5,16,0
113,1,公立,一般大學,0013,國立中正大學,博士班,女,212,16,6,2,0,0,0,1,2,1,10,3,0,1,6,0
113,1,公立,一般大學,0014,國立高雄師範大學,學士班(日間),男,1900,83,71,68,0,0,0,1,2,0,12,1,0,11,0,0
113,1,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),男,580,28,17,7,0,0,0,0,10,0,11,0,0,11,0,0
113,1,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,男,486,21,8,6,0,0,1,0,1,0,13,1,0,7,5,0
113,1,公立,一般大學,0014,國立高雄師範大學,博士班,男,220,10,4,0,0,0,0,0,4,0,6,1,0,5,0,0
113,1,公立,一般大學,0014,國立高雄師範大學,學士班(日間),女,1979,68,61,60,0,0,0,0,1,0,7,0,0,7,0,0
113,1,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),女,1020,55,34,14,0,0,0,0,18,2,21,1,0,20,0,0
113,1,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,女,855,24,15,7,0,0,2,0,6,0,9,1,0,5,3,0
113,1,公立,一般大學,0014,國立高雄師範大學,博士班,女,222,5,3,1,0,0,0,0,2,0,2,1,0,1,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),男,2746,90,41,39,0,0,0,0,2,0,49,8,0,41,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),男,909,51,9,3,0,0,0,0,4,2,42,11,0,31,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,男,512,39,13,3,0,0,0,1,9,0,26,8,0,18,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,博士班,男,267,12,1,0,0,0,0,0,1,0,11,0,0,11,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,學士班(日間),女,2345,82,41,41,0,0,0,0,0,0,41,1,0,40,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),女,858,56,10,8,0,0,0,0,2,0,46,3,0,43,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,女,792,53,22,4,0,0,1,0,15,2,31,11,0,20,0,0
113,1,公立,一般大學,0015,國立彰化師範大學,博士班,女,195,7,2,1,0,0,0,0,0,1,5,2,0,3,0,0
113,1,公立,一般大學,0017,國立臺北大學,學士班(日間),男,2758,78,27,26,0,0,0,1,0,0,51,20,0,7,24,0
113,1,公立,一般大學,0017,國立臺北大學,學士班(進修),男,756,58,30,15,0,0,2,0,8,5,28,17,0,3,8,0
113,1,公立,一般大學,0017,國立臺北大學,碩士班(日間),男,764,33,5,3,0,0,0,1,1,0,28,8,0,4,16,0
113,1,公立,一般大學,0017,國立臺北大學,碩士在職專班,男,290,9,6,0,0,0,1,0,5,0,3,1,0,1,1,0
113,1,公立,一般大學,0017,國立臺北大學,博士班,男,138,10,2,2,0,0,0,0,0,0,8,2,0,0,6,0
113,1,公立,一般大學,0017,國立臺北大學,學士班(日間),女,3310,40,20,20,0,0,0,0,0,0,20,2,0,2,16,0
113,1,公立,一般大學,0017,國立臺北大學,學士班(進修),女,955,78,49,31,0,1,3,0,11,3,29,18,0,4,7,0
113,1,公立,一般大學,0017,國立臺北大學,碩士班(日間),女,779,26,3,2,0,0,0,1,0,0,23,6,0,0,17,0
113,1,公立,一般大學,0017,國立臺北大學,碩士在職專班,女,324,12,10,1,0,0,0,0,8,1,2,2,0,0,0,0
113,1,公立,一般大學,0017,國立臺北大學,博士班,女,68,4,1,1,0,0,0,0,0,0,3,1,0,0,2,0
113,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),男,3781,145,77,73,0,0,1,1,2,0,68,30,0,8,30,0
113,1,公立,一般大學,0018,國立嘉義大學,學士班(進修),男,923,82,23,20,0,0,0,0,3,0,59,12,0,9,38,0
113,1,公立,一般大學,0018,國立嘉義大學,碩士班(日間),男,557,27,6,4,0,0,0,0,2,0,21,9,0,4,8,0
113,1,公立,一般大學,0018,國立嘉義大學,碩士在職專班,男,364,31,4,3,0,0,0,0,1,0,27,4,0,10,13,0
113,1,公立,一般大學,0018,國立嘉義大學,博士班,男,118,3,1,0,0,0,0,0,1,0,2,0,0,2,0,0
113,1,公立,一般大學,0018,國立嘉義大學,學士班(日間),女,3738,144,101,101,0,0,0,0,0,0,43,9,0,4,30,0
113,1,公立,一般大學,0018,國立嘉義大學,學士班(進修),女,599,29,7,5,0,0,0,1,1,0,22,6,0,0,16,0
113,1,公立,一般大學,0018,國立嘉義大學,碩士班(日間),女,651,34,13,6,0,0,1,0,6,0,21,5,0,2,14,0
113,1,公立,一般大學,0018,國立嘉義大學,碩士在職專班,女,540,28,9,4,0,0,0,0,4,1,19,6,0,5,8,0
113,1,公立,一般大學,0018,國立嘉義大學,博士班,女,78,3,0,0,0,0,0,0,0,0,3,1,0,1,1,0
113,1,公立,一般大學,0019,國立高雄大學,學士班(日間),男,2751,99,51,48,0,0,0,1,2,0,48,9,0,4,35,0
113,1,公立,一般大學,0019,國立高雄大學,學士班(進修),男,69,5,1,0,0,1,0,0,0,0,4,0,0,0,4,0
113,1,公立,一般大學,0019,國立高雄大學,碩士班(日間),男,438,29,12,6,0,0,1,2,3,0,17,1,0,2,14,0
113,1,公立,一般大學,0019,國立高雄大學,碩士在職專班,男,368,29,4,1,0,0,0,0,3,0,25,2,0,7,16,0
113,1,公立,一般大學,0019,國立高雄大學,博士班,男,15,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
113,1,公立,一般大學,0019,國立高雄大學,學士班(日間),女,2009,68,36,34,0,0,1,0,1,0,32,4,0,5,23,0
113,1,公立,一般大學,0019,國立高雄大學,學士班(進修),女,59,6,3,1,0,0,0,0,1,1,3,0,0,1,2,0
113,1,公立,一般大學,0019,國立高雄大學,碩士班(日間),女,255,15,8,2,0,0,0,0,6,0,7,2,0,1,4,0
113,1,公立,一般大學,0019,國立高雄大學,碩士在職專班,女,223,14,4,1,0,0,0,0,2,1,10,0,0,3,7,0
113,1,公立,一般大學,0019,國立高雄大學,博士班,女,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,公立,一般大學,0020,國立東華大學,學士班(日間),男,3877,140,73,62,0,0,1,2,8,0,67,6,1,25,35,0
113,1,公立,一般大學,0020,國立東華大學,碩士班(日間),男,720,45,17,7,0,0,0,3,6,1,28,1,0,8,19,0
113,1,公立,一般大學,0020,國立東華大學,碩士在職專班,男,182,17,3,0,0,0,0,0,3,0,14,1,0,1,12,0
113,1,公立,一般大學,0020,國立東華大學,博士班,男,224,12,4,0,0,0,1,1,2,0,8,0,0,2,6,0
113,1,公立,一般大學,0020,國立東華大學,學士班(日間),女,3955,114,69,63,0,0,3,1,2,0,45,3,0,12,30,0
113,1,公立,一般大學,0020,國立東華大學,碩士班(日間),女,769,52,13,6,0,0,1,0,5,1,39,3,0,11,25,0
113,1,公立,一般大學,0020,國立東華大學,碩士在職專班,女,358,25,10,2,0,0,1,1,4,2,15,0,0,5,10,0
113,1,公立,一般大學,0020,國立東華大學,博士班,女,181,9,4,1,0,0,2,0,1,0,5,0,0,3,2,0
113,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),男,2408,71,26,26,0,0,0,0,0,0,45,7,0,10,28,0
113,1,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),男,413,18,1,1,0,0,0,0,0,0,17,3,0,7,7,0
113,1,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,男,161,10,2,2,0,0,0,0,0,0,8,3,0,2,3,0
113,1,公立,一般大學,0021,國立暨南國際大學,博士班,男,175,7,1,1,0,0,0,0,0,0,6,1,0,1,4,0
113,1,公立,一般大學,0021,國立暨南國際大學,學士班(日間),女,2517,64,40,40,0,0,0,0,0,0,24,2,0,5,17,0
113,1,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),女,464,22,4,4,0,0,0,0,0,0,18,4,0,5,9,0
113,1,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,女,324,19,5,4,0,0,0,0,1,0,14,3,0,7,4,0
113,1,公立,一般大學,0021,國立暨南國際大學,博士班,女,173,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0
113,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),男,3939,51,17,15,0,0,1,0,1,0,34,18,0,1,15,0
113,1,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),男,2889,88,45,34,0,0,0,1,10,0,43,3,0,28,12,0
113,1,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,男,508,19,5,4,0,0,0,0,1,0,14,5,0,5,4,0
113,1,公立,技專校院,0022,國立臺灣科技大學,博士班,男,730,53,15,6,0,0,1,0,6,2,38,19,0,12,7,0
113,1,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),女,1752,32,12,11,0,0,1,0,0,0,20,5,0,0,15,0
113,1,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),女,1409,36,14,9,0,0,0,1,3,1,22,1,0,14,7,0
113,1,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,女,329,12,6,3,0,0,0,0,2,1,6,0,0,2,4,0
113,1,公立,技專校院,0022,國立臺灣科技大學,博士班,女,293,21,7,4,0,0,0,0,2,1,14,5,0,5,4,0
113,1,公立,技專校院,0023,國立雲林科技大學,學士班(日間),男,4131,73,34,30,0,0,1,1,2,0,39,19,1,19,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,學士班(進修),男,128,9,2,2,0,0,0,0,0,0,7,2,0,5,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),男,1436,65,23,15,0,0,1,2,5,0,42,6,0,36,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,男,426,29,4,1,0,0,0,0,3,0,25,2,0,23,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,博士班,男,266,19,6,4,0,0,0,0,2,0,13,4,0,9,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,學士班(日間),女,2661,44,28,24,1,0,0,1,2,0,16,3,0,13,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,學士班(進修),女,135,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),女,787,33,19,10,0,1,2,1,5,0,14,2,0,12,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,女,323,20,10,4,0,0,0,2,4,0,10,5,0,5,0,0
113,1,公立,技專校院,0023,國立雲林科技大學,博士班,女,177,8,2,2,0,0,0,0,0,0,6,4,0,2,0,0
113,1,公立,技專校院,0024,國立屏東科技大學,學士班(日間),男,4097,143,80,78,0,0,0,0,2,0,63,21,0,10,32,0
113,1,公立,技專校院,0024,國立屏東科技大學,學士班(進修),男,751,37,16,14,0,0,1,0,1,0,21,3,0,5,13,0
113,1,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),男,595,31,0,0,0,0,0,0,0,0,31,2,0,3,26,0
113,1,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,男,135,13,0,0,0,0,0,0,0,0,13,0,0,3,10,0
113,1,公立,技專校院,0024,國立屏東科技大學,博士班,男,165,4,0,0,0,0,0,0,0,0,4,0,0,1,3,0
113,1,公立,技專校院,0024,國立屏東科技大學,學士班(日間),女,3273,78,50,48,0,0,1,0,1,0,28,4,0,5,19,0
113,1,公立,技專校院,0024,國立屏東科技大學,學士班(進修),女,322,27,11,10,0,0,0,1,0,0,16,2,0,4,10,0
113,1,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),女,474,14,4,2,0,0,1,1,0,0,10,0,0,3,7,0
113,1,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,女,100,5,0,0,0,0,0,0,0,0,5,0,0,1,4,0
113,1,公立,技專校院,0024,國立屏東科技大學,博士班,女,91,3,0,0,0,0,0,0,0,0,3,1,0,0,2,0
113,1,公立,技專校院,0025,國立臺北科技大學,五專,男,131,6,4,4,0,0,0,0,0,0,2,0,0,0,2,0
113,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),男,4403,67,22,21,0,0,0,1,0,0,45,18,0,10,17,0
113,1,公立,技專校院,0025,國立臺北科技大學,學士班(進修),男,747,12,2,2,0,0,0,0,0,0,10,4,0,2,4,0
113,1,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),男,2605,47,10,7,0,0,0,0,3,0,37,3,0,4,30,0
113,1,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,男,1118,48,3,0,0,0,1,0,2,0,45,2,0,19,24,0
113,1,公立,技專校院,0025,國立臺北科技大學,博士班,男,549,37,10,3,0,0,1,1,5,0,27,4,0,9,14,0
113,1,公立,技專校院,0025,國立臺北科技大學,五專,女,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,公立,技專校院,0025,國立臺北科技大學,學士班(日間),女,2001,29,15,14,0,0,1,0,0,0,14,6,0,2,6,0
113,1,公立,技專校院,0025,國立臺北科技大學,學士班(進修),女,145,5,0,0,0,0,0,0,0,0,5,2,0,0,3,0
113,1,公立,技專校院,0025,國立臺北科技大學,碩士班(日間),女,1027,21,11,10,0,0,0,0,1,0,10,2,0,3,5,0
113,1,公立,技專校院,0025,國立臺北科技大學,碩士在職專班,女,525,21,4,0,0,0,0,0,4,0,17,0,0,5,12,0
113,1,公立,技專校院,0025,國立臺北科技大學,博士班,女,214,8,1,0,0,0,0,0,1,0,7,0,0,3,4,0
113,1,公立,一般大學,0028,國立臺北藝術大學,五專,男,34,4,3,3,0,0,0,0,0,0,1,0,0,0,1,0
113,1,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),男,648,15,4,3,0,0,0,0,1,0,11,3,0,0,8,0
113,1,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),男,387,17,3,2,0,0,0,1,0,0,14,3,0,3,8,0
113,1,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,男,61,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
113,1,公立,一般大學,0028,國立臺北藝術大學,博士班,男,63,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0
113,1,公立,一般大學,0028,國立臺北藝術大學,五專,女,42,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
113,1,公立,一般大學,0028,國立臺北藝術大學,學士班(日間),女,1141,24,13,10,0,0,1,0,2,0,11,1,0,0,10,0
113,1,公立,一般大學,0028,國立臺北藝術大學,碩士班(日間),女,634,34,11,7,0,0,0,1,3,0,23,1,0,8,14,0
113,1,公立,一般大學,0028,國立臺北藝術大學,碩士在職專班,女,128,7,2,1,0,0,0,0,1,0,5,0,0,1,4,0
