學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間/進修,學制班別,當學年度各學制總量內核定新生招生名額(A),當學年度各學制新生保留入學資格人數(B),當學年度各學制總量內新生招生核定名額之實際註冊人數(C),當學年度各學制境外(新生)學生實際註冊人數(D),當學年度各學制新生註冊率(%)E=〔(C+D)/(A-B+D)〕*100％,當學年度各學制招生特色說明
112,私立,一般大學,1010,元智大學,日間,博士班,39,0,35,11,92.00,"■元智教授群獲選全球前2%頂尖科學家。  ■2023EduRANK多項獲全國前10名私校第一。  ■2022年RUR全球最佳大學排名，元智「社會科學」類獲台灣綜合性私冠軍 。  ■2022年英國泰晤士高等教育世界大學排名，在「商管領域」學術排名全球500大。  ■Cheers雜誌調查3000大企業經理人最想就讀私立大學首選。 ■2022-2023遠見雜誌碩士起薪資訊、工程、管理或私校冠亞軍，大學起薪工程、電通、資訊、管理前十強。台灣最佳大學排行榜私校前十強。  ■元智領航全球產業鏈創設企業專才基地，成為最國際化大學。  ■首創桃園「微軟國際課程與認證中心」攜手遠傳，打造5G雲端智慧校園。  ■元智推動淨零永續與社會共融校園。  ■首推Google, Microsft, Amazon 三雲認證雲端課程。  ■元智以創新跨域教學和重點研究特色。"
112,私立,一般大學,1011,中華大學學校財團法人中華大學,日間,學士班(含四技),909,7,440,25,50.16,中華大學目前共有「資訊電機學院」、「管理學院」、「建築與設計學院」、「國際人文社會暨智慧商務學院」、「觀光學院」及「創新產業學院」等六個學院，大學日間學制學士班共有18個學系。本校為一所畢業生具備「就業率高、薪資高、企業滿意度高」之綜合型大學，為培養學生國際移動力，提升學生國際視野，本校提供大一新生五天四夜海外通識教育學習之旅，另為培育學生之就業競爭力，本校設置「職有為你中心」強化學生求職與就業之訓練，並鼓勵學生在學期間通過考核後即可獲得保障薪資31K。
112,私立,一般大學,1011,中華大學學校財團法人中華大學,進修,學士班(含四技),99,0,26,0,26.26,承襲日間學制發展特色，深化產學合作機會，所有課程均可彈性日夜修習，採學分學雜費收費，師資與課程品質、學位證書與設備資源，均與日間部相同，提供職場展能與就業機會。
112,私立,一般大學,1011,中華大學學校財團法人中華大學,在職,二年制大學(二技),258,0,179,0,69.38,中華大學共有3個二年制在職專班，著重於商管類群，招生以專科畢業或在職人員為對象，滿足繼續教育的精神，藉由中華大學資源豐富，結合本校管理學院經營管理的人才培育，為新竹科學園區提供在職進修重要管道。
112,私立,一般大學,1011,中華大學學校財團法人中華大學,日間,碩士班,189,9,113,10,64.74,中華大學設有10個碩士班，培養工程、商管、建築土木、資訊、人文及旅遊等各學類人才，本校在學術研究表現卓越，2020英國高等教育調查機構QS公布亞洲地區大學排名，本校不僅躍進亞洲地區大學前450名，亦名列台灣私立綜合型大學第11名。
112,私立,一般大學,1011,中華大學學校財團法人中華大學,在職,碩士班,97,4,60,0,64.52,中華大學設有8個碩士在職專班，提供工程、商管、土木、資訊及人文等學類以利在職人士進修管道。二十餘年來，竹苗地區中小企業高階主管、地方首長、民意代表等在職人士，多從本校碩專班畢業。
112,私立,一般大學,1011,中華大學學校財團法人中華大學,日間,博士班,17,3,10,0,71.43,中華大學共設有管理博士學位學程、工程科學博士學位學程、土木工程學系博士班等3個博士班，每個博士班皆依其學院發展之特色與目標而設立，以各專業領域為基礎，結合相關產業需求，培育跨領域知識整合與產業應用所需之高階人才。
112,私立,一般大學,1012,大葉大學,日間,學士班(含四技),1129,0,460,25,42.03,大葉大學於七十九學年度設立，目前共有「工學院」、「設計暨藝術學院」、「管理學院」、「外語學院」、「生物科技暨資源學院」、「觀光餐旅學院」及「護理暨健康學院」七大學院領域，大學日間學制學士班共有28個學系，並依學系屬性分別提供高中職端學生，進入大學之多元入學管道(考試入學分發、大學繁星推薦、大學個人申請、四技二專甄選、運動績優、特殊選才及其他等對外招生管道)。  本校榮登2022《遠見》最佳私立大學、全國最佳人文社科大學排行榜前30強，以及2022世界綠色大學評比大葉大學連續九年蟬聯全台私立綜合大學第一，且在全台私校競賽獲獎學生比例全國第一。
112,私立,一般大學,1012,大葉大學,進修,學士班(含四技),60,0,31,0,51.67,承襲日間學制發展特色，深化產學合作機會，所有課程均可彈性日夜修習，學分收費，學費是日間部的三分之二，師資與課程品質、學位證書與設備資源，均與日間部相同，提供職場展能與就業機會。
112,私立,一般大學,1012,大葉大學,在職,二年制大學(二技),40,0,25,0,62.50,本班(護理學系)以專科應屆畢業或在職人員為對象，滿足繼續教育的精神，藉由大葉大學資源豐富，結合本校護理學系的醫療照護和管理學院經營管理的人才培育，未來在長期照顧領域之開發與經營機構將是契機，成立模範老人長期照護中心，如此不但可提供學生實習的場所，對彰化、雲林、南投等地區的老人提供所需的長期照護服務，同時配合國家健康政策，落實老人長期照顧。
112,私立,一般大學,1012,大葉大學,日間,碩士班,270,0,171,11,64.77,大葉大學在學術研究方面表現卓越，據臺灣ESI論文統計，本校工程領域進入世界前1%(以論文被引用次數計算)；而WOS論文統計，亦顯示本校機械學門、農學類、材料類、生物及免疫類等領域均已蓄積相當之研究能量。學生學習表現更是優異，屢獲國際比賽「德國紅點(RedDot )設計」、「德國紐倫堡國際發明展」、「莫斯科俄羅斯阿基米得國際發明展」、「義大利國際發明展」、「日本國際微機構競賽」、「韓國首爾女性影展」殊榮，足見本校國際間的學術研究及專業表現備受肯定。
112,私立,一般大學,1012,大葉大學,在職,碩士班,175,0,84,0,48.00,大葉大學在學術研究方面表現卓越，據臺灣ESI論文統計，本校工程領域進入世界前1%(以論文被引用次數計算)；而WOS論文統計，亦顯示本校機械學門、農學類、材料類、生物及免疫類等領域均已蓄積相當之研究能量。學生學習表現更是優異，屢獲國際比賽「德國紅點(RedDot )設計」、「德國紐倫堡國際發明展」、「莫斯科俄羅斯阿基米得國際發明展」、「義大利國際發明展」、「日本國際微機構競賽」、「韓國首爾女性影展」殊榮，足見本校國際間的學術研究及專業表現備受肯定。
112,私立,一般大學,1012,大葉大學,日間,博士班,26,0,23,2,89.29,本校共設有管理學院、藥用植物與食品保健學系、電機工程學系、環境工程學系及機械與自動化工程學系5個博士班，每個博士班將依學院系發展特色與目標，以各專業領域為基礎，結合相關產業需求，培育出跨領域知識整合與產業應用所需之高階人才。
112,私立,一般大學,1013,華梵學校財團法人華梵大學,日間,學士班(含四技),235,0,163,12,70.85,1.大一參與校園共同維運發給全額獎學金，等同學雜費全免，大二至大四申請創新共學獎學金。2.大學四年保障住宿；從學校到台北101大樓，車程30分鐘；學生直達專車往來各大捷運站，交通便捷。3.跨領域人才的搖籃：最少的必修限制，大量的自由選修課程。學生可以在全校各院系，選擇自己有興趣的蜂巢式模組課程，進行跨領域學習。自己掌握大學4年課表，每個學生都有一張專屬於自己的客製化學習地圖。4.自主學習方案：無必修，全選修！依興趣自由組合所需課程。5.全國第一所全校實施書院制度的大學，師生共同生活、共同學習。6.學校補助經費減輕同學負擔，每位同學都有能力出國遊學、實習或擔任交換生。7.全校學生皆有個人獨立工作空間：強調動手實作，有設備完善的實習工場、百工學堂、藝術村等學習聚落。8.校外實習接軌產業：每一位學生在畢業前，都會依其意願安排到校外實習至少一學期，培養就業競爭力。
112,私立,一般大學,1013,華梵學校財團法人華梵大學,日間,碩士班,79,0,72,7,91.86,本校碩士班在人文方面，以佛學思想、東方人文為特色，佛學人文師資陣容堅強；在工程、管理及設計領域，則強調實務開發研究，論文研究能夠與產業接軌；在美術創作方面，則有舉辦展覽及理論研究等雙軌制度，同時有西班牙姊妹校的雙聯學位制度。
112,私立,一般大學,1013,華梵學校財團法人華梵大學,在職,碩士班,125,0,100,0,80.00,本校碩士在職專班的課程規劃，適合在職人士、大學非本科畢業人士修讀，可以培養第二專長。課程強調理論實務並重，論文研究主題能與職場所需專業相契合。
112,私立,一般大學,1013,華梵學校財團法人華梵大學,日間,博士班,10,0,10,3,100.00,東方人文思想研究所以佛學及儒學研究為其特色。
112,私立,一般大學,1014,義守大學,日間,學士班(含四技),2426,39,1720,221,74.42,義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學，辦學績效卓著，為外界評比優良的私立大學之一，在英國泰晤士報高等教育特刊，2015年義守大學入列全球800名大學，其中教學成績為全台灣第14名，2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學，2019年入選《遠見雜誌》台灣最佳大學排行榜，全國綜合大學前18名、南部私校綜合大學第1名。2021 年起，連續3年登榜QS 亞洲大學排名，整體表現位居401-450 名。
112,私立,一般大學,1014,義守大學,進修,學士班(含四技),217,0,70,0,32.26,義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學，辦學績效卓著，為外界評比優良的私立大學之一，在英國泰晤士報高等教育特刊，2015年義守大學入列全球800名大學，其中教學成績為全台灣第14名，2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學，2019年入選《遠見雜誌》台灣最佳大學排行榜，全國綜合大學前18名、南部私校綜合大學第1名。2021 年起，連續3年登榜QS 亞洲大學排名，整體表現位居401-450 名。
112,私立,一般大學,1014,義守大學,在職,二年制大學(二技),98,2,75,0,78.13,義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學，辦學績效卓著，為外界評比優良的私立大學之一，在英國泰晤士報高等教育特刊，2015年義守大學入列全球800名大學，其中教學成績為全台灣第14名，2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學，2019年入選《遠見雜誌》台灣最佳大學排行榜，全國綜合大學前18名、南部私校綜合大學第1名。2021 年起，連續3年登榜QS 亞洲大學排名，整體表現位居401-450 名。
112,私立,一般大學,1014,義守大學,日間,碩士班,176,3,132,36,80.38,義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學，辦學績效卓著，為外界評比優良的私立大學之一，在英國泰晤士報高等教育特刊，2015年義守大學入列全球800名大學，其中教學成績為全台灣第14名，2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學，2019年入選《遠見雜誌》台灣最佳大學排行榜，全國綜合大學前18名、南部私校綜合大學第1名。2021 年起，連續3年登榜QS 亞洲大學排名，整體表現位居401-450 名。
112,私立,一般大學,1014,義守大學,在職,碩士班,156,0,78,0,50.00,義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學，辦學績效卓著，為外界評比優良的私立大學之一，在英國泰晤士報高等教育特刊，2015年義守大學入列全球800名大學，其中教學成績為全台灣第14名，2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學，2019年入選《遠見雜誌》台灣最佳大學排行榜，全國綜合大學前18名、南部私校綜合大學第1名。2021 年起，連續3年登榜QS 亞洲大學排名，整體表現位居401-450 名。
112,私立,一般大學,1014,義守大學,日間,博士班,27,2,27,3,100.00,義守大學為一所人文與科技並重、多元人才培育的國際化綜合大學，辦學績效卓著，為外界評比優良的私立大學之一，在英國泰晤士報高等教育特刊，2015年義守大學入列全球800名大學，其中教學成績為全台灣第14名，2016年列入亞洲前200名大學排行榜。2018年入選英國《泰晤士報》全球最佳年輕大學，2019年入選《遠見雜誌》台灣最佳大學排行榜，全國綜合大學前18名、南部私校綜合大學第1名。2021 年起，連續3年登榜QS 亞洲大學排名，整體表現位居401-450 名。
112,私立,一般大學,1015,世新大學,日間,學士班(含四技),2131,0,2065,76,97.01,本校係少數連續13年獲得教育部獎勵大學教學卓越計畫認可殊榮之績優大學，107年起獲教育部補助執行「深耕計畫」。設有新聞傳播學院、管理學院、人文社會學院及法律學院，學士班計有新聞系、廣電系(廣播、電視、電影)、圖傳系、公廣系、口傳系、資傳系、數媒系(動畫、遊戲)、傳管系、資管系(資管、資訊科技、智慧網路)、財金系、行管系、觀光系(餐旅、旅遊休閒、規劃)、經濟系、企管系、社心系、英語系、中文系、日文系、法律系等26學系組，享有多元的跨領域學習資源，亦規劃學士、碩士一貫學程，鼓勵優異學生就讀碩士班。為培養學生具恢宏的世界觀與國際移動力，積極與世界各國大學締結姊妹校，進行教學、研究、教師與學生互換等交流，擴展學生全球視野；並於108年與110年分別啟用全台大學首座具有最豐富高端新媒體設備的「全媒體大樓」及「LVS智能攝製基地」，有助於本校培育全能傳播人才。
112,私立,一般大學,1015,世新大學,進修,學士班(含四技),251,0,213,0,84.86,本校係少數連續13年獲得教育部獎勵大學教學卓越計畫認可殊榮之績優大學，107年起獲教育部補助執行「深耕計畫」。近年來持續發展「數位傳播貫穿各學門」的辦學特色，除積極優化師資結構、提升教學品質及追求創新卓越外，並以「建構兼備自由風氣與人文精神之大學，培育具有教養、宏觀、專業知能及國際視野之公民」為願景。  落實數位傳播貫穿各學門的辦學特色，開設跨領域學程，並因應傳播數位化的趨勢，積極整合學校核心課程，創新轉型設有全媒體學士學位學程、影視進修學士學位學程；另為培養兼具專業知識與實作能力人才，落實理論與實務並重的辦學理念，設立圖文傳播學系、企業管理學系進修學士班，培養學生多元能力，強化職場競爭力。
112,私立,一般大學,1015,世新大學,日間,碩士班,174,0,155,16,90.00,本校係少數連續13年獲得教育部獎勵大學教學卓越計畫認可殊榮之績優大學，107年起獲教育部補助執行「深耕計畫」。設有新聞傳播學院、管理學院、人文社會學院及法律學院，碩士班計有新聞系、廣電系(創作組、媒體應用組)、公廣系、口傳系、資傳系、數媒系、傳管系、資管系、財金系、行管系、觀光系、經濟系、企管系、社心系、中文系、法律系，及性別所等18系所組，近年持續發展「數位傳播貫穿各學門」的辦學特色，積極優化師資結構、提升教學品質及追求創新卓越，並以「建構兼備自由風氣與人文精神之大學，培育具有教養、宏觀、專業知能及國際視野之公民」為願景。
112,私立,一般大學,1015,世新大學,在職,碩士班,144,0,140,0,97.22,本校係少數連續13年獲得教育部獎勵大學教學卓越計畫認可殊榮之績優大學，107年起獲教育部補助執行「深耕計畫」。本校碩士在職專班計有廣電系、公廣系、口傳系、資傳系、傳管系、資管系、財金系、行管系(政府與企業組、非營利與社會企業組)、觀光系、企管系、法律系等12系所組，近年來持續發展「數位傳播貫穿各學門」的辦學特色，除積極優化師資結構、提升教學品質及追求創新卓越外，並以「建構兼備自由風氣與人文精神之大學，培育具有教養、宏觀、專業知能及國際視野之公民」為願景。  此在職進修乃為協助社會人士進行在職教育，培養第二專長，力求廣納各界人才進行回流教育，落實終身學習之理念。
112,私立,一般大學,1015,世新大學,日間,博士班,12,0,12,4,100.00,本校係少數連續13年獲得教育部獎勵大學教學卓越計畫認可殊榮之績優大學，107年起獲教育部補助執行「深耕計畫」。設有新聞傳播學院、管理學院、人文社會學院及法律學院，學士班計有新聞系、廣電系(廣播、電視、電影)、圖傳系、公廣系、口傳系、資傳系、數媒系(動畫、遊戲)、傳管系、資管系(資管、資訊科技、智慧網路)、財金系、行管系、觀光系(餐旅、旅遊休閒、規劃)、經濟系、企管系、社心系、英語系、中文系、日文系、法律系等26學系組，享有多元的跨領域學習資源，亦規劃學士、碩士一貫學程，鼓勵優異學生就讀碩士班。為培養學生具恢宏的世界觀與國際移動力，積極與世界各國大學締結姊妹校，進行教學、研究、教師與學生互換等交流，擴展學生全球視野；並於108年與110年分別啟用全台大學首座具有最豐富高端新媒體設備的「全媒體大樓」及「LVS智能攝製基地」，有助於本校培育全能傳播人才。
112,私立,一般大學,1016,銘傳大學,日間,學士班(含四技),3534,0,3071,402,88.24,1.銘傳大學係為紀念台灣首任巡撫劉銘傳而設立的知名大學，擁有66年的辦學經驗。2010年獲得美國MSCHE認證，成為亞洲唯一一所美國認證大學。2016年6月再次通過MSCHE 10年認證，與哥倫比亞大學、紐約大學、馬里蘭大學、賓州大學、康乃爾大學為同一認證體系。2017年7月管理學院通過AACSB國際認證。2.設有11個學院、43個學系，17萬校友及1.8萬名學士生、碩士及博士生，深受陸生及國際生喜愛，陸生人數名列前茅。3.英國高等教育調查公司(QS)公布「2023亞洲大學排名」，連續6年進榜，榮登全球著名學府。4.與全球202所知名大學締結姐妹校，外籍生數1111人。5.連續10年獲教育部「大學教學卓越計畫」獎勵，教學成效倍獲肯定。2022年連續5年獲高教深耕計畫補助。6.教師教學認真嚴謹指導學生參加科技部大專學生研究計畫，2022年獲獎勵數125件，全台第4名，私校綜合大學第1名。
112,私立,一般大學,1016,銘傳大學,日間,碩士班,342,0,252,46,76.80,1.銘傳大學係為紀念台灣首任巡撫劉銘傳而設立的知名大學，擁有66年的辦學經驗。2010年獲得美國MSCHE認證，成為亞洲唯一一所美國認證大學。2016年6月再次通過MSCHE 10年認證，與哥倫比亞大學、紐約大學、馬里蘭大學、賓州大學、康乃爾大學為同一認證體系。2017年7月管理學院通過AACSB國際認證。2.設有11個學院、31個學系招收碩士生，17萬校友及1.8萬名學士生、碩士及博士生，深受陸生及國際生喜愛。3.英國高等教育調查公司(QS)公布「2023亞洲大學排名」，連續6年進榜，榮登全球著名學府。4.與全球202所知名大學締結姐妹校，外籍生數1111人。5.連續10年獲教育部「大學教學卓越計畫」獎勵，教學成效倍獲肯定。2022年連續5年獲高教深耕計畫補助。6.教師教學認真嚴謹指導學生參加科技部大專學生研究計畫，2022年獲獎勵數125件，全台第4名，私校綜合大學第1名。
112,私立,一般大學,1016,銘傳大學,在職,碩士班,335,0,250,0,74.63,本校共計15學系設置碩士在職專班，另外管理學院設置有高階經理碩士在職學位學程以提昇教學品質為宗旨，期藉由強化管理問題研究與實務訓練，以培育具團隊精神及全球視野的高階管理專業人才，俾服務於經濟社會。
112,私立,一般大學,1016,銘傳大學,日間,博士班,15,0,15,4,100.00,本校企業管理學系、應用中國文學系及都市規劃與防災學系設置有博士班。企業管理學系博士班以追求教學品質及學術成長為宗旨，期藉由強化管理研究與實務訓練，以培育具團隊精神及全球視野的管理師資及管理專業人才，俾服務於經濟社會。應用中國文學系，為國內首創以「應用」為名的中文系；在教學目標與課程設計，皆強調應用性。而都市規劃與防災學系博士班研究領域包含都市計畫、土地開發、災害管理等，強調理論與實際應用的結合。課程特色強調「空間規劃」、「永續韌性」以及「災害管理」，並扣連國土城鄉規劃以因應氣候變遷之調適，連結大數據與AI的軟硬體，引導規劃與防災空間資訊的分析。著重培養學生成為一位有獨立判斷、以豐富學術能力與經驗整合專業領域的領導者。
112,私立,一般大學,1017,實踐大學,日間,學士班(含四技),2596,0,1819,132,71.52,實踐大學於2021《遠見雜誌》企業最愛大學生排行榜，本校餐飲管理/觀光管理/休閒產業管理學系榮獲「觀光休閒類」全國第三名，另於2021、2022紅點設計獎與金點新秀設計獎中一舉囊括10餘件作品獲獎。本校學士班分為臺北與高雄兩校區，臺北校區共有17個學系和3個學士學位學程，高雄校區有11個學系和3個學士學位學程，兩校區資源共享，彼此間交流學習，更有多樣的國際交流與社團活動。目前學士班國內招生管道主要分為大學多元入學（考試分發、繁星推薦與申請入學）、四技二專甄選入學、特殊選才與運動績優、部分藝術設計類學系單獨招生；境外招生管道則分為海外聯招會、僑港澳單獨招生、外國學生申請入學等三大管道。入學管道多元，符合教育部多元入學精神。學生修業年限4-5年，理論與實務並重。各學系均有其獨特的教學方式與特色，培養出學生樂觀多元進取的精神，無論未來報考研究所、準備國家考試或進入職場，均表現優異。
112,私立,一般大學,1017,實踐大學,進修,學士班(含四技),409,0,140,0,34.23,針對高級中等學校以上畢業之在職人士設立「進修學士班」，本校以實用教學為特色，各系所依其專業特性，規劃實用之學習，讓學生可於白天工作累積經驗，晚上讀書取得學士學位。本校為培育未來跨領域專才，積極整合全校資源，開設以實務與就業為導向之跨領域學程，結合不同專業領域，期能培養全方位專業人才，提升職場競爭力，並建立學生差異化之獨特競爭優勢，以落實本校實用教學型大學之定位，強化本校創新與實用之教學特色。
112,私立,一般大學,1017,實踐大學,在職,二年制大學(二技),47,0,47,0,100.00,實踐大學為有志進修食品營養知識的社會人士設立「食品營養與保健學系學士二年制在職專班」，多元化的課程設計配合「食品營養專業知識應用」與「食品營養產業現況分析」二大發展特色，期待能達到「培養食品營養第二專長人才」的教育目標。
112,私立,一般大學,1017,實踐大學,日間,碩士班,140,0,104,17,77.07,實踐大學共有13個碩士班招生，師資優異、學風純樸、且位於交通便利與人文薈萃的台北市，並且榮獲《Cheers》雜誌「2019企業最愛碩士生調查」評選為私校大學TOP 5觀光餐飲/旅館休閒TOP5，為提供符合碩士班報考資格之學子與社會人士再接受專業教育機會，本校碩士班在招生、課程設計及授課規劃上相當完整。教學注重理論與實務的結合及深化專業領域的訓練，結合創新整合與國際化視野的培養，奠定出學生敬業樂群的態度更是為業界所稱道與愛用。本校所有學系所均通過系所評鑑與國際認證，因此更是學生學習的保證。目前碩士班招生採「考試入學」及「甄試入學」兩種管道招生，歡迎各界人士報考，詳見每學年度招生簡章。
112,私立,一般大學,1017,實踐大學,在職,碩士班,54,0,37,0,68.52,實踐大學特別為各階層社會人士開設進修並取得學位之管道，針對大專畢業人士設立「碩士在職專班」，以實用教學為特色，各系所依其專業特性，規劃實用之學習方向及主軸課程，碩士在職專班結合內湖及南港科學園區區域優勢，積極發展產學合作或透過國內外產業進行交流與觀摩機會，提升國際視野。且本校為培育未來跨領域專才，積極整合全校資源，結合不同專業領域，期能培養全方位專業人才，提升職場競爭力，以落實本校實用教學型大學之定位，強化本校創新與實用之教學特色。
112,私立,一般大學,1017,實踐大學,日間,博士班,3,0,3,0,100.00,實踐大學博士班是第一個教育部核定在大學管理學院設立的創意產業博士班，性質與在設計、藝術或教育學院設立的文創博碩士班性質不同，特別重視在創意產業經營管理議題之研討。招生的對象：(1)取得創意產業相關領域碩士學位者、(2)具碩士學位並對創意產業相關領域具深厚研究興趣或已有產出者。培養的人才之畢業方向：從事創意產業諮詢顧問或經營管理之專業人才。我們的特色：(1)著重人文社會與產業經營面向的整合、(2)建構創意思維與經營策略的溝通、(3)利基於文化社會的意涵、開創國際經略視野、(4)培養通曉原創構思與產業運作的人才。我們的使命與願景：(1)本博士班使命與目標是培養創意產業諮詢顧問或經營管理之專業人才、(2)本博士班願景為透過研究、教學、國際交流、產學合作等活動，建構「創意」元素「產業化」的一流學術單位。
112,私立,技專校院,1018,朝陽科技大學,日間,學士班(含四技),2341,0,2230,173,95.58,本校自83學年度開始招生，至今計有6個學院及25個系，四技日間部學士班招生管道分別為聯合登記分發、甄選入學、繁星計畫、技優甄審及高中生申請入學，其入學管道符合教育部多元入學之精神。四技日間部學士班招生時程約從每年3-6月開始招生，學生修滿畢業學分及達成畢業門檻後，將授予學士學位資格。本校以「培養專業知能與職業倫理兼備的優質人才」為教育目標，並以達到「學生畢業即就業、上班即上手的目標」為最高使命，致力於培養擁有專業知識與技能以及具備敬業樂群工作態度的社會菁英。此外，辦學係以校訓「勤學、敦品、力行」為基石，旨在培養具備認真學習、追求真理，以及術德兼備、人格健全之專業技術人才，並強調理論實務並重之教學與研究，以落實技職教育之目標，達到服務社群之目的。
112,私立,技專校院,1018,朝陽科技大學,日間,二年制大學(二技),0,0,0,3,100.00,本校自102學年度起開設香港二技專班，計有會計系、休閒事業管理系、行銷與流通管理系、環境工程與管理系、工業設計系、視覺傳達設計系、景觀及都市設計系、傳播藝術系、幼兒保育系、資訊管理系資訊管理組及資訊與通訊系等11個系所組。  香港二技日間部學士班招生管道為透過海外聯合招生委員會申請入學，申請時程為於每年2-3月受理報名，學生修滿畢業學分及達成畢業門檻後，將授予學士學位資格。  本校係以「培養專業知能與職業倫理兼備的優質人才」為教育目標，以達到「學生畢業即就業、上班即上手的目標」為最高使命，致力於培養擁有專業知識與技能及具備敬業樂群工作態度的社會菁英。
112,私立,技專校院,1018,朝陽科技大學,進修,學士班(含四技),290,0,187,0,64.48,本校自105學年度首度辦理進修部單獨招生，包含企業管理、休閒事業管理、行銷與流通管理、工業工程與管理、視覺傳達、傳播藝術、幼兒保育及資訊管理等8個系，每年4-8月受理報名，修畢規定學分者，授予學士學位資格。本校設有各類獎助學金、就學貸款、國際姐妹校交換、實習及工讀機會，可供學生提出申請。
112,私立,技專校院,1018,朝陽科技大學,日間,碩士班,295,0,236,17,81.09,本校自84學年度起增設碩士班，至112學年度計有23個碩士班，含括管理、理工、設計、人文、資訊等相關領域，本校碩士班招生管道有二：『甄試入學』及『考試入學』，依據教育部規定，碩士班甄試入學於每年11月受理報名，12月舉辦口試；考試入學於每年1-3月受理報名，3月舉辦口試，本校訂定「碩、博士班入學成績優異獎助學金實施辦法之相關規定」提供成績優異獎助學金4-8萬不等，部份系所與國外大學訂有雙碩士學位學程協議，提供攻讀雙碩士學位機會，並保持辦學優勢，掌握國際發展趨勢，以創新思考、學用合一之思維，強調學生在專業上應具有創意-Creativity、技能-Skill、態度-Manner、創新-Innovation、學習-Learning、與創業-Entrepreneurship等專業特色，結合產業資源與教學研究、創意發想與創新作為，進行跨院系所合作與整合，以成就符合專業、創新、國際化、全人化之人才。
112,私立,技專校院,1018,朝陽科技大學,在職,碩士班,104,0,85,0,81.73,本校自86學年度起增設碩士在職專班，至今計有財務金融、企業管理、高階產業經營、保險金融管理、休閒事業管理、應用化學、幼兒保育、社會工作、資訊管理、資訊工程等10個碩士在職專班，每年1-3月受理報名，3月舉辦口試。中部地區實務工作者眾多，為提供中部地區具實務工作者進修機會，以便能夠在各領域中學得較專精之專業知識或技能，本校碩士學位以上高階專經人才的培訓養成，係秉持尊重學生性向與專業發展的理念，量身訂作課程規劃，並藉由產學實務為主的教學與研究過程，彰顯各領域高階人才的紮實專業能力，俾能勝任工作職場高階主管所需。
112,私立,技專校院,1018,朝陽科技大學,日間,博士班,16,0,14,2,88.89,本校自91學年度起增設博士班，至今計有企業管理系臺灣產業策略發展博士班、營建工程系、應用化學系生化科技博士班、建築系建築及都市設計博士班、資訊管理系5個博士班，含括管理、土木、生化、設計、資訊等領域，博士班數量為全國私立科技大學最多。每年4月受理報名，5月舉辦口試，本校在學習安排上著重實務及學理並重，培養具理論與實務兼備之人才，故歡迎具有碩士學位之業界主管或具工作經驗者報名。本校博士學位培養管理、土木、生化、設計、資訊等不同領域相關專業知識與工程技術的高階研究人才，課程特別強調研究發展的自我學習與跨界整合能力，培育敬業、合作之專業倫理與服務態度，以培養兼具創意思考、課題解決、溝通協調與國際視野之人才。
112,私立,一般大學,1019,高雄醫學大學,日間,學士班(含四技),1280,0,1202,27,94.03,本校學士班包含醫學系、學士後醫學系、運動醫學系、呼吸治療學系、牙醫學系、口腔衛生學系、藥學系、香粧品學系、護理學系、醫學檢驗生物技術學系、醫學影像暨放射科學系、公共衛生學系、職能治療學系、物理治療學系、醫務管理暨醫療資訊學系、醫藥暨應用化學系【醫藥化學組、應用化學組】、生物醫學暨環境生物學系、生物科技學系、生命科學院學士班（109學年度起增設）、心理學系、醫學社會學與社會工作學系。
112,私立,一般大學,1019,高雄醫學大學,日間,碩士班,355,0,289,9,81.87,本校碩士班包含運動醫學系、醫學研究所、臨床醫學研究所、牙醫學系、口腔衛生學系、藥學系、臨床藥學碩士班、香粧品學系、天然藥物研究所、護理學系、公共衛生學系、醫學檢驗生物技術學系、醫學影像暨放射科學系、職能治療學系、物理治療學系、醫務管理暨醫療資訊學系、醫藥暨應用化學系、生物醫學暨環境生物學系、生物科技學系、性別研究所、心理學系、醫學社會學與社會工作學系、熱帶醫學碩士學位學程、毒理學碩士學位學程、高齡長期照護碩士學位學程、人工智慧健康產業應用碩士學位學程（110學年度起增設）、生命科學院醫藥化學暨生物科技碩士班（110學年度起增設）。
112,私立,一般大學,1019,高雄醫學大學,在職,碩士班,119,0,89,0,74.79,本校碩士在職專班包含運動醫學系、牙醫學系、口腔衛生學系、藥學系、醫學影像暨放射科學系、醫務管理暨醫療資訊學系。
