學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間/進修,學制班別,當學年度各學制總量內核定新生招生名額(A),當學年度各學制新生保留入學資格人數(B),當學年度各學制總量內新生招生核定名額之實際註冊人數(C),當學年度各學制境外(新生)學生實際註冊人數(D),當學年度各學制新生註冊率(%)E=〔(C+D)/(A-B+D)〕*100％,當學年度各學制招生特色說明
111,公立,一般大學,0003,國立臺灣大學,在職,碩士班,530,0,528,0,99.62,"本校目前已有12個學院(含進修推廣學院)，以及3個專業學院（牙醫、獸醫、藥學），共56學系、4個學士學位學程、146個研究所（含34個碩、博士學位學程），另設有50餘個各學術領域之國家級或校級研究中心，是臺灣規模最大的綜合性大學。學生總人數現今已達32,000多人，其中大學部近17,000人，研究生15,000餘人，比例接近一比一，已經成功轉型為研究型大學。 各學院提供完整的知識地圖、豐富的圖書資源、先進的科技設備、暢通的學術鏈結，結合優美的校園環境、藝文的校園氣氛，共同形成具有吸引力的教學研究環境。 本校不僅提供豐富多元的學術資源與設施，更鼓勵學生開拓視野、多元學習；在校內加強通識教育，在校際拓展姊妹校網絡，並加強建構雙語教學環境。本校除了展現卓越的學術研究成果，也努力改善教育評鑑制度，注重教學與學習的成效，務使學生能在最佳的環境學習成長。目前共開設20個碩士在職專班。"
111,公立,一般大學,0003,國立臺灣大學,日間,博士班,678,1,515,81,78.63,"本校目前已有12個學院(含進修推廣學院)，以及3個專業學院（牙醫、獸醫、藥學），共56學系、4個學士學位學程、146個研究所（含34個碩、博士學位學程），另設有50餘個各學術領域之國家級或校級研究中心，是臺灣規模最大的綜合性大學。學生總人數現今已達32,000多人，其中大學部近17,000人，研究生15,000餘人，比例接近一比一，已經成功轉型為研究型大學。 各學院提供完整的知識地圖、豐富的圖書資源、先進的科技設備、暢通的學術鏈結，結合優美的校園環境、藝文的校園氣氛，共同形成具有吸引力的教學研究環境。 本校不僅提供豐富多元的學術資源與設施，更鼓勵學生開拓視野、多元學習；在校內加強通識教育，在校際拓展姊妹校網絡，並加強建構雙語教學環境。本校除了展現卓越的學術研究成果，也努力改善教育評鑑制度，注重教學與學習的成效，務使學生能在最佳的環境學習成長。 目前共開設106個博士班。"
111,公立,一般大學,0004,國立臺灣師範大學,日間,學士班(含四技),1708,0,1719,214,100.00,本校學士班共有31個學系、5個學士學位學程及1個學院不分系。打破傳統學習模式，本校鼓勵跨域學習。教育學院學士班延後分流，大二起輔導至適性學系。本校亦提供輔系、雙主修登記制，修畢規定的第一門課即可申請，發展多元專長讓學位加值；也提供多元跨域學分學程，九大主題40個學分學程提供選修，成為跨域人才。針對有志升學的學生，本校提供學碩連修及逕讀博班的機制。  本校學習資源豐富，更與與臺大、臺科大共享資源，成立「臺灣大學系統」，提供學生跨校選課、雙主修及輔系機會。除了國內跨校選課，本校也鼓勵學生朝向國際化發展，本校與全球393所大學締結姊妹校，提供雙聯學制及赴外交換機會。另外，本校為全國中等學校任教科別最完備之師培大學，並為第一所IB國際文憑師培機構。除了豐富的學習資源和拓展視野的機會，本校也致力實踐社會責任，提供晨光招生：優先錄取經濟不利及新住民子女等資源不足但努力向學的學生，並提供獎助學金。
111,公立,一般大學,0004,國立臺灣師範大學,日間,碩士班,1464,53,1348,150,95.96,本校以培養具全人素養與跨領域領導人才為目標，設有教育、理、文、藝術、運動與休閒、科技與工程、國際與社會科學、管理、音樂等9個學院，共52碩士班/碩士學位學程。本校除了擁有完備的學術體制及優秀的師資，也與臺大及臺科大三校成立「國立臺灣大學系統」，提供學生跨校選課、修讀學分學程等，共享教學資源與深化合作。  大學應屆畢業生及碩士班在校生也可跨校逕讀博士學位，以達縮短修業年限，及早就業之目標。本校為教育部雙語化學習計畫中的重點培育學校之一，各系所除了開設全英語課程外，多年來持續推動全英語授課之碩博士學位學程，目前已經有30 系所提供可以滿足畢業學分的全英語課程。本校現有393所姊妹校遍及全球，且各系所持續推動與國外知名大學簽訂學術合作、交流協議及交換協議，提供學生赴外學習機會。
111,公立,一般大學,0004,國立臺灣師範大學,在職,碩士班,791,0,709,7,89.72,本校計34個碩士在職專班，專業領域涵括教育、人文、理工、科技、藝術、運動與休閒及管理等，提供在職人士進修機會。其中包含3個數位專班：圖書資訊學數位學習碩士在職專班、海外華語師資數位碩士在職專班及工業教育學系技職教育數位碩士在職專班。  本校擁有完備的學術體制及優秀的師資，也與臺大及臺科大三校成立「國立臺灣大學系統」，提供學生跨校選課、修讀學分學程等，共享教學資源與深化合作。  海外華語師資數位碩士在職專班為全台唯一一個學生必須是在台灣以外的國家區域，才能報名修課的碩士在職專班，每年錄取30位全球各地在職華語老師及有志於華語文教育工作者，自2016年開始招生以來，報名人數幾乎年年成長。2022年將首度開放海外陸師報名，加入橫跨六大洲、逾百位校友行列。
111,公立,一般大學,0004,國立臺灣師範大學,日間,博士班,208,0,194,38,94.31,本校培養具全人素養與跨領域領導人才為目標，設有教育、理、文、藝術、運動與休閒、科技與工程、國際與社會科學、管理、音樂等9個學院，共37個博士班。 除了擁有完備的學術體制及優秀師資，本校也與臺大及臺科大三校成立「國立臺灣大學系統」，鼓勵跨校逕讀博士學位、跨校選課、修讀學分學程等，增進學術交流及提供學生學習機會。  本校為教育部雙語化學習計畫重點培育學校之一，推動國際化不遺餘力，除部分課程採全英語授課，也提供全英語授課取得學位之系所，博士班學生可參與EMI教師培訓認證。此外，本校與中研院合作開設生物多樣性國際研究生博士學位學程，以全英文授課，培養生物多樣性科學國際研究人力。各博士班持續推動與國外知名大學簽訂學術合作、交流協議及交換協議，提供學生赴外學習機會。為鼓勵優秀學生就讀博士班，提供豐厚多元獎助學金，另設有科技部補助大學校院培育優秀博士生獎學金試辦方案，支持其安心就學及專心研究。
111,公立,一般大學,0005,國立成功大學,日間,學士班(含四技),2729,0,2745,233,100.00,本校學士班9大學院46個學系(學位學程)，採多元入學管道招收各類優質高中生，包含申請入學、繁星推薦、分發入學、特殊選才及運動績優等招生管道入學；另為經濟及文化資源條件不足的優秀弱勢學生提供適切的升學管道，如原住民、離島偏鄉、醫事養成、身障及經濟弱勢等管道。同時，支持教育部平衡高中職學生入學管道暢通政策，透過青年教育與就業儲蓄帳戶及參加四技二專聯合招生，招收優質高職學生入學；並與美國普渡大學合作辦理普渡雙聯組招生、與國防部合作辦理國防學士班招生等，為各類優質學生提供適切及多元之入學管道。
111,公立,一般大學,0005,國立成功大學,日間,碩士班,2753,16,2854,233,100.00,本校碩士班，專業領域橫跨文、理、工、電資、設計、管理、醫、社科及生科等。堅強的師資陣容、豐沛的教學資源及卓越的研究成果，是成大推向國際一流大學的雄厚根本，而紮實、創新、活潑、多元化課程，更充分滿足學生的求知慾。成大是南台灣的學術重鎮，校內設有很多國家級的研究中心與實驗室，支援教學與研究。除提供學士班畢業生有接受專業教育機會外，並配合社會快速變化及多元需求，隨時掌握國際社會之脈動，與國際學術同步接軌。 成大除了是南臺灣學術重鎮，也是南臺灣研究重鎮，素擁有「南成大、 北臺大」之美譽。成大人才輩出，研究風氣鼎盛，產學合作眾多，成果亮麗。另成大師生研究論文總篇數，亦位居全國各大學頂端的地位。
111,公立,一般大學,0005,國立成功大學,在職,碩士班,530,2,514,0,97.35,本校碩士在職專班，專業領域橫跨文、理、工、電資、設計、管理、醫、及社科等，提供在職人士專業進修的機會。為培育兼具理論與實務的人才，本校各系所規劃以專業學程為導向，期以協助產業界培育各領域之專業研究人才。因應軟硬體科技進展，改變產業軟體文化的現狀，本校除了為畢業生奠定「企業最愛」的學養基礎外，更將配合產業與社會脈動，結合企業界校友的資源，培訓創業人才。
111,公立,一般大學,0005,國立成功大學,日間,博士班,355,0,263,84,79.04,本校博士班，專業領域橫跨文、理、工、電資、設計、管理、醫、社科及生科等。各學系博士班研究風氣良好，學生除接受專業學識的學習外並與指導教授的具有良好之互動，甚至與企業產學之合作，以期學識與實務密切接合，替國家社會培養優秀人才。本校活躍於國際學術舞台，無論是學術表現或教學及研究成果，在世界上均獲得極高的評價。
111,公立,一般大學,0006,國立中興大學,日間,學士班(含四技),1903,0,1898,86,99.75,本校設有十大學院，系所完備，培育學生專業知能、反思創新、團隊合作、在地關懷、全球思維等基本素養與核心能力。本校名額內招生管道計有「考試分發」、「繁星推薦」、「個人申請」、「四技二專甄選入學及技優入學」、「運動績優生單獨招生」以及「特殊選才」，招生管道多元均衡，招收具備發展潛能以及多元思考學習能力之高中職學生，入學新生來自三百多所高中職學校，分布廣泛，不論學生的地區背景、文化背景、社經背景等皆呈現多元化。本校是中部唯一的頂尖研究型大學，基於照顧弱勢學生及教育機會均等的理念，於不同招生管道中增設弱勢優先錄取及逐年提高原住民及離島外加名額比率，以提高弱勢學生能進入國立大學就讀的機會。此外，為提供給不同教育經歷學生升讀大學機會於特殊選才管道中優先錄取實驗教育學生、境外臺生、新住民及其子女及農家子弟，期在不同文化背景刺激下，相互瞭解、學習，激發學生多面向思考及解決問題的能力，實現學生來源多樣性。
111,公立,一般大學,0006,國立中興大學,進修,學士班(含四技),217,0,205,0,94.47,本校設有十大學院，系所完備，培育學生專業知能、反思創新、團隊合作、在地關懷、全球思維等基本素養與核心能力。本校為落實全民終生教育理念，設置創新產業推廣學院，進一步配合政府產業政策、企業經營脈動與終身學習型社會之需求，推動進修學士班及學士學位學程之設置，以達彌補正規大學高等教育外之終身學習空隙為目標。目前計有中國文學系、外國語文學系、數位人文與文創產業進修學士學位學程、創新產業經營學士學位學程、生物產業管理進修學士學位學程等學系招收進修學士班。
111,公立,一般大學,0006,國立中興大學,日間,碩士班,1547,0,1590,75,100.00,國立中興大學設有文、農業暨自然資源、理、工、生命科學、獸醫、管理、法政、電資和醫學院等十大學院，碩士班招生系所共計62個單位，學術研究領域完整。本校在農業科學、植物與動物科學、工程、材料科學、電腦科學、化學、生物與生化、臨床醫學、環境/生態學、藥理學與毒理學、一般社會科學11大領域，名列基本科學指標（ESI）全球前1%，且為中台灣唯一頂尖大學。招生特色：1.師資陣容堅強：教授皆學有專長，屢獲各項傑出學術研究獎勵。2.優質教學研究環境：本校圖儀設備先進，教學資源豐富，且鄰近中部科學園區，與業界及學術研究單位有各類合作計畫，同學們有機會接觸到最新的技術及挑戰。3.強調跨領域學習：本校鼓勵跨領域之研究計劃，訓練學生從不同角度探討問題、解決問題，培養T型人才。4.國際化教學合作：本校與全球各大名校訂有學生交換、雙聯學制，進行各類學術合作，鼓勵學生出國進修或出席國際會議，以增廣視野。
111,公立,一般大學,0006,國立中興大學,在職,碩士班,605,0,599,0,99.01,國立中興大學設有文學院、農業暨自然資源學院、理學院、工學院、生命科學院、獸醫學院、管理學院、法政學院、電資學院和醫學院等十大學院，碩士在職專班招生系所共計25個單位，學術研究領域完整。本校在農業科學、植物與動物科學、工程、材料科學、電腦科學、化學、生物與生化、臨床醫學、環境/生態學、藥理學與毒理學、一般社會科學11大領域，名列基本科學指標（ESI）全球前1%，且為中台灣唯一頂尖大學。招生特色：1.師資陣容堅強：教授皆學有專長，屢獲各項傑出學術研究獎勵。2.優質教學研究環境：本校圖儀設備先進，教學資源豐富，且鄰近中部科學園區，與業界及學術研究單位有各類合作計畫，同學們有機會接觸到最新的技術及挑戰。3.強調跨領域學習：本校鼓勵跨領域之研究計劃，訓練學生從不同角度探討問題、解決問題，培養T型人才。4.課程多元：碩專班課程強調理論與實務並重，強化學生學術專業能力及實作技能，提升學生職場競爭力。
111,公立,一般大學,0006,國立中興大學,日間,博士班,167,0,147,23,89.47,國立中興大學設有文學院、農業暨自然資源學院、理學院、工學院、生命科學院、獸醫學院、管理學院、法政學院、電資學院和醫學院等十大學院，招生系所共計44個單位，學術研究領域完整。本校在農業科學、植物與動物科學、工程、材料科學、電腦科學、化學、生物與生化、臨床醫學、環境/生態學、藥理學與毒理學、一般社會科學11大領域，名列基本科學指標（ESI）全球前1%，且為中台灣唯一頂尖大學。在培育博士班人才方面，本校強調提供各式獎助學金，使研究生能專注於學術發展；與國外學研機構發展雙聯學位，共同研究合作；著重專業領域前贍發展、產業趨勢、學研人力供需概況，適度調整課程規劃，以因應國家整體及社會發展。
111,公立,一般大學,0007,國立陽明交通大學,日間,學士班(含四技),1738,0,1753,110,100.00,本校採行PBL(Problem-Based Learning)等教學方式，培養學生自我學習及思考能力；同時與中研院合作通識課程，學生能夠和不同學術領域的大師們近身交流，親聆大師們的啟發和接受嚴謹的邏輯思考訓練，以期培育出具紮實基礎知識、人文關懷且能自我思考判斷的領導人才。    如欲瞭解本校各學士班教學及研究領域規劃，請詳參本校教學單位介紹（https://www.nycu.edu.tw/academics/college/）。
111,公立,一般大學,0007,國立陽明交通大學,日間,碩士班,2636,8,2785,147,100.00,本校與中央大學、政治大學及清華大學組成「台灣聯合大學系統」，藉由締盟同時強化四校基礎教育結構與整合重點研究，歷年來在電機資訊及生醫領域研究有卓越表現，亦培養眾多電機資訊及生醫領導人才。    如欲瞭解本校各碩士班教學及研究領域規劃，請詳參本校教學單位介紹（https://www.nycu.edu.tw/academics/college/）。
111,公立,一般大學,0007,國立陽明交通大學,在職,碩士班,610,0,591,0,96.89,如欲瞭解本校各碩士在職專班教學及研究領域規劃，請詳參本校教學單位介紹（https://www.nycu.edu.tw/academics/college/）
111,公立,一般大學,0007,國立陽明交通大學,日間,博士班,519,1,383,87,77.69,本校與中央大學、政治大學及清華大學組成「台灣聯合大學系統」，藉由締盟同時強化四校基礎教育結構與整合重點研究，歷年來在電機資訊及生醫領域研究有卓越表現，亦培養眾多電機資訊及生醫領導人才。    如欲瞭解本校各博士班教學及研究領域規劃，請詳參本校教學單位介紹（https://www.nycu.edu.tw/academics/college/）。
111,公立,一般大學,0008,國立中央大學,日間,學士班(含四技),1500,1,1534,28,100.00,學士班：  本校近年來大幅提升繁星推薦名額，自106學年度起繁星推薦名額比率均達全校總名額之22%以上，錄取來自全國各區域、不同學習資源及背景的高中生以增進校園學生組成多元化，有利學生多元發展，落實城鄉差距平衡精神。  另為善盡社會責任，增加弱勢學生入學機會，對原住民學生提供繁星推薦及申請入學外加名額；對經濟弱勢學生，於申請入學設立向日葵組聯合招生，各學系組均至少提供1個招生名額，調降學測篩選標準及實施優先錄取，另提供符合「國立中央大學向日葵助學計畫實施辦法」規定條件者，每年4至10萬元，四年共計16至40萬元整之助學金。
111,公立,一般大學,0008,國立中央大學,日間,碩士班,1481,1,1523,62,100.00,碩士班：  提高甄試入學名額比例，提早錄取優秀學生進入實驗室從事研究工作。於考試入學部分，則積極減少筆試考科，合併相似考科系所辦理聯合招生，另移撥部分名額與清華大學、陽明交通大學及政治大學辦理台灣聯合大學系統碩士班聯合招生，有效減輕學生應考負擔及提高學生報名意願。
111,公立,一般大學,0008,國立中央大學,在職,碩士班,577,1,577,0,100.00,碩士在職專班：  積極因應產業人才需求，調整碩士在職專班開設領域及名額，以實務導向培育碩士班在職學生成為企業中高階幹部。
111,公立,一般大學,0008,國立中央大學,日間,博士班,163,1,137,34,87.24,博士班：  將博士班培育分流為學術研究及產業研發二種模式：  （一） 產業研發：由教育部、合作產業與本校共同提供博士班生獎助學金外，並與產業界合作共同開設核心課程、指導博士研究生實際參與合作企業實作研發並完成論文。  （二） 學術研究：分為二部分。一為由科技部與本校共同提供4年、每月至少4萬元獎助學金；二為由本校單獨提供4年、每月至少2.5萬元獎助學金。
111,公立,一般大學,0009,國立中山大學,日間,學士班(含四技),1111,0,1141,64,100.00,本校設10個學院23個學系，中國文學系、外國語文學系、音樂系、劇場藝術學系、生物科學系、化學系、物理學系、應用數學系、電機工程學系、機械與機電工程學系、資訊工程學系、光電工程學系、材料與光電科學學系、企業管理學系、資訊管理學系、財務管理學系、國際經營管理全英語學士學位學程、海洋生物科技暨資源學系、海洋環境及工程學系、海洋科學系、社會學系、政治經濟學系、人文暨科技跨領域學士學位學程。  2023 QS世界大學排名全國第8名，石化工程全國唯一入榜，蟬聯全球百大。THE亞洲大學排名亞洲第181名、全國第10名。遠見雜誌台灣最佳大學排行榜，「社會聲望」全國第2名、「國際化程度」全國第4名。管理學院連續3年通過國際商管學院促進協會認證；光電系、資工系、電機系、機電系、材光系、海工系等通過中華工程教育學會認證；人科學程入圍 2021《亞洲泰晤士報高等教育獎》最佳教學策略獎。
111,公立,一般大學,0009,國立中山大學,日間,碩士班,1295,6,1283,91,99.57,本校為鼓勵研究生跨域學習，創全國先例，只要主修與加修系所簽訂共同指導論文合作協議，就可用一本論文通過兩個系所合辦的學位論文考試，取得雙碩/博士學位，如本校政治學研究所與海洋事務研究所率先簽訂碩士班合作協議，攜手培育解決跨域問題的高階人才。  國家海洋政策白皮書提出我國海洋事務發展願景與政策目標為未來國家發展主軸，本校為培育國家未來各方面專精人才不斷的努力。為與世界接軌，更鼓勵學生出國交換學習及雙聯碩士學位之取得。此外，本校與國立海洋生物博物館簽署合作協議書，未來雙方將在學術研究、教學及產學等面向密切合作。中山擁有「潛力國際海洋研究群」，已進行海洋吸碳、海洋生態、海洋藍色能源研究，並自主發展水下載具關鍵技術領域。未來將攜手海生館，共同培育海洋科技人才，致力推動海洋科學、海洋工程與技術、海洋天然物及生物科技、海洋事務與政策等研究，積極支持學生參與和標竿學校與國際單位的合作與研習交流活動。
111,公立,一般大學,0009,國立中山大學,在職,碩士班,429,2,384,0,89.93,本校各領域師資卓越，在學術理論及實務經營上以專業、多元著稱，透過專業課程設計與優異師資為在職人士提供多面向學習，使其於在職的事業開創另一高峰。隨著環境改變，國際化的競爭下，學習腳步也需與時俱進，就職後再進修除了專業知識外，更結合了不同領域的學習，拓展更多的視野。  2021「EMBA商管聯盟高峰會」，中山大學EMBA團隊於「商管盃個案論劍競賽跨學程組」奪得銀獎、「聯盟盃創新商業模式提案賽」摘下金牌、「聯盟盃個案競賽」榮獲中華組最佳創新獎、國際組冠軍，並再度捧回至高榮譽「君子之鼎」獎座，中山EMBA共包辦2金１銀１最佳創新獎，表現優異成最大贏家。商管聯盟透過個案競賽開拓商業管理的視野，旨在推動各校商管產學菁英「以文會友」、「君子之爭」的交流，連結全球華人管理菁英，分享企業經營智慧與管理技術，發揮各校特色，拓展EMBA價值平台。本校近年來不斷在各領域努力成長，期能以優秀學術表現再創更多佳績。
