學年度,學期,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,學期間退學人數-小計,學期間退學人數-因成績不佳或曠課時數過多,學期間退學人數-因操行成績,學期間退學人數-因志趣不合,學期間退學人數-因休學逾期未復學,學期間退學人數-因懷孕,學期間退學人數-因育嬰,學期間退學人數-因傷病,學期間退學人數-因工作需求,學期間退學人數-因經濟困難,學期間退學人數-因生涯規劃,學期間退學人數-其他(不含死亡)
108,1,私立,技專校院,1148,大漢技術學院,學士班(日間),男,165,24,11,0,2,5,0,0,0,0,3,0,0
108,1,私立,技專校院,1148,大漢技術學院,學士班(進修),男,340,33,0,0,3,11,0,0,0,1,0,0,0
108,1,私立,技專校院,1148,大漢技術學院,碩士班(日間),男,50,10,5,0,0,4,0,0,0,0,0,0,0
108,1,私立,技專校院,1148,大漢技術學院,二專(進修),女,75,7,0,0,1,3,0,0,0,0,0,0,0
108,1,私立,技專校院,1148,大漢技術學院,學士班(日間),女,117,15,6,0,0,6,0,0,0,1,0,0,0
108,1,私立,技專校院,1148,大漢技術學院,學士班(進修),女,212,23,0,0,2,4,0,0,1,1,0,0,1
108,1,私立,技專校院,1148,大漢技術學院,碩士班(日間),女,27,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1159,和春技術學院,二專(進修),男,126,31,0,0,4,23,0,0,0,2,0,0,0
108,1,私立,技專校院,1159,和春技術學院,五專,男,72,10,0,0,0,5,0,0,0,0,0,4,0
108,1,私立,技專校院,1159,和春技術學院,學士班(日間),男,194,39,0,0,5,15,0,0,0,6,0,6,0
108,1,私立,技專校院,1159,和春技術學院,學士班(進修),男,253,81,0,0,19,46,0,0,0,5,0,6,0
108,1,私立,技專校院,1159,和春技術學院,碩士班(日間),男,7,1,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1159,和春技術學院,二專(進修),女,55,11,0,0,0,4,0,0,0,1,0,2,0
108,1,私立,技專校院,1159,和春技術學院,五專,女,54,24,0,0,7,7,0,0,0,4,0,3,0
108,1,私立,技專校院,1159,和春技術學院,學士班(日間),女,76,13,0,0,4,8,0,0,0,0,0,0,0
108,1,私立,技專校院,1159,和春技術學院,學士班(進修),女,141,14,0,0,0,4,0,0,0,3,0,2,0
108,1,私立,技專校院,1159,和春技術學院,碩士班(日間),女,1,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,學士班(日間),男,3000,99,10,0,50,29,0,0,0,4,2,0,0
108,1,私立,技專校院,1166,亞東技術學院,學士班(進修),男,1,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,碩士班(日間),男,35,1,0,0,0,0,0,0,0,1,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,學士班(日間),女,1316,33,1,0,24,6,0,0,0,1,1,0,0
108,1,私立,技專校院,1166,亞東技術學院,學士班(進修),女,135,4,0,0,0,2,0,0,0,2,0,0,0
108,1,私立,技專校院,1166,亞東技術學院,碩士班(日間),女,10,1,0,0,0,0,0,0,0,1,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),男,8,6,0,0,0,2,0,0,0,2,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,男,186,11,4,0,5,0,0,0,0,1,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),男,850,85,10,0,13,54,0,0,0,2,1,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),男,650,75,9,0,7,41,0,0,0,3,3,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,碩士班(日間),男,15,1,0,0,0,1,0,0,0,0,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,二專(進修),女,1,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,五專,女,145,15,5,0,8,1,0,0,0,0,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(日間),女,553,48,1,0,8,25,0,0,0,2,2,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,學士班(進修),女,278,29,5,0,4,11,0,0,0,2,0,0,0
108,1,私立,技專校院,1168,南亞科技學校財團法人南亞技術學院,碩士班(日間),女,3,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),男,593,77,0,0,35,1,0,0,0,1,3,5,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),男,254,24,0,0,9,2,0,0,0,5,0,6,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),男,32,2,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,男,31,3,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(日間),女,513,43,0,0,14,3,0,0,0,1,2,4,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,學士班(進修),女,374,22,0,0,8,0,0,0,0,5,1,2,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,碩士班(日間),女,44,4,0,0,0,0,0,0,0,0,1,0,0
108,1,私立,一般大學,1176,稻江科技暨管理學院,碩士在職專班,女,14,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1182,蘭陽技術學院,五專,男,184,42,6,8,7,13,0,0,1,4,0,0,0
108,1,私立,技專校院,1182,蘭陽技術學院,學士班(日間),男,189,25,3,0,8,7,0,0,0,1,0,1,0
108,1,私立,技專校院,1182,蘭陽技術學院,五專,女,137,29,5,5,7,7,0,0,1,1,0,0,0
108,1,私立,技專校院,1182,蘭陽技術學院,學士班(日間),女,157,7,2,0,2,1,0,0,0,1,0,0,0
108,1,私立,技專校院,1183,黎明技術學院,二專(進修),男,1,1,0,0,0,1,0,0,0,0,0,0,0
108,1,私立,技專校院,1183,黎明技術學院,五專,男,397,81,49,1,1,0,0,0,5,5,3,5,9
108,1,私立,技專校院,1183,黎明技術學院,學士班(日間),男,1797,409,77,3,30,0,0,0,9,40,27,15,179
108,1,私立,技專校院,1183,黎明技術學院,學士班(進修),男,687,349,7,0,6,321,0,0,0,1,0,0,1
108,1,私立,技專校院,1183,黎明技術學院,二專(進修),女,3,4,0,0,3,1,0,0,0,0,0,0,0
108,1,私立,技專校院,1183,黎明技術學院,五專,女,67,18,5,0,3,0,0,0,1,3,0,0,6
108,1,私立,技專校院,1183,黎明技術學院,學士班(日間),女,1624,318,46,0,68,0,3,1,8,46,52,10,68
108,1,私立,技專校院,1183,黎明技術學院,學士班(進修),女,484,152,2,0,6,129,0,0,0,2,0,0,0
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,五專,男,360,46,2,1,26,8,0,0,0,1,2,1,1
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(日間),男,778,61,5,1,24,13,0,0,0,8,0,6,1
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(進修),男,44,6,0,1,1,1,0,0,0,0,1,0,0
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,碩士班(日間),男,6,1,0,0,0,1,0,0,0,0,0,0,0
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,碩士在職專班,男,8,2,1,0,0,0,0,0,1,0,0,0,0
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,五專,女,867,105,2,4,70,15,0,2,1,4,1,3,1
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(日間),女,1418,76,4,0,35,15,0,1,0,4,3,4,3
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,學士班(進修),女,162,6,0,1,0,1,1,0,0,1,0,0,1
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,碩士班(日間),女,29,2,0,0,0,1,0,0,1,0,0,0,0
108,1,私立,技專校院,1185,德育學校財團法人德育護理健康學院,碩士在職專班,女,37,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1188,大同技術學院,二專(進修),男,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1188,大同技術學院,五專,男,44,6,0,0,5,0,0,0,0,1,0,0,0
108,1,私立,技專校院,1188,大同技術學院,學士班(日間),男,348,33,15,0,6,8,0,0,0,0,1,0,2
108,1,私立,技專校院,1188,大同技術學院,學士班(進修),男,122,32,0,0,14,14,0,0,0,2,0,0,1
108,1,私立,技專校院,1188,大同技術學院,二專(進修),女,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1188,大同技術學院,五專,女,50,6,1,0,5,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1188,大同技術學院,學士班(日間),女,444,49,11,0,1,31,0,0,1,1,2,0,2
108,1,私立,技專校院,1188,大同技術學院,學士班(進修),女,329,36,1,0,15,12,0,0,0,5,0,0,1
108,1,私立,技專校院,1192,臺灣觀光學院,二專(進修),男,21,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,五專,男,41,9,1,1,4,1,0,0,0,2,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,學士班(日間),男,138,20,3,2,4,7,0,0,0,1,0,1,0
108,1,私立,技專校院,1192,臺灣觀光學院,學士班(進修),男,71,2,0,0,2,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,碩士班(日間),男,12,4,0,0,1,2,0,0,0,0,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,二專(進修),女,39,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,五專,女,46,20,1,0,11,1,0,0,0,5,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,學士班(日間),女,125,14,0,0,2,6,0,0,0,1,2,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,學士班(進修),女,101,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1192,臺灣觀光學院,碩士班(日間),女,14,3,0,0,2,1,0,0,0,0,0,0,0
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),男,220,4,0,0,1,2,0,0,0,0,0,0,0
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),男,15,1,0,0,0,1,0,0,0,0,0,0,0
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,博士班,男,2,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,學士班(日間),女,421,9,0,0,4,4,0,0,0,0,0,0,1
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,碩士班(日間),女,26,2,0,0,0,2,0,0,0,0,0,0,0
108,1,私立,一般大學,1195,馬偕學校財團法人馬偕醫學院,博士班,女,0,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),男,24,2,0,0,0,0,0,0,0,0,0,0,1
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,碩士班(日間),男,66,7,0,0,1,0,0,0,1,0,1,0,2
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,男,8,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,學士班(日間),女,37,2,0,0,0,0,0,0,0,0,0,0,1
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,碩士班(日間),女,158,19,2,0,1,5,0,0,1,1,2,1,1
108,1,私立,一般大學,1196,法鼓學校財團法人法鼓文理學院,博士班,女,12,1,0,0,0,0,0,0,0,0,0,1,0
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),男,15,3,0,0,0,2,0,0,0,0,0,0,0
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),男,108,7,0,0,0,4,0,0,0,0,0,0,2
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,男,469,21,5,0,10,2,0,0,0,1,0,2,0
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(日間),女,39,11,0,1,3,6,0,0,0,0,0,0,0
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,二專(進修),女,134,7,0,0,0,3,0,0,0,0,0,0,0
108,1,私立,技專校院,1282,馬偕學校財團法人馬偕醫護管理專科學校,五專,女,3458,99,5,2,70,8,0,0,1,0,0,6,0
108,1,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),男,198,21,0,0,0,1,0,0,0,1,0,0,0
108,1,私立,技專校院,1283,仁德醫護管理專科學校,五專,男,1294,75,1,2,28,27,0,0,2,4,1,2,0
108,1,私立,技專校院,1283,仁德醫護管理專科學校,二專(進修),女,193,28,0,0,0,1,1,0,0,2,1,0,0
108,1,私立,技專校院,1283,仁德醫護管理專科學校,五專,女,4748,145,16,0,64,32,1,0,4,6,6,0,1
108,1,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),男,316,11,0,0,0,11,0,0,0,0,0,0,0
108,1,私立,技專校院,1284,樹人醫護管理專科學校,五專,男,1551,83,12,13,35,13,0,0,0,4,0,0,1
108,1,私立,技專校院,1284,樹人醫護管理專科學校,二專(進修),女,229,6,0,0,0,6,0,0,0,0,0,0,0
108,1,私立,技專校院,1284,樹人醫護管理專科學校,五專,女,5190,194,17,6,111,31,0,0,4,8,0,0,8
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),男,36,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),男,94,14,2,4,0,0,0,0,0,2,0,0,2
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,五專,男,896,55,17,2,24,0,0,0,0,0,0,2,3
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(日間),女,67,3,1,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,二專(進修),女,177,31,9,5,0,0,0,0,0,1,0,0,2
108,1,私立,技專校院,1285,慈惠醫護管理專科學校,五專,女,3234,144,26,9,62,0,0,0,7,3,2,4,6
108,1,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),男,3,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1286,耕莘健康管理專科學校,五專,男,454,23,1,4,8,4,0,0,0,1,0,2,0
108,1,私立,技專校院,1286,耕莘健康管理專科學校,二專(進修),女,116,4,0,0,0,3,0,0,0,1,0,0,0
108,1,私立,技專校院,1286,耕莘健康管理專科學校,五專,女,4338,158,6,8,86,34,0,0,2,4,0,9,6
108,1,私立,技專校院,1287,敏惠醫護管理專科學校,五專,男,467,7,0,0,0,3,0,0,0,1,0,0,3
108,1,私立,技專校院,1287,敏惠醫護管理專科學校,五專,女,3437,37,1,0,1,25,0,0,0,0,0,1,6
108,1,私立,技專校院,1289,育英醫護管理專科學校,五專,男,227,5,1,0,0,3,0,0,0,0,0,1,0
108,1,私立,技專校院,1289,育英醫護管理專科學校,五專,女,1769,20,3,1,4,8,0,0,1,0,0,3,0
108,1,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),男,17,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),男,8,1,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,男,516,43,1,11,14,9,0,0,0,1,1,4,0
108,1,私立,技專校院,1291,聖母醫護管理專科學校,二專(日間),女,5,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1291,聖母醫護管理專科學校,二專(進修),女,10,1,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,技專校院,1291,聖母醫護管理專科學校,五專,女,2005,73,2,8,27,23,0,0,0,2,1,3,0
108,1,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),男,23,3,1,0,0,2,0,0,0,0,0,0,0
108,1,私立,技專校院,1292,新生醫護管理專科學校,五專,男,722,34,9,4,10,5,0,0,0,0,1,0,5
108,1,私立,技專校院,1292,新生醫護管理專科學校,二專(進修),女,53,5,1,0,0,0,0,0,0,1,0,0,2
108,1,私立,技專校院,1292,新生醫護管理專科學校,五專,女,5233,184,53,1,60,28,0,0,3,8,3,0,20
108,1,私立,技專校院,1293,崇仁醫護管理專科學校,五專,男,410,8,0,2,2,4,0,0,0,0,0,0,0
108,1,私立,技專校院,1293,崇仁醫護管理專科學校,五專,女,2920,54,1,2,11,33,0,0,1,0,1,0,2
108,1,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),男,19,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R02,學校財團法人中華浸信會基督教台灣浸會神學院,碩士班(日間),女,22,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),男,39,2,0,0,0,2,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R03,臺北基督學院,學士班(日間),女,42,4,0,0,0,4,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),男,30,3,0,0,0,1,0,0,0,0,0,0,1
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),男,13,2,0,0,0,0,0,0,0,1,0,0,1
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士在職專班,男,29,2,0,0,0,0,0,0,0,2,0,0,0
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,學士班(日間),女,45,2,0,0,0,1,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士班(日間),女,21,8,0,0,0,4,0,0,0,0,0,0,4
108,1,私立,宗教研修學院,1R04,財團法人一貫道天皇基金會一貫道天皇學院,碩士在職專班,女,33,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),男,40,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R05,台神學校財團法人台灣神學研究學院,碩士班(日間),女,67,1,0,0,0,1,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),男,25,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R06,一貫道崇德學院,碩士班(日間),女,33,0,0,0,0,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,碩士班(日間),男,24,1,0,0,1,0,0,0,0,0,0,0,0
108,1,私立,宗教研修學院,1R07,台灣基督長老教會南神神學院,碩士班(日間),女,43,2,0,0,0,0,0,0,0,1,0,0,1
108,1,公立,一般大學,3002,臺北市立大學,學士班(日間),男,2335,85,6,0,20,2,0,0,1,1,2,17,3
108,1,公立,一般大學,3002,臺北市立大學,碩士班(日間),男,420,28,0,0,1,1,0,0,0,6,0,12,0
108,1,公立,一般大學,3002,臺北市立大學,碩士在職專班,男,298,11,1,0,0,0,0,0,0,5,1,1,0
108,1,公立,一般大學,3002,臺北市立大學,博士班,男,101,2,0,0,0,0,0,0,0,0,0,0,0
108,1,公立,一般大學,3002,臺北市立大學,學士班(日間),女,2935,76,0,0,30,2,0,0,0,3,2,13,3
108,1,公立,一般大學,3002,臺北市立大學,碩士班(日間),女,795,39,4,0,2,2,0,1,1,15,0,7,1
108,1,公立,一般大學,3002,臺北市立大學,碩士在職專班,女,792,22,2,0,1,0,1,1,0,7,0,5,1
108,1,公立,一般大學,3002,臺北市立大學,博士班,女,133,6,1,0,0,0,0,0,1,0,0,2,1
108,2,公立,一般大學,0001,國立政治大學,學士班(日間),男,3912,25,5,0,10,10,0,0,0,0,0,0,0
108,2,公立,一般大學,0001,國立政治大學,碩士班(日間),男,1861,54,12,0,9,32,0,0,0,0,0,0,1
108,2,公立,一般大學,0001,國立政治大學,碩士在職專班,男,929,47,15,0,1,26,0,0,0,5,0,0,0
108,2,公立,一般大學,0001,國立政治大學,博士班,男,561,16,4,0,1,11,0,0,0,0,0,0,0
108,2,公立,一般大學,0001,國立政治大學,學士班(日間),女,5673,25,3,0,9,9,0,0,1,0,0,0,0
108,2,公立,一般大學,0001,國立政治大學,碩士班(日間),女,2162,47,12,0,5,25,0,0,0,3,1,1,0
108,2,公立,一般大學,0001,國立政治大學,碩士在職專班,女,858,26,7,0,4,13,0,0,0,2,0,0,0
108,2,公立,一般大學,0001,國立政治大學,博士班,女,434,15,3,0,0,10,0,0,1,0,0,0,0
108,2,公立,一般大學,0002,國立清華大學,學士班(日間),男,4683,37,15,0,8,6,0,0,0,2,0,0,1
108,2,公立,一般大學,0002,國立清華大學,碩士班(日間),男,3221,54,13,0,9,10,0,0,0,8,1,2,0
108,2,公立,一般大學,0002,國立清華大學,碩士在職專班,男,479,18,10,0,0,1,0,0,0,1,0,0,0
108,2,公立,一般大學,0002,國立清華大學,博士班,男,1211,35,12,0,1,5,0,0,0,1,2,0,3
108,2,公立,一般大學,0002,國立清華大學,學士班(日間),女,3856,20,4,0,7,6,0,0,0,0,0,1,1
108,2,公立,一般大學,0002,國立清華大學,碩士班(日間),女,1969,35,6,0,5,12,0,0,1,4,0,0,1
108,2,公立,一般大學,0002,國立清華大學,碩士在職專班,女,814,24,18,0,1,0,0,0,0,0,0,0,1
108,2,公立,一般大學,0002,國立清華大學,博士班,女,445,10,1,0,0,2,0,0,0,0,0,0,0
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),男,9431,57,15,0,15,1,0,0,0,0,0,0,7
108,2,公立,一般大學,0003,國立臺灣大學,學士班(進修),男,1,0,0,0,0,0,0,0,0,0,0,0,0
108,2,公立,一般大學,0003,國立臺灣大學,碩士班(日間),男,6241,95,10,0,1,63,0,0,0,1,0,0,6
108,2,公立,一般大學,0003,國立臺灣大學,碩士在職專班,男,949,21,0,0,0,14,0,0,0,1,0,0,1
108,2,公立,一般大學,0003,國立臺灣大學,博士班,男,2405,76,18,0,0,28,0,0,0,5,0,0,11
108,2,公立,一般大學,0003,國立臺灣大學,學士班(日間),女,7183,19,3,0,1,1,0,0,0,0,0,0,4
108,2,公立,一般大學,0003,國立臺灣大學,碩士班(日間),女,4094,61,6,0,1,40,0,0,0,2,0,0,3
108,2,公立,一般大學,0003,國立臺灣大學,碩士在職專班,女,613,7,0,0,0,4,0,0,0,2,0,0,0
108,2,公立,一般大學,0003,國立臺灣大學,博士班,女,1028,15,0,0,0,11,0,0,0,2,0,0,1
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),男,3603,31,7,0,7,0,0,0,0,0,0,0,0
108,2,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),男,1794,53,10,0,5,0,0,0,2,0,0,0,2
108,2,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,男,599,30,2,0,0,0,0,0,0,1,0,0,1
108,2,公立,一般大學,0004,國立臺灣師範大學,博士班,男,662,16,8,0,2,0,0,0,0,0,0,0,1
108,2,公立,一般大學,0004,國立臺灣師範大學,學士班(日間),女,4501,16,0,0,9,0,0,0,0,0,0,1,0
108,2,公立,一般大學,0004,國立臺灣師範大學,碩士班(日間),女,2402,68,17,0,9,0,0,0,1,3,0,1,0
108,2,公立,一般大學,0004,國立臺灣師範大學,碩士在職專班,女,1464,52,13,0,1,0,0,0,0,0,0,0,2
108,2,公立,一般大學,0004,國立臺灣師範大學,博士班,女,691,16,3,0,2,0,0,0,0,1,0,0,0
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),男,7046,79,34,0,26,9,0,0,0,0,0,4,1
108,2,公立,一般大學,0005,國立成功大學,碩士班(日間),男,4290,65,6,0,9,26,0,0,1,5,1,8,0
108,2,公立,一般大學,0005,國立成功大學,碩士在職專班,男,900,34,7,0,1,14,0,0,0,0,0,1,0
108,2,公立,一般大學,0005,國立成功大學,博士班,男,1261,72,25,0,3,23,0,0,1,0,0,2,0
108,2,公立,一般大學,0005,國立成功大學,學士班(日間),女,4302,35,8,0,22,1,0,0,0,0,0,3,0
108,2,公立,一般大學,0005,國立成功大學,碩士班(日間),女,2543,33,7,0,1,19,0,0,0,1,0,1,0
108,2,公立,一般大學,0005,國立成功大學,碩士在職專班,女,546,11,0,0,0,3,0,0,0,1,0,0,0
108,2,公立,一般大學,0005,國立成功大學,博士班,女,568,27,9,0,1,8,0,0,0,0,0,0,0
108,2,公立,一般大學,0006,國立中興大學,學士班(日間),男,4619,51,21,0,18,5,0,0,0,0,0,1,0
108,2,公立,一般大學,0006,國立中興大學,學士班(進修),男,416,9,2,0,1,2,0,0,0,1,0,0,0
108,2,公立,一般大學,0006,國立中興大學,碩士班(日間),男,2054,42,5,0,5,16,0,0,0,5,0,5,2
108,2,公立,一般大學,0006,國立中興大學,碩士在職專班,男,1106,37,3,0,0,11,0,0,0,8,0,0,0
108,2,公立,一般大學,0006,國立中興大學,博士班,男,658,24,1,0,0,5,0,0,1,8,1,2,1
108,2,公立,一般大學,0006,國立中興大學,學士班(日間),女,3401,30,7,0,12,7,0,0,0,1,0,1,1
108,2,公立,一般大學,0006,國立中興大學,學士班(進修),女,531,8,1,0,4,1,0,0,0,0,0,0,0
108,2,公立,一般大學,0006,國立中興大學,碩士班(日間),女,1393,21,1,0,2,5,0,0,0,4,0,3,2
108,2,公立,一般大學,0006,國立中興大學,碩士在職專班,女,519,18,1,0,1,4,0,0,1,3,0,2,1
108,2,公立,一般大學,0006,國立中興大學,博士班,女,286,10,1,0,0,3,0,0,1,1,0,0,2
108,2,公立,一般大學,0007,國立陽明交通大學,學士班(日間),男,3840,40,9,0,19,0,0,0,0,0,0,1,0
108,2,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),男,3913,55,10,0,5,0,0,0,0,1,0,4,0
108,2,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,男,1053,47,20,0,0,0,0,0,0,2,0,0,0
108,2,公立,一般大學,0007,國立陽明交通大學,博士班,男,1379,58,22,1,0,0,0,0,0,1,0,1,0
108,2,公立,一般大學,0007,國立陽明交通大學,學士班(日間),女,1787,19,3,0,11,0,0,0,0,0,0,0,0
108,2,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),女,1841,23,7,0,2,0,0,1,0,0,0,0,0
108,2,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,女,543,14,5,0,0,0,0,0,0,1,0,0,0
108,2,公立,一般大學,0007,國立陽明交通大學,博士班,女,386,14,4,0,0,0,1,0,0,1,0,0,0
108,2,公立,一般大學,0008,國立中央大學,學士班(日間),男,3755,35,22,0,7,5,0,0,0,0,0,0,0
108,2,公立,一般大學,0008,國立中央大學,碩士班(日間),男,2324,45,4,0,8,20,0,0,2,0,1,0,0
108,2,公立,一般大學,0008,國立中央大學,碩士在職專班,男,854,28,3,0,1,13,0,0,0,0,0,0,0
108,2,公立,一般大學,0008,國立中央大學,博士班,男,730,40,11,0,3,16,0,1,0,1,1,0,0
108,2,公立,一般大學,0008,國立中央大學,學士班(日間),女,2201,18,1,0,12,3,0,0,0,1,0,0,0
108,2,公立,一般大學,0008,國立中央大學,碩士班(日間),女,1180,25,3,0,1,9,0,0,0,4,1,2,0
108,2,公立,一般大學,0008,國立中央大學,碩士在職專班,女,489,11,5,0,0,2,0,0,0,1,0,0,0
