學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),大陸地區來臺學位生小計,大陸地區來臺學位生男,大陸地區來臺學位生女,大陸地區來臺學位生數之在學比率(%)
109,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,博士班,2,2,0,2.56
109,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,博士班,1,1,0,0.86
109,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,博士班,3,3,0,16.67
109,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,博士班,2,2,0,2.60
109,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,博士班,1,0,1,2.94
109,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,博士班,1,1,0,6.25
109,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,博士班,1,0,1,3.45
109,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,碩士班(日間),3,0,3,6.98
109,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,碩士班(日間),5,3,2,2.38
109,公立,一般大學,0003,國立臺灣大學,03212024,新聞研究所,碩士班(日間),14,4,10,14.29
109,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,碩士班(日間),5,1,4,9.26
109,公立,一般大學,0003,國立臺灣大學,04131026,商學研究所,碩士班(日間),5,1,4,3.65
109,公立,一般大學,0003,國立臺灣大學,04131028,管理學院企業管理碩士專班,碩士班(日間),1,1,0,0.61
109,公立,一般大學,0003,國立臺灣大學,04134022,公共事務研究所,碩士班(日間),5,1,4,8.33
109,公立,一般大學,0003,國立臺灣大學,04211035,法律學系,碩士班(日間),18,10,8,3.63
109,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,碩士班(日間),3,0,3,4.05
109,公立,一般大學,0003,國立臺灣大學,05121044,生物科技研究所,碩士班(日間),4,0,4,11.11
109,公立,一般大學,0003,國立臺灣大學,05311051,化學系,碩士班(日間),1,1,0,0.48
109,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,碩士班(日間),1,1,0,1.25
109,公立,一般大學,0003,國立臺灣大學,06131063,資訊網路與多媒體研究所,碩士班(日間),8,4,4,6.96
109,公立,一般大學,0003,國立臺灣大學,07121080,環境工程學研究所,碩士班(日間),6,4,2,5.31
109,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,碩士班(日間),6,4,2,2.21
109,公立,一般大學,0003,國立臺灣大學,07141068,電信工程學研究所,碩士班(日間),2,2,0,0.63
109,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,碩士班(日間),13,10,3,3.07
109,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,碩士班(日間),6,4,2,2.74
109,公立,一般大學,0003,國立臺灣大學,07194071,應用力學研究所,碩士班(日間),1,1,0,0.58
109,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,碩士班(日間),8,2,6,8.79
109,公立,一般大學,0003,國立臺灣大學,09191162,環境與職業健康科學研究所,博士班,1,1,0,2.63
109,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,碩士班(日間),8,1,7,25.00
109,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,碩士班(日間),4,3,1,10.26
109,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,碩士班(日間),7,5,2,8.64
109,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,碩士班(日間),7,4,3,17.95
109,公立,一般大學,0003,國立臺灣大學,02312010,翻譯碩士學位學程,碩士班(日間),1,1,0,2.04
109,公立,一般大學,0003,國立臺灣大學,02322006,中國文學系,碩士班(日間),9,4,5,10.84
109,公立,一般大學,0003,國立臺灣大學,03111015,經濟學系,碩士班(日間),6,4,2,4.72
109,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,碩士班(日間),4,3,1,6.35
109,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,碩士班(日間),3,0,3,2.70
109,公立,一般大學,0003,國立臺灣大學,04121032,財務金融學系,碩士班(日間),6,4,2,4.35
109,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,碩士班(日間),6,1,5,4.41
109,公立,一般大學,0003,國立臺灣大學,05111040,植物科學研究所,碩士班(日間),2,1,1,3.33
109,公立,一般大學,0003,國立臺灣大學,05121045,生化科學研究所,碩士班(日間),4,1,3,7.27
109,公立,一般大學,0003,國立臺灣大學,05121046,分子與細胞生物學研究所,碩士班(日間),1,0,1,1.85
109,公立,一般大學,0003,國立臺灣大學,05121151,生化科技學系,碩士班(日間),2,0,2,1.82
109,公立,一般大學,0003,國立臺灣大學,05321053,氣候變遷與永續發展國際碩士學位學程,碩士班(日間),1,0,1,2.86
109,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,碩士班(日間),8,7,1,4.10
109,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,碩士班(日間),3,0,3,2.42
109,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,碩士班(日間),17,12,5,4.93
109,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,碩士班(日間),4,3,1,1.77
109,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,碩士班(日間),1,0,1,0.69
109,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,碩士班(日間),12,12,0,5.61
109,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,碩士班(日間),1,1,0,1.85
109,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,碩士班(日間),4,1,3,3.36
109,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,碩士班(日間),6,3,3,6.52
109,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,碩士班(日間),2,0,2,6.25
109,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,碩士班(日間),1,0,1,0.87
109,公立,一般大學,0003,國立臺灣大學,09111139,口腔生物科學研究所,碩士班(日間),2,0,2,5.56
109,公立,一般大學,0003,國立臺灣大學,09121142,腦與心智科學研究所,碩士班(日間),1,0,1,2.70
109,公立,一般大學,0003,國立臺灣大學,09191126,流行病學與預防醫學研究所,碩士班(日間),2,0,2,2.33
109,公立,一般大學,0003,國立臺灣大學,09191127,健康政策與管理研究所,碩士班(日間),4,1,3,6.35
109,公立,一般大學,0003,國立臺灣大學,09191128,健康行為與社區科學研究所,碩士班(日間),2,1,1,5.56
109,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,碩士班(日間),2,0,2,3.28
109,公立,一般大學,0003,國立臺灣大學,07141065,電子工程學研究所,碩士班(日間),10,6,4,2.45
109,公立,一般大學,0003,國立臺灣大學,07193081,生醫電子與資訊學研究所,碩士班(日間),5,3,2,4.35
109,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,碩士班(日間),19,5,14,13.67
109,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,碩士班(日間),18,14,4,4.95
109,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,碩士班(日間),1,0,1,1.96
109,公立,一般大學,0003,國立臺灣大學,08311103,漁業科學研究所,碩士班(日間),1,1,0,2.70
109,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,碩士班(日間),2,2,0,6.25
109,公立,一般大學,0003,國立臺灣大學,09121048,微生物學研究所,碩士班(日間),1,0,1,1.25
109,公立,一般大學,0003,國立臺灣大學,09121110,免疫學研究所,碩士班(日間),2,0,2,6.45
109,公立,一般大學,0003,國立臺灣大學,09121112,病理學研究所,碩士班(日間),1,0,1,9.09
109,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,碩士班(日間),3,0,3,5.88
109,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,碩士班(日間),1,0,1,1.79
109,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生碩士學位學程,碩士班(日間),1,1,0,1.22
109,公立,一般大學,0003,國立臺灣大學,09199141,毒理學研究所,碩士班(日間),2,1,1,8.00
109,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,學士班(日間),1,0,1,0.40
109,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),1,0,1,0.18
109,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),1,0,1,0.26
109,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,學士班(日間),3,1,2,1.54
109,公立,一般大學,0004,國立臺灣師範大學,04131051,企業管理學系,學士班(日間),1,0,1,0.41
109,公立,一般大學,0004,國立臺灣師範大學,05331061,物理學系,學士班(日間),1,1,0,0.38
109,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,博士班,4,1,3,5.06
109,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,博士班,2,1,1,5.88
109,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,博士班,1,1,0,2.63
109,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,博士班,3,1,2,4.29
109,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,博士班,2,1,1,13.33
109,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,4,0,4,14.81
109,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,碩士班(日間),3,0,3,4.11
109,公立,一般大學,0004,國立臺灣師範大學,01114019,教育政策與行政研究所,碩士班(日間),1,1,0,1.96
109,公立,一般大學,0004,國立臺灣師範大學,01118010,工業教育學系,碩士班(日間),1,1,0,1.04
109,公立,一般大學,0004,國立臺灣師範大學,01131009,社會教育學系,碩士班(日間),4,1,3,5.26
109,公立,一般大學,0004,國立臺灣師範大學,01131017,健康促進與衛生教育學系,碩士班(日間),1,0,1,1.79
109,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,碩士班(日間),5,2,3,6.49
109,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,碩士班(日間),4,1,3,3.20
109,公立,一般大學,0004,國立臺灣師範大學,02311033,英語學系,學士班(日間),4,1,3,1.29
109,公立,一般大學,0004,國立臺灣師範大學,01113018,特殊教育學系,博士班,2,0,2,4.88
109,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,博士班,1,0,1,2.78
109,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,博士班,4,1,3,3.39
109,公立,一般大學,0004,國立臺灣師範大學,02112037,設計學系,博士班,7,2,5,23.33
109,公立,一般大學,0004,國立臺灣師範大學,02131023,美術學系,博士班,5,1,4,4.42
109,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,博士班,1,0,1,3.23
109,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,博士班,4,0,4,8.51
109,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,博士班,4,0,4,5.88
109,公立,一般大學,0004,國立臺灣師範大學,05411062,數學系,博士班,1,1,0,5.26
109,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,碩士班(日間),3,1,2,4.29
109,公立,一般大學,0004,國立臺灣師範大學,01115002,課程與教學研究所,碩士班(日間),4,0,4,8.00
109,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,碩士班(日間),4,0,4,5.19
109,公立,一般大學,0004,國立臺灣師範大學,02191026,藝術史研究所,碩士班(日間),6,2,4,13.33
109,公立,一般大學,0004,國立臺灣師範大學,02299045,歐洲文化與觀光研究所,碩士班(日間),1,1,0,2.33
109,公立,一般大學,0004,國立臺灣師範大學,02313005,華語文教學系,碩士班(日間),2,0,2,1.00
109,公立,一般大學,0004,國立臺灣師範大學,03131003,教育心理與輔導學系,碩士班(日間),3,0,3,2.61
109,公立,一般大學,0004,國立臺灣師範大學,03211048,大眾傳播研究所,碩士班(日間),6,3,3,6.59
109,公立,一般大學,0004,國立臺灣師範大學,04131052,管理研究所,碩士班(日間),1,1,0,1.11
109,公立,一般大學,0004,國立臺灣師範大學,09231071,社會工作學研究所,碩士班(日間),1,0,1,1.30
109,公立,一般大學,0004,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),1,0,1,0.99
109,公立,一般大學,0004,國立臺灣師範大學,01141015,體育學系,碩士班(日間),3,2,1,1.96
109,公立,一般大學,0004,國立臺灣師範大學,02151024,音樂學系,碩士班(日間),3,0,3,2.27
109,公立,一般大學,0004,國立臺灣師範大學,02151025,民族音樂研究所,碩士班(日間),2,0,2,3.51
109,公立,一般大學,0004,國立臺灣師範大學,02152027,表演藝術研究所,碩士班(日間),2,1,1,2.38
109,公立,一般大學,0004,國立臺灣師範大學,02312034,翻譯研究所,碩士班(日間),5,0,5,5.56
109,公立,一般大學,0004,國立臺灣師範大學,02321028,臺灣語文學系,碩士班(日間),1,0,1,1.82
109,公立,一般大學,0004,國立臺灣師範大學,02322029,國文學系,碩士班(日間),5,1,4,4.85
109,公立,一般大學,0004,國立臺灣師範大學,03143042,東亞學系,碩士班(日間),1,1,0,1.61
109,公立,一般大學,0004,國立臺灣師範大學,03214050,圖文傳播學系,碩士班(日間),3,0,3,4.55
109,公立,一般大學,0004,國立臺灣師範大學,03222049,圖書資訊學研究所,碩士班(日間),1,0,1,1.72
109,公立,一般大學,0004,國立臺灣師範大學,04131047,全球經營與策略研究所,碩士班(日間),2,1,1,3.13
109,公立,一般大學,0004,國立臺灣師範大學,05111056,生命科學系,碩士班(日間),3,2,1,3.13
109,公立,一般大學,0004,國立臺灣師範大學,06131065,資訊工程學系,碩士班(日間),2,2,0,1.15
109,公立,一般大學,0004,國立臺灣師範大學,07151068,機電工程學系,碩士班(日間),1,1,0,1.54
109,公立,一般大學,0004,國立臺灣師範大學,01111001,教育學系,學士班(日間),4,0,4,1.50
109,公立,一般大學,0004,國立臺灣師範大學,01141007,人類發展與家庭學系,學士班(日間),1,0,1,0.32
109,公立,一般大學,0005,國立成功大學,04111120,會計學系,學士班(日間),1,0,1,0.36
109,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學博士班,博士班,3,3,0,10.34
109,公立,一般大學,0005,國立成功大學,04121126,財務金融研究所,博士班,1,1,0,25.00
109,公立,一般大學,0005,國立成功大學,04199057,工業與資訊管理學系,博士班,1,0,1,5.56
109,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,博士班,2,2,0,3.45
109,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,碩士班(日間),6,0,6,9.84
109,公立,一般大學,0005,國立成功大學,02221110,歷史學系,碩士班(日間),1,1,0,2.17
109,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,學士班(日間),2,1,1,0.43
109,公立,一般大學,0005,國立成功大學,07311075,建築學系,學士班(日間),2,0,2,0.68
109,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,學士班(日間),1,0,1,0.53
109,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,學士班(日間),1,0,1,0.47
109,公立,一般大學,0005,國立成功大學,02122112,創意產業設計研究所,博士班,6,2,4,13.95
109,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,博士班,10,3,7,16.39
109,公立,一般大學,0005,國立成功大學,02221110,歷史學系,博士班,2,1,1,7.69
109,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,博士班,3,1,2,17.65
109,公立,一般大學,0005,國立成功大學,02322107,中國文學系,博士班,3,2,1,8.57
109,公立,一般大學,0005,國立成功大學,04212001,法律學系,博士班,3,1,2,13.64
109,公立,一般大學,0005,國立成功大學,02222111,考古學研究所,碩士班(日間),1,0,1,2.33
109,公立,一般大學,0005,國立成功大學,02322107,中國文學系現代文學碩士班,碩士班(日間),2,0,2,6.45
109,公立,一般大學,0005,國立成功大學,03121115,政治學系政治經濟學碩士班,碩士班(日間),1,1,0,2.86
109,公立,一般大學,0005,國立成功大學,04111120,會計學系,碩士班(日間),2,0,2,2.20
109,公立,一般大學,0005,國立成功大學,04131121,企業管理學系,碩士班(日間),3,1,2,2.29
109,公立,一般大學,0005,國立成功大學,04212001,法律學系,碩士班(日間),3,1,2,1.80
109,公立,一般大學,0005,國立成功大學,05111003,生命科學系,碩士班(日間),2,1,1,3.13
109,公立,一般大學,0005,國立成功大學,05321019,地球科學系,碩士班(日間),1,0,1,1.67
109,公立,一般大學,0005,國立成功大學,06131030,資訊管理研究所,碩士班(日間),1,1,0,1.52
109,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,碩士班(日間),6,6,0,2.21
109,公立,一般大學,0005,國立成功大學,07112063,材料科學及工程學系,碩士班(日間),1,1,0,0.40
109,公立,一般大學,0005,國立成功大學,07141071,工程科學系,碩士班(日間),1,1,0,0.49
109,公立,一般大學,0005,國立成功大學,07193061,生物醫學工程學系,碩士班(日間),1,1,0,1.05
109,公立,一般大學,0005,國立成功大學,07311075,建築學系,碩士班(日間),4,0,4,2.16
109,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,碩士班(日間),6,4,2,5.36
109,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,碩士班(日間),6,3,3,2.23
109,公立,一般大學,0005,國立成功大學,06131036,資訊工程學系,博士班,6,3,3,7.23
109,公立,一般大學,0005,國立成功大學,07141032,電機工程學系,博士班,1,1,0,0.87
109,公立,一般大學,0005,國立成功大學,07311075,建築學系,博士班,2,2,0,3.64
109,公立,一般大學,0005,國立成功大學,07313076,都市計劃學系,博士班,2,2,0,11.11
109,公立,一般大學,0005,國立成功大學,07321049,土木工程學系,博士班,1,0,1,2.63
109,公立,一般大學,0005,國立成功大學,01111103,教育研究所,碩士班(日間),3,2,1,5.88
109,公立,一般大學,0005,國立成功大學,02123113,工業設計學系,碩士班(日間),9,6,3,9.57
109,公立,一般大學,0005,國立成功大學,02152051,戲劇碩士學位學程,碩士班(日間),4,1,3,16.67
109,公立,一般大學,0005,國立成功大學,02191104,藝術研究所,碩士班(日間),7,2,5,13.46
109,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,碩士班(日間),2,0,2,4.65
109,公立,一般大學,0005,國立成功大學,02322107,中國文學系中國文學碩士班,碩士班(日間),4,1,3,8.33
109,公立,一般大學,0005,國立成功大學,03111114,經濟學系,碩士班(日間),2,2,0,6.45
109,公立,一般大學,0005,國立成功大學,03131117,心理學系,碩士班(日間),4,4,0,8.70
109,公立,一般大學,0005,國立成功大學,04131122,經營管理碩士學位學程(AMBA),碩士班(日間),1,0,1,2.27
109,公立,一般大學,0005,國立成功大學,04131124,國際企業研究所,碩士班(日間),1,0,1,1.56
109,公立,一般大學,0005,國立成功大學,05111132,熱帶植物與微生物科學研究所,碩士班(日間),1,0,1,5.00
109,公立,一般大學,0005,國立成功大學,06131037,電腦與通信工程研究所,碩士班(日間),4,4,0,1.65
109,公立,一般大學,0005,國立成功大學,09191079,公共衛生研究所,碩士班(日間),2,0,2,5.56
109,公立,一般大學,0005,國立成功大學,09191085,環境醫學研究所,碩士班(日間),2,0,2,3.85
109,公立,一般大學,0005,國立成功大學,10411098,交通管理科學系,碩士班(日間),4,3,1,5.06
109,公立,一般大學,0005,國立成功大學,02311108,外國語文學系,學士班(日間),1,0,1,0.34
109,公立,一般大學,0005,國立成功大學,03111114,經濟學系,學士班(日間),1,0,1,0.41
109,公立,一般大學,0005,國立成功大學,03131117,心理學系,學士班(日間),2,0,2,0.71
109,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,學士班(日間),3,3,0,0.48
109,公立,一般大學,0005,國立成功大學,06131095,醫學資訊研究所,碩士班(日間),2,2,0,6.06
109,公立,一般大學,0005,國立成功大學,07121070,環境工程學系,碩士班(日間),1,0,1,1.01
109,公立,一般大學,0005,國立成功大學,07141035,光電科學與工程學系,碩士班(日間),1,1,0,0.61
109,公立,一般大學,0005,國立成功大學,07141041,製造資訊與系統研究所,碩士班(日間),1,1,0,1.52
109,公立,一般大學,0005,國立成功大學,07151042,機械工程學系,碩士班(日間),1,1,0,0.27
109,公立,一般大學,0005,國立成功大學,09111096,口腔醫學研究所,碩士班(日間),1,0,1,3.70
109,公立,一般大學,0005,國立成功大學,09151082,物理治療學系,碩士班(日間),3,0,3,9.38
109,公立,一般大學,0005,國立成功大學,10152097,體育健康與休閒研究所,碩士班(日間),4,2,2,8.51
109,公立,一般大學,0006,國立中興大學,06131043,資訊管理學系,學士班(日間),2,2,0,1.44
109,公立,一般大學,0006,國立中興大學,07121059,環境工程學系,學士班(日間),1,1,0,0.50
109,公立,一般大學,0006,國立中興大學,07121059,環境工程學系,博士班,1,1,0,4.00
109,公立,一般大學,0006,國立中興大學,02311006,外國語文學系,碩士班(日間),1,0,1,3.70
109,公立,一般大學,0006,國立中興大學,02322005,中國文學系,碩士班(日間),2,1,1,3.51
109,公立,一般大學,0006,國立中興大學,04134011,國家政策與公共事務研究所,碩士班(日間),2,1,1,6.90
109,公立,一般大學,0006,國立中興大學,04199021,科技管理研究所電子商務碩士班,碩士班(日間),1,0,1,3.03
109,公立,一般大學,0006,國立中興大學,05123034,生物化學研究所,碩士班(日間),2,1,1,5.88
109,公立,一般大學,0006,國立中興大學,07141045,電機工程學系,碩士班(日間),1,0,1,0.55
109,公立,一般大學,0006,國立中興大學,07193060,生醫工程研究所,碩士班(日間),2,2,0,6.67
109,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,學士班(日間),4,0,4,0.99
109,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,博士班,2,1,1,11.11
109,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,博士班,1,0,1,3.33
109,公立,一般大學,0006,國立中興大學,04143020,行銷學系,碩士班(日間),3,1,2,5.77
109,公立,一般大學,0006,國立中興大學,08411087,獸醫學系,碩士班(日間),3,2,1,4.23
109,公立,一般大學,0006,國立中興大學,02221007,歷史學系,學士班(日間),2,2,0,0.86
109,公立,一般大學,0006,國立中興大學,04121019,財務金融學系,學士班(日間),1,1,0,0.41
109,公立,一般大學,0006,國立中興大學,04131016,企業管理學系,學士班(日間),1,1,0,0.40
109,公立,一般大學,0006,國立中興大學,07112057,材料科學與工程學系,學士班(日間),1,1,0,0.53
109,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,學士班(日間),1,1,0,0.28
109,公立,一般大學,0006,國立中興大學,08193078,國際農企業學士學位學程,學士班(日間),1,1,0,1.10
109,公立,一般大學,0006,國立中興大學,02322005,中國文學系,博士班,4,2,2,11.43
109,公立,一般大學,0006,國立中興大學,05121033,分子生物學研究所,碩士班(日間),1,0,1,1.92
109,公立,一般大學,0006,國立中興大學,07321054,土木工程學系,碩士班(日間),3,3,0,3.41
109,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系,學士班(日間),2,1,1,1.15
109,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,學士班(日間),1,1,0,0.48
109,公立,一般大學,0007,國立陽明交通大學,06131058,資訊工程學系,學士班(日間),2,1,1,0.25
109,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,博士班,4,2,2,15.38
109,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,博士班,1,1,0,5.56
109,公立,一般大學,0007,國立陽明交通大學,07321071,土木工程學系,博士班,1,1,0,2.22
109,公立,一般大學,0007,國立陽明交通大學,02122004,應用藝術研究所,碩士班(日間),5,2,3,5.81
109,公立,一般大學,0007,國立陽明交通大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),1,0,1,5.26
109,公立,一般大學,0007,國立陽明交通大學,02299010,社會與文化研究所,碩士班(日間),3,1,2,8.33
109,公立,一般大學,0007,國立陽明交通大學,02311005,外國語文學系外國文學與語言學碩士班,碩士班(日間),1,0,1,2.08
109,公立,一般大學,0007,國立陽明交通大學,03211014,傳播研究所,碩士班(日間),11,5,6,15.71
109,公立,一般大學,0007,國立陽明交通大學,04212027,科技法律研究所,碩士班(日間),1,0,1,0.90
109,公立,一般大學,0007,國立陽明交通大學,05311036,應用化學系,碩士班(日間),2,0,2,1.04
109,公立,一般大學,0007,國立陽明交通大學,05331041,電子物理學系,碩士班(日間),1,1,0,0.65
109,公立,一般大學,0007,國立陽明交通大學,06132049,多媒體工程研究所,碩士班(日間),1,1,0,0.87
109,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,碩士班(日間),1,1,0,0.62
109,公立,一般大學,0007,國立陽明交通大學,07121076,環境工程研究所,碩士班(日間),2,2,0,2.63
109,公立,一般大學,0007,國立陽明交通大學,07132081,照明與能源光電研究所,碩士班(日間),2,2,0,2.53
109,公立,一般大學,0007,國立陽明交通大學,07141062,電信工程研究所,碩士班(日間),2,2,0,0.67
109,公立,一般大學,0007,國立陽明交通大學,07141066,國際半導體產業學院碩士班,碩士班(日間),1,1,0,1.59
109,公立,一般大學,0007,國立陽明交通大學,07151070,機械工程學系,碩士班(日間),2,2,0,0.69
109,公立,一般大學,0007,國立陽明交通大學,07191075,工業工程與管理學系,碩士班(日間),2,1,1,1.82
109,公立,一般大學,0007,國立陽明交通大學,07193079,影像與生醫光電研究所,碩士班(日間),1,1,0,1.19
109,公立,一般大學,0007,國立陽明交通大學,07321071,土木工程學系,碩士班(日間),1,1,0,0.49
109,公立,一般大學,0007,國立陽明交通大學,07112072,材料科學與工程學系,博士班,2,1,1,1.36
109,公立,一般大學,0007,國立陽明交通大學,07141062,電信工程研究所,博士班,1,1,0,2.08
109,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,博士班,1,1,0,2.22
109,公立,一般大學,0007,國立陽明交通大學,07151070,機械工程學系,博士班,1,1,0,1.28
109,公立,一般大學,0007,國立陽明交通大學,01111001,教育研究所,碩士班(日間),1,1,0,1.23
109,公立,一般大學,0007,國立陽明交通大學,02151003,音樂研究所,碩士班(日間),1,0,1,1.56
109,公立,一般大學,0007,國立陽明交通大學,03211015,傳播與科技學系,碩士班(日間),2,0,2,3.77
109,公立,一般大學,0007,國立陽明交通大學,04121020,資訊管理與財務金融學系財務金融碩士班,碩士班(日間),12,9,3,12.12
109,公立,一般大學,0007,國立陽明交通大學,04131016,管理學院企業管理碩士學位學程,碩士班(日間),1,0,1,1.56
109,公立,一般大學,0007,國立陽明交通大學,04131018,管理科學系,碩士班(日間),6,4,2,8.11
109,公立,一般大學,0007,國立陽明交通大學,04199023,科技管理研究所,碩士班(日間),4,3,1,8.00
109,公立,一般大學,0007,國立陽明交通大學,05124034,生物資訊及系統生物研究所,碩士班(日間),1,0,1,2.17
109,公立,一般大學,0007,國立陽明交通大學,06121060,網路工程研究所,碩士班(日間),2,2,0,1.72
109,公立,一般大學,0007,國立陽明交通大學,06131022,資訊管理研究所,碩士班(日間),2,1,1,2.20
109,公立,一般大學,0007,國立陽明交通大學,06131061,資訊科學與工程研究所,碩士班(日間),3,2,1,0.72
109,公立,一般大學,0007,國立陽明交通大學,06131092,數據科學與工程研究所,碩士班(日間),2,0,2,2.41
109,公立,一般大學,0007,國立陽明交通大學,07141050,電機工程學系,碩士班(日間),8,7,1,4.62
109,公立,一般大學,0007,國立陽明交通大學,07141053,電子研究所,碩士班(日間),2,1,1,0.36
109,公立,一般大學,0007,國立陽明交通大學,07141055,光電工程學系,碩士班(日間),2,2,0,0.83
109,公立,一般大學,0007,國立陽明交通大學,07141064,電控工程研究所,碩士班(日間),1,1,0,0.49
109,公立,一般大學,0007,國立陽明交通大學,07141065,光電系統研究所,碩士班(日間),1,1,0,1.14
109,公立,一般大學,0007,國立陽明交通大學,07151093,機器人碩士學位學程,碩士班(日間),2,2,0,3.92
109,公立,一般大學,0007,國立陽明交通大學,07311085,建築研究所,碩士班(日間),4,2,2,5.33
109,公立,一般大學,0007,國立陽明交通大學,10411086,運輸與物流管理學系交通運輸碩士班,碩士班(日間),1,1,0,1.10
