學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別,性別,在學學生數,於學年底處於休學狀態之人數-總計,於學年底處於休學狀態之人數-學生自請休學原因-小計,於學年底處於休學狀態之人數-學生自請休學原因-傷病,於學年底處於休學狀態之人數-學生自請休學原因-經濟困難,於學年底處於休學狀態之人數-學生自請休學原因-就讀學校、科系不符期待,於學年底處於休學狀態之人數-學生自請休學原因-學業成績不佳,於學年底處於休學狀態之人數-學生自請休學原因-工作,於學年底處於休學狀態之人數-學生自請休學原因-懷孕,於學年底處於休學狀態之人數-學生自請休學原因-育嬰,於學年底處於休學狀態之人數-學生自請休學原因-兵役,於學年底處於休學狀態之人數-學生自請休學原因-出國,於學年底處於休學狀態之人數-學生自請休學原因-論文撰寫,於學年底處於休學狀態之人數-學生自請休學原因-就學環境,於學年底處於休學狀態之人數-學生自請休學原因-家務或家人照顧,於學年底處於休學狀態之人數-學生自請休學原因-考試訓練,於學年底處於休學狀態之人數-學生自請休學原因-其他,於學年底處於休學狀態之人數-學校勒令休學原因-小計,於學年底處於休學狀態之人數-學校勒令休學原因-違反校規,於學年底處於休學狀態之人數-學校勒令休學原因-其他
111,公立,一般大學,0006,國立中興大學,學士班(進修),女,493,49,49,8,3,3,1,14,2,0,0,3,0,0,6,2,7,0,0,0
111,公立,一般大學,0006,國立中興大學,博士班,女,314,65,65,3,1,0,0,11,3,11,0,2,18,1,9,0,6,0,0,0
111,公立,一般大學,0006,國立中興大學,博士班,男,655,131,131,7,3,0,1,27,0,19,1,5,52,0,7,1,8,0,0,0
111,公立,一般大學,0006,國立中興大學,碩士班(日間),男,2170,203,203,13,10,10,0,31,0,5,3,5,31,7,18,8,62,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,學士班(日間),女,3116,94,94,12,1,30,6,1,1,1,0,23,0,5,3,10,1,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,博士班,男,1790,364,364,22,7,12,4,93,0,48,14,14,128,6,9,5,2,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),男,4791,305,305,17,6,45,4,59,0,5,17,22,88,10,9,15,8,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,男,1173,245,245,10,3,2,1,99,0,36,0,4,72,1,11,6,0,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,博士班,女,823,200,200,23,7,5,2,54,6,28,0,11,48,1,12,2,1,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,碩士班(日間),女,2826,283,283,24,9,27,5,59,4,17,0,23,70,16,18,7,4,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,碩士在職專班,女,699,114,114,7,1,2,0,42,6,19,0,5,29,0,1,1,1,0,0,0
111,公立,一般大學,0007,國立陽明交通大學,學士班(日間),男,5489,169,169,9,1,62,17,6,0,0,8,35,0,5,6,14,6,0,0,0
111,公立,一般大學,0008,國立中央大學,博士班,女,312,55,55,6,3,4,0,8,2,8,0,0,18,0,6,0,0,0,0,0
111,公立,一般大學,0008,國立中央大學,碩士班(日間),女,1211,129,129,10,5,43,2,21,0,1,0,7,28,4,2,6,0,0,0,0
111,公立,一般大學,0008,國立中央大學,碩士在職專班,女,542,106,106,7,2,5,0,38,5,21,0,1,21,0,4,1,1,0,0,0
111,公立,一般大學,0008,國立中央大學,碩士班(日間),男,2439,173,173,2,10,71,0,27,0,1,2,7,34,7,4,8,0,0,0,0
111,公立,一般大學,0008,國立中央大學,碩士在職專班,男,923,190,190,4,3,12,0,99,0,23,0,4,33,0,11,1,0,0,0,0
111,公立,一般大學,0008,國立中央大學,學士班(日間),女,2331,66,66,7,2,35,3,0,0,0,0,14,0,1,1,3,0,0,0,0
111,公立,一般大學,0008,國立中央大學,學士班(日間),男,3823,124,124,10,3,77,17,3,0,0,0,7,0,3,2,2,0,0,0,0
111,公立,一般大學,0008,國立中央大學,博士班,男,713,142,142,4,2,13,1,29,0,21,3,6,53,0,10,0,0,0,0,0
111,公立,一般大學,0009,國立中山大學,學士班(日間),女,1969,63,62,4,1,25,0,3,1,0,0,10,0,4,12,2,0,1,0,1
111,公立,一般大學,0009,國立中山大學,博士班,女,296,58,58,7,1,2,0,20,2,9,0,3,7,1,6,0,0,0,0,0
111,公立,一般大學,0009,國立中山大學,碩士在職專班,女,558,110,110,6,0,4,0,42,3,21,0,0,14,0,20,0,0,0,0,0
111,公立,一般大學,0009,國立中山大學,博士班,男,558,111,111,5,0,4,0,48,0,3,0,1,27,0,23,0,0,0,0,0
111,公立,一般大學,0009,國立中山大學,碩士班(日間),男,2072,183,182,9,6,26,1,46,0,2,4,4,28,6,37,13,0,1,0,1
111,公立,一般大學,0009,國立中山大學,碩士在職專班,男,537,101,100,2,1,1,0,52,0,11,0,0,13,0,20,0,0,1,0,1
111,公立,一般大學,0009,國立中山大學,碩士班(日間),女,1330,136,135,10,3,14,1,36,4,11,0,5,28,2,19,2,0,1,0,1
111,公立,一般大學,0009,國立中山大學,學士班(日間),男,2976,93,89,3,0,44,8,6,0,0,1,6,0,4,13,4,0,4,0,4
111,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),女,1906,52,52,6,4,16,3,1,0,0,0,10,1,4,2,4,1,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,博士班,女,88,22,22,0,0,2,0,10,1,1,0,0,6,0,1,0,1,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),男,976,134,134,9,7,12,2,41,0,1,16,2,16,7,11,6,4,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,男,395,83,83,2,0,1,0,55,0,4,0,0,10,0,8,1,2,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),女,207,22,22,3,0,4,1,7,0,3,0,0,0,0,4,0,0,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,碩士班(日間),女,502,55,55,2,4,9,0,23,1,0,0,4,5,2,2,2,1,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,碩士在職專班,女,275,35,35,3,0,1,0,16,1,1,0,0,8,0,3,2,0,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,學士班(日間),男,4188,154,154,9,3,46,33,16,0,0,6,11,0,8,12,7,3,0,0,0
111,公立,一般大學,0012,國立臺灣海洋大學,學士班(進修),男,390,45,44,2,1,7,3,21,0,0,4,1,0,0,4,1,0,1,0,1
111,公立,一般大學,0012,國立臺灣海洋大學,博士班,男,240,46,46,10,0,0,0,18,0,0,1,1,7,1,7,1,0,0,0,0
111,公立,一般大學,0013,國立中正大學,學士班(日間),女,3021,78,78,11,1,29,5,1,0,0,0,13,0,9,5,3,1,0,0,0
111,公立,一般大學,0013,國立中正大學,碩士班(日間),女,1173,186,186,5,8,12,1,55,3,12,0,6,42,2,10,21,9,0,0,0
111,公立,一般大學,0013,國立中正大學,碩士班(日間),男,1685,186,186,8,9,13,5,42,0,2,3,3,48,4,16,14,19,0,0,0
111,公立,一般大學,0013,國立中正大學,碩士在職專班,男,582,157,157,4,2,1,1,74,0,13,0,2,45,0,8,2,5,0,0,0
111,公立,一般大學,0013,國立中正大學,博士班,女,202,56,56,3,1,0,0,18,2,5,0,0,17,0,4,0,6,0,0,0
111,公立,一般大學,0013,國立中正大學,碩士在職專班,女,817,185,185,14,1,3,1,72,6,19,0,0,53,0,11,2,3,0,0,0
111,公立,一般大學,0013,國立中正大學,學士班(日間),男,3537,140,137,13,5,62,14,5,0,1,1,14,0,10,5,5,2,3,0,3
111,公立,一般大學,0013,國立中正大學,博士班,男,356,80,78,4,2,1,1,17,0,9,1,0,22,0,11,1,9,2,0,2
111,公立,一般大學,0014,國立高雄師範大學,博士班,女,231,58,58,3,0,0,0,17,3,9,0,0,21,0,4,0,1,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),女,963,265,265,4,10,14,0,90,6,19,0,11,92,3,14,1,1,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,碩士班(日間),男,556,129,129,0,10,3,0,35,0,3,2,6,59,3,6,1,1,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,男,497,199,199,17,0,5,0,100,0,18,4,0,39,0,15,1,0,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,學士班(日間),女,1955,59,59,4,4,26,2,3,2,0,0,10,0,6,2,0,0,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,碩士在職專班,女,888,265,265,15,2,22,0,114,10,38,0,3,39,0,21,1,0,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,學士班(日間),男,1915,69,69,1,3,38,4,6,0,0,3,2,0,10,1,1,0,0,0,0
111,公立,一般大學,0014,國立高雄師範大學,博士班,男,214,51,51,0,0,0,0,22,0,2,1,0,23,0,3,0,0,0,0,0
111,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),女,849,204,203,7,7,5,0,52,4,15,0,3,52,1,11,19,27,1,0,1
111,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,女,808,200,183,17,2,1,0,68,6,38,0,2,38,0,7,1,3,17,0,17
111,公立,一般大學,0015,國立彰化師範大學,學士班(日間),男,2710,101,98,10,4,26,6,11,0,0,2,1,0,2,4,6,26,3,0,3
111,公立,一般大學,0015,國立彰化師範大學,博士班,男,288,61,61,2,0,0,0,25,0,5,1,0,17,0,3,0,8,0,0,0
111,公立,一般大學,0015,國立彰化師範大學,學士班(日間),女,2278,77,77,12,5,27,1,2,0,0,0,7,0,4,2,2,15,0,0,0
111,公立,一般大學,0015,國立彰化師範大學,博士班,女,200,38,38,4,1,0,0,18,1,4,0,0,7,0,1,0,2,0,0,0
111,公立,一般大學,0015,國立彰化師範大學,碩士班(日間),男,837,162,162,6,8,5,1,53,0,5,3,0,36,2,2,16,25,0,0,0
111,公立,一般大學,0015,國立彰化師範大學,碩士在職專班,男,556,133,106,5,3,3,0,58,0,8,0,1,21,0,4,1,2,27,0,27
111,公立,一般大學,0017,國立臺北大學,學士班(日間),女,3216,63,62,1,2,15,11,2,0,1,0,19,0,7,1,2,1,1,0,1
111,公立,一般大學,0017,國立臺北大學,學士班(進修),女,1155,139,139,12,5,7,6,60,4,4,0,8,0,2,4,2,25,0,0,0
111,公立,一般大學,0017,國立臺北大學,博士班,女,65,23,23,1,0,0,1,8,0,4,0,1,5,0,3,0,0,0,0,0
111,公立,一般大學,0017,國立臺北大學,博士班,男,137,35,35,1,1,0,0,13,0,3,0,1,13,0,2,1,0,0,0,0
111,公立,一般大學,0017,國立臺北大學,碩士班(日間),男,742,107,107,3,2,7,0,30,0,3,5,3,41,1,1,7,4,0,0,0
111,公立,一般大學,0017,國立臺北大學,碩士班(日間),女,764,104,104,1,4,4,0,33,2,5,0,4,35,2,6,8,0,0,0,0
111,公立,一般大學,0017,國立臺北大學,碩士在職專班,女,332,47,47,2,0,0,0,19,2,8,0,0,9,0,2,1,4,0,0,0
111,公立,一般大學,0017,國立臺北大學,學士班(日間),男,2743,91,90,3,3,33,19,6,0,0,0,15,0,4,3,4,0,1,0,1
111,公立,一般大學,0017,國立臺北大學,學士班(進修),男,816,125,124,9,4,5,6,51,0,3,5,3,0,4,6,2,26,1,0,1
111,公立,一般大學,0017,國立臺北大學,碩士在職專班,男,307,53,53,0,0,0,0,29,0,8,0,2,8,0,1,2,3,0,0,0
111,公立,一般大學,0018,國立嘉義大學,學士班(進修),女,703,74,74,5,5,14,4,32,1,4,1,2,0,1,3,2,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,博士班,女,81,12,12,1,0,0,0,5,0,1,0,0,4,0,1,0,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,碩士在職專班,女,561,140,140,9,2,3,0,55,5,26,0,1,25,0,9,5,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,學士班(日間),男,3801,211,211,14,8,100,36,19,0,1,2,10,0,10,9,2,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,博士班,男,116,22,22,1,0,0,0,13,0,2,0,0,6,0,0,0,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,學士班(日間),女,3537,154,154,33,7,72,4,7,1,1,0,11,0,8,7,2,1,0,0,0
111,公立,一般大學,0018,國立嘉義大學,碩士班(日間),女,657,134,134,8,2,2,1,60,3,12,0,4,27,2,6,7,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,學士班(進修),男,1128,149,149,6,7,29,12,65,0,1,16,0,0,7,5,1,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,碩士班(日間),男,553,132,132,6,4,6,1,52,0,3,16,2,22,3,8,9,0,0,0,0
111,公立,一般大學,0018,國立嘉義大學,碩士在職專班,男,349,96,96,3,0,1,0,49,0,8,0,0,28,0,4,3,0,0,0,0
111,公立,一般大學,0019,國立高雄大學,學士班(日間),女,1908,67,65,15,2,23,21,3,0,0,0,0,0,0,1,0,0,2,0,2
111,公立,一般大學,0019,國立高雄大學,學士班(進修),女,66,21,21,0,1,1,3,10,1,2,0,1,0,0,2,0,0,0,0,0
111,公立,一般大學,0019,國立高雄大學,博士班,女,4,3,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
111,公立,一般大學,0019,國立高雄大學,學士班(日間),男,2684,122,122,17,2,42,35,21,0,0,2,1,0,1,0,1,0,0,0,0
111,公立,一般大學,0019,國立高雄大學,碩士班(日間),男,437,59,59,1,4,7,12,27,0,2,4,0,1,0,1,0,0,0,0,0
111,公立,一般大學,0019,國立高雄大學,碩士在職專班,男,340,92,91,7,4,1,1,70,0,4,0,0,0,0,4,0,0,1,0,1
111,公立,一般大學,0019,國立高雄大學,碩士班(日間),女,264,51,51,6,3,6,10,18,1,2,0,0,2,0,2,0,1,0,0,0
111,公立,一般大學,0019,國立高雄大學,碩士在職專班,女,199,62,62,2,1,0,1,47,1,4,0,0,1,0,4,1,0,0,0,0
111,公立,一般大學,0019,國立高雄大學,學士班(進修),男,58,27,26,1,0,0,0,21,0,1,0,0,0,1,1,0,1,1,0,1
111,公立,一般大學,0019,國立高雄大學,博士班,男,26,14,14,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0020,國立東華大學,學士班(日間),女,4133,188,188,32,11,71,10,7,2,3,1,13,0,6,22,5,5,0,0,0
111,公立,一般大學,0020,國立東華大學,碩士在職專班,女,342,131,131,9,2,8,0,44,6,10,0,1,26,1,18,2,4,0,0,0
111,公立,一般大學,0020,國立東華大學,博士班,男,240,55,55,5,0,1,2,22,0,6,2,0,12,0,5,0,0,0,0,0
111,公立,一般大學,0020,國立東華大學,碩士班(日間),男,689,200,200,9,9,21,2,55,0,7,4,2,55,3,24,4,5,0,0,0
111,公立,一般大學,0020,國立東華大學,碩士在職專班,男,196,100,100,2,2,3,2,45,0,11,0,1,20,0,9,0,5,0,0,0
111,公立,一般大學,0020,國立東華大學,博士班,女,181,59,59,9,0,2,0,21,1,5,0,2,10,1,7,0,1,0,0,0
111,公立,一般大學,0020,國立東華大學,碩士班(日間),女,754,261,261,18,9,18,4,84,5,22,0,2,67,0,28,2,2,0,0,0
111,公立,一般大學,0020,國立東華大學,學士班(日間),男,3745,211,211,20,8,78,29,16,0,0,6,5,1,7,30,9,2,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,博士班,女,175,49,49,4,1,2,0,16,3,5,0,0,10,1,7,0,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),女,492,117,117,7,3,10,0,52,3,12,0,2,13,3,11,1,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,碩士班(日間),男,375,58,58,0,2,6,0,21,0,2,1,0,15,2,8,1,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,男,180,28,28,4,0,3,0,17,0,0,0,0,2,0,2,0,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,學士班(日間),女,2398,52,52,11,3,13,6,3,0,0,0,4,0,4,8,0,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,碩士在職專班,女,314,50,50,10,0,6,0,23,0,1,0,0,2,1,7,0,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,學士班(日間),男,2268,84,84,3,2,31,15,5,0,0,2,8,0,8,10,0,0,0,0,0
111,公立,一般大學,0021,國立暨南國際大學,博士班,男,179,43,43,5,0,3,0,18,0,2,0,0,9,0,6,0,0,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,博士班,女,267,72,72,6,2,1,4,29,2,7,0,0,13,0,8,0,0,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),女,1241,98,98,4,5,7,1,46,0,4,0,6,9,5,2,4,5,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,女,323,59,59,7,0,1,0,17,3,7,0,1,15,1,6,1,0,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,博士班,男,808,188,188,11,7,1,5,69,0,21,1,2,52,0,13,5,1,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,碩士班(日間),男,2814,181,181,9,14,21,3,60,0,1,2,14,19,9,9,9,11,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,碩士在職專班,男,513,86,86,4,0,0,1,52,0,7,0,0,15,0,3,1,3,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),女,1744,64,64,13,2,25,4,0,0,0,0,14,0,0,6,0,0,0,0,0
111,公立,技專校院,0022,國立臺灣科技大學,學士班(日間),男,3938,106,106,9,3,34,22,8,0,1,0,12,0,1,7,4,5,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,女,335,85,85,5,8,0,1,35,3,20,0,0,10,0,3,0,0,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,學士班(日間),男,3983,132,131,8,8,38,24,20,0,0,10,5,0,11,0,6,1,1,0,1
111,公立,技專校院,0023,國立雲林科技大學,學士班(進修),男,98,14,14,0,2,1,1,8,0,0,2,0,0,0,0,0,0,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,學士班(日間),女,2551,61,59,2,4,20,12,8,0,0,0,3,0,8,0,2,0,2,0,2
111,公立,技專校院,0023,國立雲林科技大學,學士班(進修),女,129,10,10,2,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,博士班,女,164,37,37,0,5,0,2,21,0,4,0,0,5,0,0,0,0,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),女,760,103,103,6,8,17,10,37,1,4,0,2,13,1,2,1,1,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,博士班,男,269,59,59,2,6,0,2,30,0,3,0,0,11,0,5,0,0,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,碩士班(日間),男,1258,134,134,3,19,26,8,33,0,1,17,3,11,9,0,4,0,0,0,0
111,公立,技專校院,0023,國立雲林科技大學,碩士在職專班,男,480,87,87,2,6,2,0,56,0,6,0,2,11,0,1,1,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,博士班,女,96,26,26,2,1,0,5,6,2,2,0,0,3,2,3,0,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,碩士班(日間),女,495,80,80,5,3,2,1,25,1,1,0,1,6,22,11,2,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,男,172,31,31,0,1,0,0,17,0,0,0,0,3,6,4,0,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,學士班(日間),女,3482,109,109,19,7,16,8,2,1,2,0,6,0,32,13,1,2,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,學士班(進修),女,463,37,37,4,3,1,0,12,0,0,0,0,0,13,3,1,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,碩士在職專班,女,109,22,22,1,0,0,0,9,1,2,0,0,1,5,3,0,0,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,學士班(日間),男,4145,152,152,17,5,32,12,9,0,2,1,3,0,41,17,8,5,0,0,0
111,公立,技專校院,0024,國立屏東科技大學,學士班(進修),男,855,53,53,8,1,1,1,14,0,0,4,0,0,15,5,3,1,0,0,0
