學年度,設立別,學校類別,學校統計處代碼,學校名稱,日間/進修,學制班別,當學年度各學制總量內核定新生招生名額(A),當學年度各學制新生保留入學資格人數(B),當學年度各學制總量內新生招生核定名額之實際註冊人數(C),當學年度各學制境外(新生)學生實際註冊人數(D),當學年度各學制新生註冊率(%)E=〔(C+D)/(A-B+D)〕*100％,當學年度各學制招生特色說明
108,公立,技專校院,0053,國立高雄科技大學,日間,博士班,89,0,88,14,99.03,一、本學制修業年限為2至7年，目前招生方式為書審及面試。 二、發展特色： 課程規劃培養學生學術研究能力，並透過接觸業界的實務經驗，增進博士生實務專業技能，進而提升博士生創新研發能力，使其在畢業後發揮實務技術研發之專長。
108,公立,技專校院,0053,國立高雄科技大學,日間,碩士班,1355,0,977,30,72.71,一、本校本學制修業年限為1至4年，目前招生管道分為碩士班甄試及碩士班考試。 二、發展特色： 課程規劃培育具有「國際觀」、「專業化」、「科技腦」、「人文心」的優質人才，研究生具備專業知能與創新研發能力。
108,公立,技專校院,0053,國立高雄科技大學,進修,學士班(含四技),1109,0,1039,0,93.69,本校為服務社會，提昇在職人員專業知識，培育高級專業人才，提供終身學習環境，修業年限為四年。修滿各系規定應修科目與學分，成績及格者授予學士學位。上課時間為週一至週五晚上(因課程需要可排至週六、日上課)。
108,公立,技專校院,0053,國立高雄科技大學,進修,二年制大學(二技),55,0,53,0,96.36,本校為服務社會，提昇在職人員專業知識，培育高級專業人才，提供終身學習環境，修業年限為二年。修滿各系規定應修科目與學分，成績及格者授予學士學位。上課時間為週一至週五晚上(因課程需要可排至週六、日上課)。
108,公立,技專校院,0053,國立高雄科技大學,在職,碩士班,1003,0,895,0,89.23,本校為服務社會，提昇在職人員專業知識，培育高級專業人才，提供終身學習環境，針對在職人士提供結合理論與實務之碩士在職專班。修業年限為四年。修滿各系(所)規定應修科目與學分，成績及格並通過本校碩士學位考試者，授予碩士學位。上課時間為週一至週五晚上(因課程需要可排至週六、日上課)。
108,公立,技專校院,0053,國立高雄科技大學,進修,附設進院,362,0,362,0,100.00,進修學院屬二年制，採學年學期學分制，修滿必修之科目及學分，授予學士學位，頒發學位證書。在校修業期限至少二年。上課時間於每週六及週日上課，上課地點在本校高雄市建工校區。提供在職人員進修，接受回流教育、終身教育，藉以傳授專業知識及實用之技能，提高人力素養，既可工作又可獲得學位。 在課程設計方面由各系結合當前國家經建發展之現況需要適性、適宜而訂定。同時強化技能實作課程，以充實學生實務經驗。目前包含工學、電機、管理和人文四大學群共有9個系的學程，課程多元，可適性學習，畢業後，對其職位的升遷、工作的精進均有莫大的助益。此外更有不少校友再升學，考進研究所或出國繼續深造。
108,公立,技專校院,0144,國立臺灣戲曲學院,日間,學士班(含四技),144,0,142,3,98.64,本校為我國教育史上第一所十二年一貫制且培養傳統表演藝術人才為目標之學府，以教育、傳承與弘揚戲曲藝術文化為宗旨，肩負有戲曲文化「傳承」與「創新」之責，在教學、學習及課程規劃各個層面，發展出「師徒傳習、專業適性、舞台實踐、藝術涵養」的教育特色，並且擁有全國獨一無二，最能表現台灣文化多元活潑特色的六個專業學系-京劇、民俗技藝、戲曲音樂、歌仔戲、劇場藝術及客家戲學系，藉由專業教學的致力提升與產學合作的戮力經營，成為孕育本地傳統戲曲與表演藝術相關領域專業人才的搖籃。本校招生方式，除劇場藝術學系高職部透過基北區免試入學招生外，其餘均採公開單獨招生。京劇與民俗技藝學系自國小五年級入學；歌仔戲、戲曲音樂與客家戲學系自國中一年級入學；劇場藝術學系自高職一年級入學。學生於各部級升部時，須通過升部評鑑或直升申請的審核機制。本校各學系高職以下學生享有公費待遇，學院部學生需自費，成績優異者由學校提供獎助學金。
108,公立,技專校院,0221,國立臺南護理專科學校,日間,二專,85,0,52,0,61.18,國立臺南護理專科學校化妝品應用科日間部二專招生方式有技優甄審、特殊選才、甄選入學、聯合登記分發及單獨招生，化妝品應用科發展以漢方美容為特色，除通識課程外，專業課程設計兼具化妝品基礎應用與彩妝整體造型雙主軸，專業課程內容略以：(一) 專業科目：家政概論、色彩學、人際溝通、行銷與服務、生活與藝術、生涯發展及管理概論等。(二) 校訂必修科目：彩妝平面設計、美膚/美體保健、整體造型、美髮梳編、手足保養/指甲彩繪、中草藥美容、經絡美容、醫學美容、漢方膳食養生美容、化妝品調製、化妝品檢驗、香料學等。(三) 校訂專業選修：芳香療法、人體彩繪、新娘秘書實務、造型影像處理技術、美姿美儀、美容行銷與管理。
108,公立,技專校院,0221,國立臺南護理專科學校,日間,五專,349,0,349,1,100.00,國立臺南護理專科學校五專有護理科、化妝品應用科及老人服務事業科，招生方式採五專優先免試及南區五專聯合免試入學，護理科教學採理論與實務結合，實務教學含技能示教與演練、模擬體驗、與課程結合之校外服務學習、臨床實務整合、及校外實習，循序漸進培養優質護理專業人才，化妝品應用科發展以漢方美容為特色，除通識課程外，專業課程設計兼具化妝品基礎應用與彩妝整體造型雙主軸，老人服務事業科課程的設計架構是以「人」為中心，以學生畢業即就業為目標，培育老人樂生、養生、厚生、往生的生命歷程服務相關事業之實用人才。課程架構含括兩大領域：老人照顧管理產業(養生與厚生)和老人生活服務產業(往生與樂生)等相關服務事業。
108,公立,技專校院,0222,國立臺東專科學校,日間,二專,366,2,265,0,72.80,本校日間部二專共有動力機械科、園藝暨景觀科、餐旅管理科、資訊管理科、建築科、電機工程科及行銷與流通管理科共7科。招收對象為高職畢業生，或同等學歷參加四技二專統一入學測驗後，以技優甄審、甄選入學、登記分發、單獨招生等方式入學就讀，學習時間為二年，著重技職訓練、輔導考照及產業實習。畢業後能插大或報考二技，亦可於畢業滿三年後報考研究所。
108,公立,技專校院,0222,國立臺東專科學校,日間,五專,141,0,50,0,35.46,本校五專共有園藝景觀科、餐旅管理科、食品科技科、創意商品設計科共4科。招收對象為國中畢業生，以免試入學為主要入學管道。藉由課程、教學、試探與實作活動，引導學生認知並瞭解自己的性向、興趣與能力，並提供適性輔導作為五專課程的輔助教學。
108,公立,技專校院,0222,國立臺東專科學校,進修,二專,87,0,79,0,90.80,本校夜間部二專共有動力機械科、園藝暨景觀科、資訊管理科、食品科技科共4科。招收對象為高職畢業生，以單獨招生方式入學就讀，學習時間為二年，著重技職訓練、輔導考照及產業實習。在日間部課程外，提供需要日間工作或需要夜間進修者另一升學管道。
108,私立,一般大學,1001,東海大學,日間,學士班(含四技),3156,2,3003,165,95.45,入學管道包含繁星推薦、個人申請、考試分發、四技二專甄選入學、四技二專技優甄審、特殊選才。入學後有多元適性轉換跑道機制，可透過雙主修(校內、跨校)、輔系、轉系、預轉系、轉學考調整自我。277所國際姊妹校、546項國際結盟合約，拓展海外學習與實習。因應未來趨勢全校發展AI，培育人工智慧、物聯網、大數據、雲端服務等人才。不定期就各學習空間(圖書館、宿舍、餐廳、教室、運動環境)更新。設有｢優秀新生入學」及各項弱勢補助獎助學金，就學無負擔。高中生可透過以下活動認識自我、發掘未來：1.每年10-3月｢Open Campus院系一日體驗營」，瞭解學院特色。2.寒、暑假｢輕。營隊」結合全校師資開設多門2.5小時課程，經由選課與跑堂認識學系。3.每學期與台中市教育局合辦｢優遊台中學」，提供跨縣市的高中生假日參與3-6小時的大學課程。4.2019年與高中合作｢高中自主多元選修」，高中生可於校定選修中跨足大學。
108,私立,一般大學,1001,東海大學,日間,博士班,40,0,35,12,90.38,本校2019年獲遠見雜誌評鑑為：最具社會影響力、具有國際化程度、學生競賽與論文出版成效佳、跨國學位合作校數前20強，便可見本校在學術研究上的能量，值得有心要攻讀博士學位的你選擇東海。本校博士班採小而精緻的教學，集中該系資源於博士生，提供專業進階知能的學習環境，培養該領域之高階人才。本校提供「優秀新生入學獎勵辦法」，以鼓勵並協助優秀學生就讀本校博士班，註冊入學新生可獲得二學年共10萬元的獎助學金(分期核發)，讓學習更專注。博士生畢業後均順利投入職場，就業範疇多元，從早期的教育服務為主，現有更多投入於不同產業及領域之趨勢，實為學術與實務深入結合之成果。本校現有14個博士班，包含中文、哲學、應物、化學、生科、化材、工工、環工、統計、政治、社會、社工、畜產、法律系。
108,私立,一般大學,1001,東海大學,日間,碩士班,600,1,448,36,76.22,設有38個碩士班，招生管道分別為｢甄試入學｣及｢考試入學｣。甄試著重適性選才，藉由書面審查及面談，發掘有興趣、有能量、有學習動力的學生；考試入學採筆試方式(部分學系採書審面試)，評量學生的專業科目基本能力。此外，大學部學生更可透過五年一貫，提早修習碩士課程、參與研究室研究、追隨碩士指導老師，並設有｢五年一貫｣及｢優秀新生入學」獎助學金，讓學習時間更有效益、讓學習成本更為降低。已取得學位證書(或同等學力證件)考取本校研究所的同學，可申請提早入學(二月)。本校2019年獲遠見雜誌評鑑為：最佳私立大學、最佳綜合型大學、最具社會影響力、具有國際化程度、學生競賽與論文出版成效佳、跨國學位合作校數前20強。
108,私立,一般大學,1001,東海大學,在職,碩士班,312,0,274,0,87.82,有鑒於各行各業中臥虎藏龍、菁英輩出，本校為廣納各界人才，聚首交流與共同學習成長，特開設碩士在職專班，聘請專業師資，讓有意進修者可以在學術裡習得不一樣的知識與觀點，在實務裡更有機會到各行各業裡參訪與交流，實為理論與實務再次驗證與結合的最好管道。入學方式採書面審查與面試，有意報考者可提供個人工作經歷、工作年資、專業技術證照、作品、工作或社會貢獻等任何有利資料，做為個人書審資料(依簡章公告為主)。上課時間以平日晚上或假日為原則。本校共有10個系所設立碩士在職專班，包含哲學系、資工系(大數據物聯網應用組、高階資訊經營與創業組)、工工系高階醫務工程與管理碩士在職專班、高階經營管理碩士在職專班(CEO組、企業二代組、智慧科技管理組、週間組、週末組)、教育研究所、公共事務碩士專班(地方創生組、政府與企業組)、餐旅系、美術系、工設系、景觀系。
108,私立,一般大學,1001,東海大學,進修,學士班(含四技),86,0,80,0,93.02,本校進修學士班設有運動休閒與健康管理學位學程、美術學系、法律學系。採申請入學及考試入學2種入學方式，讓有心想進修的人，可選擇適合自己的方式報考。進修學士班上課師資、空間、資源與日間部一致，社團活動與通識課程一樣可參與，並騰出白天時間讓學生做人生規劃，學生可再跨域學習或選擇就業，是人生快速長成的最佳途徑。｢運動休閒與健康管理學位學程」：運動是科學、醫療邁入大數據時代，因應高齡化社會，培育健康休閒的規劃管理人才。｢美術學系」：領域包含水墨、膠彩、西畫、雕塑，其中膠彩更是台灣膠彩教育的標竿。｢法律學系」：聘有多位至德、日、美、英、法深造而學有專精的博士學者，教師領域含括行政、地政、身分法、地方自治、刑事法、國際投資、金融證券、智慧財產權之保護、勞工法、公司財經法律、涉外民事法及國際法等，是理論與實務並重的學系。
108,私立,一般大學,1002,輔仁大學,日間,學士班(含四技),4080,3,3899,157,95.80,本校有12個學院，48個學系、2個學位學程，是科系最多元且完整之綜合大學，傳承歐美大學自由開放的學風，在國內外皆有卓越的聲譽。提供彈性且多元的修讀「輔系」、「雙主修」機會，讓學生可以培養第二專長、擴展視野。  本校重視學科對話，致力推動各學科領域合作，整合教學、研究及學生學習等資源，也重視教師專業成長，培育教師教學知能，鼓勵發展有助於學生學習之多元教學模式。  校內建置有學生學習中心，豐富的圖書資源，學生不怕找不到資料，也不怕找不到地方念書，還有學習輔導中心、宗教輔導室、統計(SPSS)計量輔導中心、高年級學生助教(TA)協助學生在學業、課業或心靈各層面都獲得最完善的照護，校內舉辦許多自學相關課程及講座，資源豐富。  輔大醫院已於106年9月興建完成，並於同年10月開始營運，將結合輔大各學系資源，發展以醫務為軸心之課程與教學，培育未來醫院所需的各類專業人才，以達到學生「學用合一」的目標。
108,私立,一般大學,1002,輔仁大學,日間,博士班,67,0,59,23,91.11,輔仁大學是天主教會在我國設立之第一所大學，創校迄今已九十餘年，向本敬天愛人之精神，為全人教育而努力，目前有12個博士班，著重培養人文精神與實踐社會關懷，活出人類生命的價值為目標；藉由新穎的設備、堅強的師資及完整的課程規劃，期能培育出「學」、「養」兼備的專業人才；整合跨基礎科學與工程科技領域，使有興趣從事高科技研究之同學，可依自己的專業興趣及才能選擇一個專攻領域，做精深博廣之學習。各研究所將一本重視教學多樣化、研究整合化及服務社會化之理念，繼續提高師資之質與量，提供更多「做中學」實務，期能培育兼具國際觀與產業眼光之各領域全方位人才。
108,私立,一般大學,1002,輔仁大學,日間,碩士班,817,0,665,118,83.74,本校自在台復校，由文學院哲學研究所一所招生開始，發展至今，已是擁有49個碩士班，著重培養人文精神與實踐社會關懷，活出人類生命的價值為目標；藉由新穎的設備、堅強的師資及完整的課程規劃，期能培育出「學」、「養」兼備的專業人才；整合跨基礎科學與工程科技領域，使有興趣從事高科技研究之同學，可依自己的專業興趣及才能選擇一個專攻領域，做精深博廣之學習。各研究所將一本重視教學多樣化、研究整合化及服務社會化之理念，繼續提高師資之質與量，提供更多「做中學」實務，期能培育兼具國際觀與產業眼光之各領域全方位人才。輔大醫院已於106年9月興建完成，並於同年10月開始營運，將結合輔大各學系資源，發展以醫務為軸心之課程與教學，培育未來醫院所需的各類專業人才，以達到學生「學用合一」的目標。
108,私立,一般大學,1002,輔仁大學,在職,碩士班,581,2,505,27,87.79,本校目前有23個碩士在職專班，有鑑於呼應鼓勵回流教育及培育各領域專業人才之想法，積極推動在職進修、培育發展實務人才之工作，招生對象為已有一定實務經驗人士，以培養中高階人才、提昇人力素質並促進革新。隨著臺灣經濟環境快速的變遷，為滿足產官學界對專業知識的需求，開設碩士在職專班，以期藉由培養嚴謹的邏輯推論能力，突破傳統的思維模式。各研究所將一本重視教學多樣化、研究整合化及服務社會化之理念，繼續提高師資之質與量，提供更多「做中學」實務，期能培育兼具國際觀與產業眼光之各領域全方位人才。輔大醫院已於106年9月興建完成，並於同年10月開始營運，將結合輔大各學系資源，發展以醫務為軸心之課程與教學，培育未來醫院所需的各類專業人才，以達到學生「學用合一」的目標。
108,私立,一般大學,1002,輔仁大學,進修,學士班(含四技),1205,0,1067,0,88.55,輔大進修部的前身是輔大夜間部，自民國五十八年成立迄今已五十年。秉持天主教的辦學理念與宗旨，以全人教育為目標；秉持真、善、美、聖的校訓，提供一個終生學習的環境，為社會國家造就許多人才。  本部下轄11個學系及7個學士學位學程，致力培養學生具備廣博的知識及精進的專業能力，並培育學生具有人文素養、人本情懷、人際溝通與思惟判斷能力之完備的社會人。另也提供彈性且多元的修讀「輔系」、「雙主修」機會，讓學生可以培養第二專長、擴展視野、奠定未來就業的利基。  輔大醫院已於106年9月興建完成，並於同年10月開始營運，將結合輔大各學系資源，發展以醫務為軸心之課程與教學，培育未來醫院所需的各類專業人才，以達到學生「學用合一」的目標。
108,私立,一般大學,1002,輔仁大學,在職,二年制大學(二技),40,0,35,0,87.50,僅護理系，秉持本校「真、善、美、聖」全人教育理念，傳授學生護理專業知識及技能，培育具備3C〈照護(Care)、關懷(Concern)及熱忱(Compassion)〉特質、符合社會健康需求的護理專業人才。在職專班招收護理科畢業、臨床實務經驗者就讀，畢業後授與學士學位，因入學背景與一般大生略有不同但教育目標與學士班一致，僅在層級上有所差異。培育學習者成為「具整合能力之護理通才（Nurse Generalist with integrated competen）」  1.能展現3C精神於護理照。2.能運用專業知提供整體的護理。3.能運用批判性思考於護理實務。4.能與他人充分溝通合作。5.能展現用心負責之態度與行為。6.能應用道德、倫理及法律的規範從事護工作。7.能持續學習及增進自我成長。8.能體現尊重生命、推己及人的專業服務。
108,私立,一般大學,1003,東吳大學,日間,學士班(含四技),2759,3,2678,109,97.28,東吳大學1900年創立於蘇州，是中國第一所西制大學；復於1954年獲教育部核准在臺復校，成為臺灣最早設立的私立大學，具有悠久歷史與優良傳統，積極落實「教與學」的改進與提升，是有所堅持、根柢深厚的綜合性大學。本校學群完整，兩校區皆位居適合發展之精華地段；以「養天地正氣，法古今完人」為辦學理念，堅持「培育五育並重兼具國際觀之產業人才」的教育目標，在多年努力下，已成為深具聲望的高等學府。更連續 13 年獲教育部教學卓越計畫獎勵、連續 2 年榮獲教育部「高等教育深耕計畫」高額補助，並屢獲評選為「友善校園大專校院績優學校」及北區唯一「品德教育特色學校」，成績斐然，培育優秀學子無數。
108,私立,一般大學,1003,東吳大學,日間,博士班,16,0,14,8,91.67,植基於學、碩士班基礎成果，本校進一步深化博士班課群；目前設有中國文學、政治、日本語文、微生物、法律、經濟共六學系博士班。重視教學領域與社會需求之契合性、發展性與教育成效，以培育國家高階人才為目標，深化教學品質，提升教育效益。
108,私立,一般大學,1003,東吳大學,日間,碩士班,459,0,383,36,84.65,本校碩士班以培育優秀研究人才為目標，建立基層 (學士班) 至高階 (碩博士班) 人才培育之完整性；致力發展特色計畫及學程，重視科技與跨領域之整合；除訓練學生具備紮實的理論基礎外，更強調與實務結合，培育具國際視野與全方位能力之專業人才。
108,私立,一般大學,1003,東吳大學,在職,碩士班,398,0,363,0,91.21,為服務社會，提升在職人員素質，培育高級專業人才，提供終身學習環境，本校特針對在職人士，提供結合理論與實務之碩士學位學程，辦理中文、社會、日文、法律、經濟、會計、企管、國貿、財精、資管、商學院EMBA高階經營、巨資學院碩士在職學位學程等十二學院系及學位學程碩士在職專班。
108,私立,一般大學,1003,東吳大學,進修,學士班(含四技),274,0,269,0,98.18,本校進修學士班計有中國文學、英文、日本語文、商學院商學四個學院系進學班。修業年限為五年，但在規定修業年限屆滿前一學期或一學年，修滿規定畢業學分者，得予畢業。上課時間以週一至週五晚上為原則，並得於週六下午排課。教學目標旨在提供回流教育，養成終身學習環境，發揮高等教育社會責任。
108,私立,一般大學,1004,中原大學,日間,學士班(含四技),3006,1,3004,198,99.97,◎歷史悠久，學風優良：成立1955年，學風優良，本基督愛世之忱精神立校，以「教學、研究與服務」的綜合性大學。◎學系完整，跨界人才：設有理、工、商、法、設計、電資、人文教育等七個學院，並設學碩雙聯、跨國雙聯、雙主修、輔系、多元跨領域學程等。◎適性轉系，活動豐富：首推適才適性之轉系機制，打破以學業成績為轉系之考核標準，轉系後學生成績進步顯著；大學課程活動豐富多元。◎產學鏈結，就業學程：媒合學生至業界進行短期、寒/暑假及學期學習，讓企業及早培訓幹部人才，創造雙贏契機。2018年104人力公司公布台灣大專院校高薪校友排名，榮獲私立大學第一名。◎國際接軌，服務學習：推動國際化教育，鼓勵學生出國研習，前往姊妹校交換、修讀學位或雙聯學位。◎校友廣布，企業最愛：優秀畢業校友逾12萬名，遍及海內外各行各業，為厚實的社會中堅力量。2019連續三年獲1111人力銀行公布「企業最愛大學」私立大學第一名。
108,私立,一般大學,1004,中原大學,日間,博士班,57,0,55,23,97.50,◎歷史悠久，學風優良：成立於1955年，學風優良，本基督愛世之忱精神立校，是一所以「教學、研究與服務」的綜合性大學。辦學理念以「學生」為本、以「學術」為基礎，透過「全人教育」歷程，培養兼具「品格、專業、創意、世界觀」的優秀人才。  ◎研發頂尖，產學合作：研發能量頂尖，獲國內外肯定，2018連續八年榮獲經濟部評選為全國績優育成獎第一名；2019連續七年榮獲教育部私立大學獎補助經費首獎。推動創意、創新、創業教育，多年有成全國聞名。近五年學術論文整體表現獲遠見雜誌選為私立綜合大學第二名；理學及工程領域表現更居私校第一名。   ◎具備國際競爭力：2018連續五年榮獲世界大學排名中心排名，台灣私立綜合大學第一名。
108,私立,一般大學,1004,中原大學,日間,碩士班,826,0,638,61,78.80,◎歷史悠久，學風優良：成立於1955年，學風優良，本基督愛世之忱精神立校，是一所以「教學、研究與服務」的綜合性大學。辦學理念以「學生」為本、以「學術」為基礎，透過「全人教育」歷程，培養兼具「品格、專業、創意、世界觀」的優秀人才。  ◎產學合作，就業率高：研發能量頂尖，獲國內外肯定，2018連續八年榮獲經濟部評選為全國績優育成獎第一名。推動「產學合作」制度，使學生可以結合理論與實務經驗，強化就業競爭力。  ◎雙聯學位，國際移動：亞洲高等教育重鎮，積極推動國際化教育，與國外多所大學簽訂雙聯學位及姊妹校，出國研修及增廣視野。營造良好英語學習環境，開辦全英語課程、英語學位學程，舉辦國際講座、研討會議、國際體驗營，暑期並可前往海外企業參訪實習。  ◎具備國際競爭力：2018連續五年榮獲世界大學排名中心排名，台灣私立綜合大學第一名。
108,私立,一般大學,1004,中原大學,在職,碩士班,374,0,336,0,89.84,◎歷史悠久，學風優良：成立於1955年，學風優良，本基督愛世之忱精神立校，是一所以「教學、研究與服務」的綜合性大學。辦學理念以「學生」為本、以「學術」為基礎，透過「全人教育」歷程，培養兼具「品格、專業、創意、世界觀」的優秀人才。  ◎研發頂尖，產學合作：研發能量頂尖，獲國內外肯定，2018連續八年榮獲經濟部評選為全國績優育成獎第一名；2018年連續五年榮獲中國工程師學會頒發「產學合作績優」獎。推動創意、創新、創業教育，多年有成全國聞名。2018年104人力公司公布台灣大專院校高薪校友排名，榮獲私立大學第一名。  ◎結合實務，加強專業：提供業界回流教育平台，積極進行跨領域整合外，並注重專業與實務之發展與應用，以產業互補，提昇自身產業之競爭力。
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,日間,學士班(含四技),4589,1,4368,394,95.58,本校學士班設有8學院、51學系組。提供8個全英語授課學系，包含外交與國際關係學系全英語學士班、商管學院全球財務管理全英語學士學位學程、國際企業學系國際商學全英語組及蘭陽校園各學系組，另國際企業學系國際商學全英語組及蘭陽校園各學系組規定所有大三學生均須出國留學一年。招生管道：大學繁星推薦、大學個人申請、大學考試入學分發、運動績優、四技二專甄選、學士班特殊選才招生。
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,日間,博士班,74,2,64,15,90.80,本校工學院、商管學院、外語學院、國際事務學院、教育學院設有博士班，課程著重學術研究能力的訓練及實務能力的培養，並設有產學合作的博士學位學程，以各院、系、所跨領域之研究資源為基礎，結合理論與實務需求，由學校與企業共同培育產業所需之菁英人才。產學合作博士生須至產業界實作二年並完成論文、通過口試即可獲頒學位。
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,日間,碩士班,909,1,615,60,69.73,本校碩士班系所涵蓋文、理、工、商管、外國語文、國際研究及教育學院，領域多元，除設有跨學科之一般及全英語授課的碩士學位學程，亦有與外國姊妹校簽訂全英語雙碩士學位學程，擴展學生國際視野，提升與世界接軌的國際競爭力。甄試入學各系、所、學位學程提供符合提前畢業資格或已畢業之錄取生，提前於第二學期2月入學，有助學生提早規劃未來就業。部分系所採課程分流，學生入學後分學術組及實務組修習課程，實務組學生須至產業界實習並完成實務報告、通過口試即可獲頒學位。考試入學部分系所採聯合招生方式，提供學生更多的就讀志願選擇。
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,在職,碩士班,430,0,245,8,57.76,台灣長期以來偏理論研究而輕實用價值的走向，為配合教育部人才回流政策設立碩士在職專班，以達理論與實務相結合之教學目標，培養學生成為全方位的通才，隨時彈性進行課程的設計與調整，包括國際經濟、國際企業管理、國際財務管理，期望培養具有全方面之跨國際企業經營之專業知識及財經會計之高級專業人才、企業高階財務主管，並有適合文教界和企業界在職教育之課程與教學領導人員、參與課程政策之執行與推廣人員、中小學教學輔導團與課程發展委員會成員、各學習領域教師、關心中小學課程與教學人員或教師專業成長、以及業界在職教育之教育工作人員進修研究，以資訊化方式處理古典文獻，以期賦予傳統文化與古典文學新詮釋與新生命，激發不同背景在職生的學習潛能，以利其職務生涯的長遠發展。
108,私立,一般大學,1005,淡江大學學校財團法人淡江大學,進修,學士班(含四技),320,0,307,0,95.94,本校進修學士班師資與日間部師資完全相同，且畢業證書與日間部完全一樣，並無進修學士班等文字。入學管道分申請與考試兩種方式。申請入學係以近五年任何一年之大學入學考試中心學科能力測驗及書面資料申請，免考試或面試；同時為鼓勵社會人士進修，考試入學以高中、高職之國文、英文為命題範圍，且皆為選擇題方式作答，以利社會人士應試。
108,私立,一般大學,1006,中國文化大學,日間,學士班(含四技),4990,5,4571,195,92.01,1.中國文化大學位於台北市陽明山麓，設有12個學院，學士班有61個學系組學位學程，為一綜合性大學，入學後享有多元的跨領域學習資源，可申請修習教育學程、學分學程、輔系、雙主修及通識跨域專長特色等，亦規劃有學士、碩士一貫學程，鼓勵學士班優秀學生繼續就讀碩士班。2.本校曾獲教育部獎勵大學「教學卓越計畫」、「推動課程分流計畫」及獲頒「服務學習示範性計畫」優等獎。3.本校與近400所海外姐妹校進行師生交流，包括跨國雙學位、雙聯學制及學生交換等。4.本校備有男女生宿舍，供學生申請住宿，並設有多項獎學金、急難救助金及弱勢助學金等，獎勵優秀及清寒學生。5.本校大學部入學管道多元，目前入學方式有考試入學、繁星推薦、個人申請、四技二專甄選、技優甄試、運動績優單獨招生、運動績優甄審甄試、特殊選才、國樂舞蹈及技擊國術單獨招生等，學系可依其特色規劃不同入學方式，以更適當的方式招收到能力與志趣相符的優秀學生。
108,私立,一般大學,1006,中國文化大學,日間,博士班,64,0,58,8,91.67,中國文化大學位於台北市陽明山麓，設有12個學院，學士班有61個學系組學位學程、碩士班有47個系所組學位學程、博士班有11個系所組，為一綜合性大學，各博士班專業領域設備豐富、堅強的師資及完整的課程規劃，提供良好之學習環境，做精深博廣之學習。培養博士生應具備知識，強調結合社會需求及具前瞻性眼光之教學理念，輔以專業嚴謹之論文寫作訓練與深度研究，期能為國家培養學有專精且學理兼具之專才，並促使學生畢業後能在其專業領域發揮所長。本校不僅重視文化傳承，也鼓勵創新，同時也十分注重國際化，在全球締結近400所姐妹校進行師生交流，設立跨國雙學位留學制度，更善用校內英、日、韓、俄、法、德等國語文學系的資源，以及開設全英語授課課程、華語中心等，每年赴海外交流與在文大求學的境外學生一千多位，成功地營造最國際化的學習環境，期能培育兼具國際觀與產業眼光之各領域全方位人才。
108,私立,一般大學,1006,中國文化大學,日間,碩士班,637,0,428,45,69.35,中國文化大學位於台北市陽明山麓，設有12個學院，學士班有61個學系組學位學程、碩士班有47個系所組學位學程、博士班有11個系所組，為一綜合性大學，各碩士班專業領域、師資、設備豐富，提供良好之學習環境培養研究生應具備知識，強調結合社會需求及具前瞻性眼光之教學理念，輔以專業嚴謹之論文寫作訓練與深度研究，期能為國家培養學有專精且學理兼具之專才，並促使學生畢業後能在其專業領域發揮所長。本校不僅重視文化傳承，也鼓勵創新，同時也十分注重國際化，在全球締結近400所姐妹校進行師生交流，設立跨國雙聯學位制度，更善用校內英、日、韓、俄、法、德等國語文學系的資源，碩士班系所學位學程目前開設有4個全英語授課學程以及華語中心等，每年赴海外交流與在文大求學的境外交換學生一千多位，成功地營造最國際化的學習環境，期能培育兼具國際觀與產業眼光之各領域全方位人才。
108,私立,一般大學,1006,中國文化大學,在職,碩士班,220,0,160,0,72.73,本校碩專班位於台北市中心，交通便利，校園環境整合創新資訊科技應用，為國內首屈一指之科技化校園典範。共有9個系所，分別為生活應用科學系、法律學系、華語文教學、資訊管理學系、國際企業管理學系、青少年兒童福利、觀光事業學系、全球品牌與行銷學位學程、社會企業管理學位學程，涵括法學院、農學院、商學院、社會科學院及教育學院，「推動落實終身教育」及「提升並強化在職訓練與專業知識運用」為一致性之教學目標。碩專班師資延聘各領域聲譽卓著之研究領導者，培養研究生應具備知識，強調結合社會需求及具前瞻性眼光之教學理念，輔以專業嚴謹之論文寫作訓練與深度研究，期能為國家培養學有專精且學理兼具之專才，並促使學生畢業後能在其專業領域發揮所長。
