學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生小計,僑生男,僑生女,港澳生小計,港澳生男,港澳生女,僑生及港澳生數之在學比率(%)
112,公立,一般大學,0001,國立政治大學,01111001,教育學系,博士班,2,2,0,0,0,0,1.90
112,公立,一般大學,0001,國立政治大學,02221020,歷史學系,博士班,0,0,0,2,2,0,7.69
112,公立,一般大學,0001,國立政治大學,02231022,哲學系,博士班,0,0,0,3,3,0,12.50
112,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,博士班,0,0,0,1,1,0,4.76
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,博士班,4,3,1,3,1,2,14.00
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,博士班,0,0,0,2,1,1,11.11
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,博士班,0,0,0,1,1,0,10.00
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,博士班,0,0,0,1,1,0,2.63
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,博士班,0,0,0,1,1,0,2.50
112,公立,一般大學,0001,國立政治大學,01111001,教育學系,碩士班(日間),1,0,1,1,0,1,4.88
112,公立,一般大學,0001,國立政治大學,01121004,幼兒教育研究所,碩士班(日間),1,0,1,5,0,5,13.95
112,公立,一般大學,0001,國立政治大學,02221020,歷史學系,碩士班(日間),1,1,0,5,4,1,11.11
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,學士班(日間),16,2,14,6,2,4,9.95
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,學士班(日間),5,1,4,1,0,1,2.86
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,學士班(日間),6,3,3,3,3,0,1.80
112,公立,一般大學,0001,國立政治大學,03211056,傳播學院大一大二不分系,學士班(日間),32,7,25,9,3,6,10.12
112,公立,一般大學,0001,國立政治大學,03213052,廣播電視學系,學士班(日間),16,3,13,7,2,5,11.11
112,公立,一般大學,0001,國立政治大學,04111059,會計學系,學士班(日間),5,2,3,4,2,2,2.28
112,公立,一般大學,0001,國立政治大學,04131091,創新國際學院學士班,學士班(日間),10,3,7,0,0,0,6.37
112,公立,一般大學,0001,國立政治大學,04134041,公共行政學系,學士班(日間),2,1,1,5,3,2,3.89
112,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,學士班(日間),35,10,25,3,1,2,9.84
112,公立,一般大學,0001,國立政治大學,04211073,法律學系,學士班(日間),4,3,1,9,5,4,1.77
112,公立,一般大學,0001,國立政治大學,05421079,統計學系,學士班(日間),12,2,10,2,1,1,5.96
112,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,學士班(日間),9,2,7,6,5,1,4.30
112,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,學士班(日間),12,9,3,2,2,0,5.88
112,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,博士班,0,0,0,1,1,0,3.85
112,公立,一般大學,0001,國立政治大學,02323002,華語文教學博士學位學程,博士班,3,0,3,0,0,0,21.43
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,博士班,1,1,0,0,0,0,12.50
112,公立,一般大學,0001,國立政治大學,03211056,傳播學院博士班,博士班,0,0,0,1,1,0,2.08
112,公立,一般大學,0001,國立政治大學,04212073,法律學系,博士班,0,0,0,1,1,0,2.27
112,公立,一般大學,0001,國立政治大學,01114005,教育行政與政策研究所,碩士班(日間),0,0,0,3,1,2,6.25
112,公立,一般大學,0001,國立政治大學,02222031,民族學系,碩士班(日間),1,0,1,0,0,0,5.26
112,公立,一般大學,0001,國立政治大學,02231022,哲學系,碩士班(日間),1,0,1,3,3,0,8.89
112,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,碩士班(日間),1,1,0,1,0,1,7.69
112,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,碩士班(日間),0,0,0,1,0,1,2.56
112,公立,一般大學,0001,國立政治大學,02323002,華語文教學碩士學位學程,碩士班(日間),3,1,2,2,0,2,8.93
112,公立,一般大學,0001,國立政治大學,03122046,國際研究英語碩士學位學程,碩士班(日間),1,0,1,1,0,1,3.45
112,公立,一般大學,0001,國立政治大學,03131032,心理學系,碩士班(日間),0,0,0,3,1,2,3.30
112,公立,一般大學,0001,國立政治大學,03131033,輔導與諮商碩士學位學程,碩士班(日間),2,1,1,1,0,1,6.00
112,公立,一般大學,0001,國立政治大學,03141030,社會學系,碩士班(日間),2,1,1,3,1,2,7.94
112,公立,一般大學,0001,國立政治大學,03143028,東亞研究所,碩士班(日間),2,1,1,2,2,0,5.80
112,公立,一般大學,0001,國立政治大學,03143036,日本研究碩士學位學程,碩士班(日間),0,0,0,3,1,2,8.11
112,公立,一般大學,0001,國立政治大學,03143040,亞太研究英語碩士學位學程,碩士班(日間),1,0,1,2,1,1,3.09
112,公立,一般大學,0001,國立政治大學,03143043,地政學系,碩士班(日間),0,0,0,2,1,1,2.90
112,公立,一般大學,0001,國立政治大學,03199048,勞工研究所,碩士班(日間),0,0,0,1,0,1,1.85
112,公立,一般大學,0001,國立政治大學,03211050,國際傳播英語碩士學位學程,碩士班(日間),1,0,1,2,2,0,4.62
112,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,碩士班(日間),1,1,0,0,0,0,1.10
112,公立,一般大學,0001,國立政治大學,04141067,國際經營與貿易學系,碩士班(日間),4,2,2,1,0,1,4.03
112,公立,一般大學,0001,國立政治大學,04199072,科技管理與智慧財產研究所,碩士班(日間),4,3,1,1,0,1,3.09
112,公立,一般大學,0001,國立政治大學,05421079,統計學系,碩士班(日間),1,1,0,0,0,0,1.52
112,公立,一般大學,0001,國立政治大學,06131080,資訊管理學系,碩士班(日間),3,0,3,2,0,2,4.42
112,公立,一般大學,0001,國立政治大學,06131081,資訊科學系,碩士班(日間),2,2,0,1,1,0,1.80
112,公立,一般大學,0001,國立政治大學,09231084,社會工作研究所,碩士班(日間),0,0,0,2,0,2,3.33
112,公立,一般大學,0001,國立政治大學,02211019,宗教研究所,碩士班(日間),0,0,0,1,1,0,3.85
112,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,碩士班(日間),1,0,1,1,1,0,3.28
112,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,碩士班(日間),2,0,2,1,1,0,5.17
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,碩士班(日間),1,0,1,11,5,6,13.79
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,碩士班(日間),0,0,0,1,1,0,1.00
112,公立,一般大學,0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,碩士班(日間),1,0,1,0,0,0,2.22
112,公立,一般大學,0001,國立政治大學,03121026,政治學系,碩士班(日間),0,0,0,3,2,1,4.35
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,碩士班(日間),1,0,1,1,1,0,2.74
112,公立,一般大學,0001,國立政治大學,03143038,俄羅斯研究所,碩士班(日間),0,0,0,1,0,1,3.33
112,公立,一般大學,0001,國立政治大學,03191047,國家發展研究所,碩士班(日間),3,1,2,2,1,1,7.04
112,公立,一般大學,0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,碩士班(日間),6,1,5,10,1,9,7.11
112,公立,一般大學,0001,國立政治大學,03214093,全球傳播與創新科技碩士學位學程,碩士班(日間),0,0,0,6,3,3,7.79
112,公立,一般大學,0001,國立政治大學,03222054,圖書資訊與檔案學研究所,碩士班(日間),0,0,0,3,0,3,4.48
112,公立,一般大學,0001,國立政治大學,04111059,會計學系,碩士班(日間),2,1,1,1,1,0,2.26
112,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,碩士班(日間),3,1,2,3,1,2,8.00
112,公立,一般大學,0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),碩士班(日間),8,3,5,4,4,0,4.78
112,公立,一般大學,0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,碩士班(日間),2,0,2,2,2,0,3.20
112,公立,一般大學,0001,國立政治大學,04211074,法律科際整合研究所,碩士班(日間),0,0,0,1,1,0,1.06
112,公立,一般大學,0001,國立政治大學,04212073,法律學系,碩士班(日間),5,1,4,1,1,0,2.52
112,公立,一般大學,0001,國立政治大學,06134057,數位內容碩士學位學程,碩士班(日間),0,0,0,1,0,1,1.75
112,公立,一般大學,0001,國立政治大學,02221020,歷史學系,學士班(日間),4,1,3,8,5,3,6.82
112,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,學士班(日間),5,1,4,5,1,4,3.57
112,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,學士班(日間),5,1,4,6,0,6,7.10
112,公立,一般大學,0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,學士班(日間),6,0,6,1,0,1,4.43
112,公立,一般大學,0001,國立政治大學,02322008,中國文學系,學士班(日間),12,4,8,10,2,8,6.71
112,公立,一般大學,0001,國立政治大學,03111024,經濟學系,學士班(日間),9,3,6,3,2,1,3.04
112,公立,一般大學,0001,國立政治大學,03122045,外交學系,學士班(日間),13,3,10,0,0,0,4.92
112,公立,一般大學,0001,國立政治大學,03214051,新聞學系,學士班(日間),2,0,2,2,0,2,4.30
112,公立,一般大學,0001,國立政治大學,04121065,財務管理學系,學士班(日間),11,6,5,2,1,1,6.13
112,公立,一般大學,0001,國立政治大學,04121068,金融學系,學士班(日間),11,3,8,4,2,2,5.79
112,公立,一般大學,0001,國立政治大學,04122070,財政學系,學士班(日間),9,6,3,2,2,0,2.89
112,公立,一般大學,0001,國立政治大學,04123069,風險管理與保險學系,學士班(日間),6,4,2,4,2,2,4.55
112,公立,一般大學,0001,國立政治大學,04131060,企業管理學系,學士班(日間),43,18,25,2,0,2,10.18
112,公立,一般大學,0001,國立政治大學,04143055,廣告學系,學士班(日間),16,1,15,5,0,5,8.82
112,公立,一般大學,0001,國立政治大學,05411078,應用數學系,學士班(日間),3,2,1,0,0,0,1.49
112,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,碩士班(日間),0,0,0,8,7,1,25.81
112,公立,一般大學,0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),碩士班(日間),1,0,1,2,0,2,60.00
112,公立,一般大學,0002,國立清華大學,02321001,台灣文學研究所,碩士班(日間),3,0,3,1,1,0,9.52
112,公立,一般大學,0002,國立清華大學,02323114,華文文學研究所,碩士班(日間),3,1,2,2,1,1,9.26
112,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,碩士班(日間),2,1,1,9,4,5,12.36
112,公立,一般大學,0002,國立清華大學,03199111,學習科學與科技研究所,碩士班(日間),0,0,0,1,1,0,1.33
112,公立,一般大學,0002,國立清華大學,04199017,科技管理研究所,碩士班(日間),8,1,7,1,1,0,13.85
112,公立,一般大學,0002,國立清華大學,05121028,分子與細胞生物研究所,碩士班(日間),1,0,1,0,0,0,1.79
112,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,碩士班(日間),2,1,1,0,0,0,3.03
112,公立,一般大學,0002,國立清華大學,05211102,環境與文化資源學系,碩士班(日間),1,1,0,5,2,3,10.71
112,公立,一般大學,0002,國立清華大學,05331038,物理學系,碩士班(日間),2,2,0,1,1,0,1.44
112,公立,一般大學,0002,國立清華大學,05332039,天文研究所,碩士班(日間),0,0,0,2,1,1,9.52
112,公立,一般大學,0002,國立清華大學,06134046,資訊系統與應用研究所,碩士班(日間),1,1,0,0,0,0,0.65
112,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,碩士班(日間),4,1,3,0,0,0,1.25
112,公立,一般大學,0002,國立清華大學,07131068,核子工程與科學研究所,碩士班(日間),0,0,0,1,1,0,1.96
112,公立,一般大學,0002,國立清華大學,07141054,通訊工程研究所,碩士班(日間),1,1,0,1,1,0,1.20
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,學士班(日間),7,3,4,7,5,2,7.69
112,公立,一般大學,0002,國立清華大學,01111112,竹師教育學院學士班,學士班(日間),0,0,0,2,1,1,1.46
112,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,學士班(日間),10,1,9,3,0,3,8.18
112,公立,一般大學,0002,國立清華大學,01131105,英語教學系,學士班(日間),7,2,5,8,3,5,10.14
112,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,學士班(日間),6,0,6,8,2,6,4.27
112,公立,一般大學,0002,國立清華大學,04199023,科技管理學院學士班,學士班(日間),26,10,16,5,2,3,8.96
112,公立,一般大學,0002,國立清華大學,05121025,生命科學系,學士班(日間),4,2,2,0,0,0,1.90
112,公立,一般大學,0002,國立清華大學,05199142,生命科學暨醫學院學士班,學士班(日間),5,3,2,2,1,1,5.07
112,公立,一般大學,0002,國立清華大學,05311037,化學系,學士班(日間),8,5,3,3,1,2,3.93
112,公立,一般大學,0002,國立清華大學,05331038,物理學系,學士班(日間),7,6,1,4,4,0,3.81
112,公立,一般大學,0002,國立清華大學,05411043,數學系,學士班(日間),7,6,1,4,2,2,4.20
112,公立,一般大學,0002,國立清華大學,07112058,材料科學工程學系,學士班(日間),9,7,2,1,1,0,2.16
112,公立,一般大學,0002,國立清華大學,07141055,電機資訊學院學士班,學士班(日間),25,18,7,4,3,1,9.48
112,公立,一般大學,0002,國立清華大學,99999075,清華學院學士班,學士班(日間),25,14,11,0,0,0,26.88
112,公立,一般大學,0002,國立清華大學,99999120,清華學院國際學士班,學士班(日間),44,27,17,1,0,1,19.15
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,博士班,1,0,1,1,1,0,3.08
112,公立,一般大學,0002,國立清華大學,02231008,哲學研究所,博士班,0,0,0,1,1,0,100.00
112,公立,一般大學,0002,國立清華大學,03141012,社會學研究所,博士班,0,0,0,1,1,0,6.25
112,公立,一般大學,0002,國立清華大學,05199033,系統神經科學研究所,博士班,1,1,0,0,0,0,9.09
112,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,學士班(日間),13,0,13,11,1,10,14.46
112,公立,一般大學,0002,國立清華大學,01141127,運動科學系,學士班(日間),5,2,3,10,7,3,7.50
112,公立,一般大學,0002,國立清華大學,02151096,音樂學系,學士班(日間),2,0,2,0,0,0,1.27
112,公立,一般大學,0002,國立清華大學,02191113,藝術學院學士班,學士班(日間),0,0,0,2,0,2,1.31
112,公立,一般大學,0002,國立清華大學,02299010,人文社會學院學士班,學士班(日間),6,4,2,5,5,0,3.15
112,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,學士班(日間),7,3,4,1,0,1,4.19
112,公立,一般大學,0002,國立清華大學,02322003,中國文學系,學士班(日間),10,4,6,6,3,3,7.44
112,公立,一般大學,0002,國立清華大學,03111011,經濟學系,學士班(日間),15,8,7,2,1,1,3.56
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,學士班(日間),10,2,8,6,2,4,8.56
112,公立,一般大學,0002,國立清華大學,04121020,計量財務金融學系,學士班(日間),6,2,4,1,1,0,2.77
112,公立,一般大學,0002,國立清華大學,05399042,理學院學士班,學士班(日間),2,1,1,1,1,0,1.78
112,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,學士班(日間),32,24,8,6,4,2,6.29
112,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,學士班(日間),7,4,3,0,0,0,2.83
112,公立,一般大學,0002,國立清華大學,07112071,工學院學士班,學士班(日間),4,3,1,0,0,0,2.30
112,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,學士班(日間),6,6,0,3,3,0,1.81
112,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,學士班(日間),14,10,4,8,8,0,4.70
112,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,學士班(日間),8,7,1,4,4,0,4.10
112,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,學士班(日間),4,3,1,2,2,0,3.43
112,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,學士班(日間),3,3,0,3,2,1,1.45
112,公立,一般大學,0002,國立清華大學,09121073,醫學科學系,學士班(日間),15,1,14,3,0,3,11.84
112,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,博士班,0,0,0,3,3,0,17.65
112,公立,一般大學,0002,國立清華大學,02322003,中國文學系,博士班,1,1,0,7,4,3,13.79
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,博士班,0,0,0,4,4,0,14.81
112,公立,一般大學,0002,國立清華大學,05331038,物理學系,博士班,2,1,1,2,1,1,4.88
112,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,博士班,1,1,0,0,0,0,1.32
112,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,博士班,0,0,0,1,1,0,2.44
112,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,博士班,0,0,0,1,0,1,1.96
112,公立,一般大學,0002,國立清華大學,99999074,跨院國際博士班學位學程,博士班,0,0,0,1,1,0,0.73
112,公立,一般大學,0002,國立清華大學,01121091,幼兒教育學系,碩士班(日間),1,0,1,1,1,0,2.99
112,公立,一般大學,0002,國立清華大學,01141127,運動科學系,碩士班(日間),0,0,0,3,2,1,6.38
112,公立,一般大學,0002,國立清華大學,02311002,外國語文學系,碩士班(日間),1,0,1,1,0,1,5.71
112,公立,一般大學,0002,國立清華大學,02322003,中國文學系,碩士班(日間),1,0,1,5,5,0,7.14
112,公立,一般大學,0002,國立清華大學,02399005,語言學研究所,碩士班(日間),2,0,2,0,0,0,6.67
112,公立,一般大學,0002,國立清華大學,03111011,經濟學系,碩士班(日間),0,0,0,1,1,0,1.82
112,公立,一般大學,0002,國立清華大學,03131077,教育心理與諮商學系,碩士班(日間),3,2,1,0,0,0,2.19
112,公立,一般大學,0002,國立清華大學,04131018,國際專業管理碩士班,碩士班(日間),1,1,0,1,1,0,2.90
112,公立,一般大學,0002,國立清華大學,04199022,服務科學研究所,碩士班(日間),1,0,1,0,0,0,1.92
112,公立,一般大學,0002,國立清華大學,05121030,生物資訊與結構生物研究所,博士班,1,1,0,0,0,0,2.70
112,公立,一般大學,0002,國立清華大學,05311037,化學系,博士班,2,2,0,0,0,0,2.44
112,公立,一般大學,0002,國立清華大學,05421044,統計學研究所,博士班,1,1,0,0,0,0,4.55
112,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,博士班,1,1,0,1,1,0,2.82
112,公立,一般大學,0002,國立清華大學,07194066,工程與系統科學系,博士班,0,0,0,1,1,0,1.27
112,公立,一般大學,0002,國立清華大學,01111084,教育與學習科技學系,碩士班(日間),0,0,0,2,0,2,1.67
112,公立,一般大學,0002,國立清華大學,01113095,特殊教育學系,碩士班(日間),1,1,0,1,0,1,3.57
112,公立,一般大學,0002,國立清華大學,01131105,英語教學系,碩士班(日間),2,0,2,0,0,0,5.71
112,公立,一般大學,0002,國立清華大學,02131098,藝術與設計學系,碩士班(日間),1,0,1,1,1,0,2.38
112,公立,一般大學,0002,國立清華大學,02221006,歷史研究所,碩士班(日間),0,0,0,2,2,0,6.25
112,公立,一般大學,0002,國立清華大學,05411043,數學系,碩士班(日間),1,1,0,0,0,0,1.82
112,公立,一般大學,0002,國立清華大學,06131053,資訊工程學系,碩士班(日間),7,4,3,1,1,0,1.79
112,公立,一般大學,0002,國立清華大學,06131122,資訊安全研究所,碩士班(日間),1,1,0,0,0,0,1.54
112,公立,一般大學,0002,國立清華大學,07111057,化學工程學系,碩士班(日間),3,1,2,0,0,0,1.44
112,公立,一般大學,0002,國立清華大學,07141049,電機工程學系,碩士班(日間),2,2,0,0,0,0,0.49
112,公立,一般大學,0002,國立清華大學,07151056,動力機械工程學系,碩士班(日間),4,4,0,0,0,0,1.10
112,公立,一般大學,0002,國立清華大學,07191061,工業工程與工程管理學系,碩士班(日間),4,3,1,0,0,0,1.87
112,公立,一般大學,0002,國立清華大學,07193063,生醫工程與環境科學系,碩士班(日間),2,1,1,0,0,0,1.98
112,公立,一般大學,0002,國立清華大學,07193065,生物醫學工程研究所,碩士班(日間),2,0,2,0,0,0,4.08
112,公立,一般大學,0002,國立清華大學,99999074,跨院國際碩士學位學程,碩士班(日間),1,0,1,1,0,1,5.41
112,公立,一般大學,0003,國立臺灣大學,02222013,人類學系,學士班(日間),9,4,5,9,1,8,9.42
112,公立,一般大學,0003,國立臺灣大學,02311007,外國語文學系,學士班(日間),34,7,27,7,2,5,7.06
112,公立,一般大學,0003,國立臺灣大學,02311009,日本語文學系,學士班(日間),13,4,9,5,1,4,6.82
112,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,學士班(日間),27,14,13,17,11,6,6.09
112,公立,一般大學,0003,國立臺灣大學,03131019,心理學系,學士班(日間),18,3,15,6,2,4,7.84
112,公立,一般大學,0003,國立臺灣大學,05311051,化學系,學士班(日間),11,8,3,12,9,3,8.24
112,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,學士班(日間),5,5,0,4,4,0,3.25
112,公立,一般大學,0003,國立臺灣大學,06131067,資訊工程學系,學士班(日間),21,14,7,11,9,2,5.19
112,公立,一般大學,0003,國立臺灣大學,07111076,化學工程學系,學士班(日間),19,9,10,6,6,0,5.39
112,公立,一般大學,0003,國立臺灣大學,07112078,材料科學與工程學系,學士班(日間),16,12,4,2,1,1,8.82
112,公立,一般大學,0003,國立臺灣大學,07141064,電機工程學系,學士班(日間),43,34,9,11,9,2,6.33
112,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學系,學士班(日間),11,5,6,2,1,1,13.98
112,公立,一般大學,0003,國立臺灣大學,08112089,動物科學技術學系,學士班(日間),12,5,7,9,3,6,14.09
112,公立,一般大學,0003,國立臺灣大學,08191100,農業化學系,學士班(日間),18,6,12,2,2,0,10.99
112,公立,一般大學,0003,國立臺灣大學,08194094,植物病理與微生物學系,學士班(日間),7,4,3,2,1,1,7.32
112,公立,一般大學,0003,國立臺灣大學,08411104,獸醫學系,學士班(日間),30,8,22,15,5,10,12.50
112,公立,一般大學,0003,國立臺灣大學,09121107,醫學系,學士班(日間),49,17,32,8,5,3,6.33
112,公立,一般大學,0003,國立臺灣大學,09141136,醫學檢驗暨生物技術學系,學士班(日間),15,2,13,10,2,8,16.89
112,公立,一般大學,0003,國立臺灣大學,02151002,音樂學研究所,博士班,0,0,0,1,1,0,5.26
112,公立,一般大學,0003,國立臺灣大學,02321005,臺灣文學研究所,博士班,0,0,0,1,1,0,4.17
112,公立,一般大學,0003,國立臺灣大學,02399011,語言學研究所,博士班,0,0,0,1,1,0,7.14
112,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,博士班,1,1,0,2,2,0,20.00
112,公立,一般大學,0003,國立臺灣大學,03191023,國家發展研究所,博士班,1,1,0,0,0,0,3.23
112,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,博士班,0,0,0,3,0,3,6.38
112,公立,一般大學,0003,國立臺灣大學,03141018,社會學系,學士班(日間),11,3,8,7,4,3,8.26
112,公立,一般大學,0003,國立臺灣大學,03222025,圖書資訊學系,學士班(日間),14,5,9,10,4,6,11.27
112,公立,一般大學,0003,國立臺灣大學,04111027,會計學系,學士班(日間),20,5,15,2,1,1,3.94
112,公立,一般大學,0003,國立臺灣大學,04131029,工商管理學系,學士班(日間),15,3,12,0,0,0,3.20
112,公立,一般大學,0003,國立臺灣大學,04131031,國際企業學系,學士班(日間),13,2,11,0,0,0,3.15
112,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,學士班(日間),15,6,9,7,3,4,8.80
112,公立,一般大學,0003,國立臺灣大學,05321052,地質科學系,學士班(日間),9,4,5,2,2,0,7.59
112,公立,一般大學,0003,國立臺灣大學,05322056,大氣科學系,學士班(日間),3,2,1,7,3,4,6.33
112,公立,一般大學,0003,國立臺灣大學,05411059,數學系,學士班(日間),8,6,2,2,1,1,4.98
112,公立,一般大學,0003,國立臺灣大學,06131062,資訊管理學系,學士班(日間),8,5,3,5,4,1,5.31
112,公立,一般大學,0003,國立臺灣大學,07151069,機械工程學系,學士班(日間),38,29,9,10,9,1,7.78
112,公立,一般大學,0003,國立臺灣大學,07151082,工程科學及海洋工程學系,學士班(日間),6,4,2,3,0,3,4.07
112,公立,一般大學,0003,國立臺灣大學,07151161,生物機電工程學系,學士班(日間),15,9,6,0,0,0,7.69
112,公立,一般大學,0003,國立臺灣大學,07321074,土木工程學系,學士班(日間),40,25,15,16,13,3,11.89
112,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,學士班(日間),16,6,10,4,3,1,9.90
112,公立,一般大學,0003,國立臺灣大學,08111087,農藝學系,學士班(日間),17,9,8,2,1,1,14.29
112,公立,一般大學,0003,國立臺灣大學,08121091,園藝暨景觀學系,學士班(日間),17,8,9,6,4,2,11.44
112,公立,一般大學,0003,國立臺灣大學,08193096,農業經濟學系,學士班(日間),20,10,10,2,2,0,11.83
112,公立,一般大學,0003,國立臺灣大學,08193098,生物產業傳播暨發展學系,學士班(日間),17,7,10,8,6,2,9.40
112,公立,一般大學,0003,國立臺灣大學,08211102,森林環境暨資源學系,學士班(日間),15,8,7,11,5,6,9.59
112,公立,一般大學,0003,國立臺灣大學,09111137,牙醫學系,學士班(日間),15,6,9,2,0,2,7.80
112,公立,一般大學,0003,國立臺灣大學,09131134,護理學系,學士班(日間),5,1,4,9,2,7,8.19
112,公立,一般大學,0003,國立臺灣大學,09151132,物理治療學系,學士班(日間),19,5,14,11,5,6,14.85
112,公立,一般大學,0003,國立臺灣大學,09152133,職能治療學系,學士班(日間),10,3,7,13,2,11,15.86
112,公立,一般大學,0003,國立臺灣大學,09161129,藥學系,學士班(日間),20,8,12,5,2,3,8.83
112,公立,一般大學,0003,國立臺灣大學,09191122,公共衛生學系,學士班(日間),14,2,12,4,2,2,11.18
112,公立,一般大學,0003,國立臺灣大學,05111038,生命科學系,博士班,2,1,1,1,0,1,8.82
112,公立,一般大學,0003,國立臺灣大學,05311051,化學系,博士班,1,1,0,0,0,0,0.81
112,公立,一般大學,0003,國立臺灣大學,05323057,海洋研究所,博士班,1,0,1,1,0,1,11.11
112,公立,一般大學,0003,國立臺灣大學,05331054,物理學系,博士班,0,0,0,1,1,0,0.86
112,公立,一般大學,0003,國立臺灣大學,05331055,應用物理學研究所,博士班,1,1,0,0,0,0,2.94
112,公立,一般大學,0003,國立臺灣大學,05411059,數學系,博士班,2,2,0,0,0,0,12.50
112,公立,一般大學,0003,國立臺灣大學,07141066,光電工程學研究所,博士班,1,1,0,0,0,0,1.79
112,公立,一般大學,0003,國立臺灣大學,07191079,工業工程學研究所,博士班,1,1,0,0,0,0,5.88
112,公立,一般大學,0003,國立臺灣大學,07193083,醫學工程學系,博士班,1,1,0,0,0,0,1.04
112,公立,一般大學,0003,國立臺灣大學,07211099,食品科技研究所,博士班,1,0,1,1,0,1,6.90
112,公立,一般大學,0003,國立臺灣大學,07313086,建築與城鄉研究所,博士班,0,0,0,2,1,1,9.52
112,公立,一般大學,0003,國立臺灣大學,07321075,生物環境系統工程學系,博士班,1,1,0,0,0,0,3.70
112,公立,一般大學,0003,國立臺灣大學,09231144,社會工作學系,學士班(日間),10,1,9,6,3,3,7.05
112,公立,一般大學,0003,國立臺灣大學,02152003,戲劇學系,博士班,1,1,0,0,0,0,14.29
112,公立,一般大學,0003,國立臺灣大學,02191004,藝術史研究所,博士班,0,0,0,3,1,2,23.08
112,公立,一般大學,0003,國立臺灣大學,02221012,歷史學系,博士班,1,1,0,1,1,0,4.26
112,公立,一般大學,0003,國立臺灣大學,02231014,哲學系,博士班,0,0,0,2,2,0,6.25
112,公立,一般大學,0003,國立臺灣大學,03121016,政治學系,博士班,0,0,0,3,3,0,7.69
112,公立,一般大學,0003,國立臺灣大學,03142021,地理環境資源學系,博士班,1,1,0,0,0,0,6.25
112,公立,一般大學,0003,國立臺灣大學,05111041,昆蟲學系,博士班,1,0,1,0,0,0,6.67
