學年度,設立別,學校類別,學校統計處代碼,學校名稱,學制班別(日間),國家(地區)別(108.12新增),國家(地區)區域別(108.12新增),畢業境外生總人數小計,畢業境外生總人數男,畢業境外生總人數女,畢業外國學生小計,畢業外國學生男,畢業外國學生女,畢業僑生小計,畢業僑生男,畢業僑生女,畢業港澳生小計,畢業港澳生男,畢業港澳生女,畢業大陸地區來臺學位生小計,畢業大陸地區來臺學位生男,畢業大陸地區來臺學位生女
111,公立,一般大學,0001,國立政治大學,碩士班(日間),印度尼西亞共和國,東協,7,3,4,6,2,4,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),日本,其他亞洲地區,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),馬來西亞,東協,20,10,10,7,4,3,13,6,7,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),菲律賓共和國,東協,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),泰國,東協,8,5,3,8,5,3,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),土耳其共和國,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),越南社會主義共和國,東協,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),香港,港澳,22,11,11,0,0,0,0,0,0,22,11,11,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),澳門,港澳,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),史瓦帝尼王國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),捷克共和國,歐洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),法國,歐洲,7,1,6,7,1,6,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),英國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),德意志聯邦共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),加拿大,北美洲,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),薩爾瓦多,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),瓜地馬拉共和國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),宏都拉斯共和國,中南美洲,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),尼加拉瓜,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),貝里斯,中南美洲,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),美國,北美洲,13,7,6,12,7,5,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),聖露西亞,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),阿根廷,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),巴西聯邦共和國,中南美洲,3,2,1,2,2,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),哥倫比亞共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,碩士班(日間),大陸地區,大陸地區,47,14,33,0,0,0,0,0,0,0,0,0,47,14,33
111,公立,一般大學,0001,國立政治大學,博士班,印度尼西亞共和國,東協,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,大韓民國(南韓),其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,菲律賓共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,泰國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,越南社會主義共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,俄羅斯聯邦,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,拉脫維亞共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,美國,北美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0001,國立政治大學,博士班,大陸地區,大陸地區,21,9,12,0,0,0,0,0,0,0,0,0,21,9,12
111,公立,一般大學,0002,國立清華大學,學士班(日間),印度,南亞,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),印度尼西亞共和國,東協,33,16,17,25,13,12,8,3,5,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),日本,其他亞洲地區,6,2,4,4,1,3,2,1,1,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),大韓民國(南韓),其他亞洲地區,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),馬來西亞,東協,33,12,21,2,0,2,31,12,19,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),菲律賓共和國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),泰國,東協,4,0,4,1,0,1,3,0,3,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),越南社會主義共和國,東協,6,1,5,4,0,4,2,1,1,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),香港,港澳,15,10,5,0,0,0,0,0,0,15,10,5,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),澳門,港澳,9,7,2,0,0,0,0,0,0,9,7,2,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),蒙古國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),波蘭共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),西班牙王國,歐洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),瓜地馬拉共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),海地共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),阿根廷,中南美洲,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),巴拉圭,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,學士班(日間),大陸地區,大陸地區,4,2,2,0,0,0,0,0,0,0,0,0,4,2,2
111,公立,一般大學,0002,國立清華大學,碩士班(日間),緬甸,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),印度,南亞,9,6,3,9,6,3,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),印度尼西亞共和國,東協,11,6,5,10,5,5,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),伊朗伊斯蘭共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),馬來西亞,東協,22,15,7,9,5,4,13,10,3,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),尼泊爾聯邦民主共和國,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),菲律賓共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),泰國,東協,9,2,7,9,2,7,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),越南社會主義共和國,東協,8,0,8,8,0,8,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),香港,港澳,11,7,4,0,0,0,0,0,0,11,7,4,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),澳門,港澳,3,2,1,0,0,0,0,0,0,3,2,1,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),蒙古國,其他亞洲地區,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),南非共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),坦尚尼亞聯合共和國,非洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),尚比亞共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),法國,歐洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),義大利共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),荷蘭王國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),葡萄牙共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),瓜地馬拉共和國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),海地共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),宏都拉斯共和國,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),聖文森(及格瑞那丁),中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),美國,北美洲,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),阿根廷,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),哥倫比亞共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,碩士班(日間),大陸地區,大陸地區,57,31,26,0,0,0,0,0,0,0,0,0,57,31,26
111,公立,一般大學,0002,國立清華大學,博士班,印度,南亞,31,26,5,31,26,5,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,印度尼西亞共和國,東協,6,5,1,6,5,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,伊朗伊斯蘭共和國,其他亞洲地區,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,馬來西亞,東協,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,尼泊爾聯邦民主共和國,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,巴基斯坦,南亞,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,菲律賓共和國,東協,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,新加坡共和國,東協,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,泰國,東協,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,越南社會主義共和國,東協,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,俄羅斯聯邦,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,喀麥隆共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,埃及阿拉伯共和國,非洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,白俄羅斯共和國,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,塞爾維亞共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,波士尼亞與赫塞哥維納,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,美國,北美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0002,國立清華大學,博士班,大陸地區,大陸地區,9,5,4,0,0,0,0,0,0,0,0,0,9,5,4
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),緬甸,東協,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),印度尼西亞共和國,東協,64,30,34,16,8,8,48,22,26,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),日本,其他亞洲地區,30,8,22,23,5,18,7,3,4,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),大韓民國(南韓),其他亞洲地區,15,8,7,14,8,6,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),寮人民民主共和國(寮國),東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),馬來西亞,東協,102,50,52,6,3,3,96,47,49,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),菲律賓共和國,東協,3,1,2,1,0,1,2,1,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),新加坡共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),泰國,東協,8,3,5,3,1,2,5,2,3,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),越南社會主義共和國,東協,6,4,2,1,1,0,5,3,2,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),汶萊和平之國,東協,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),香港,港澳,37,21,16,0,0,0,0,0,0,37,21,16,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),澳門,港澳,52,33,19,0,0,0,0,0,0,52,33,19,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),蒙古國,其他亞洲地區,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),法國,歐洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),葡萄牙共和國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),德意志聯邦共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),加拿大,北美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),薩爾瓦多,中南美洲,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),宏都拉斯共和國,中南美洲,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),墨西哥合眾國,中南美洲,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),貝里斯,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),美國,北美洲,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),聖露西亞,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),巴西聯邦共和國,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),智利,中南美洲,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),巴拉圭,中南美洲,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,學士班(日間),大陸地區,大陸地區,3,2,1,0,0,0,0,0,0,0,0,0,3,2,1
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),緬甸,東協,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),印度,南亞,10,9,1,10,9,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),印度尼西亞共和國,東協,12,4,8,5,3,2,7,1,6,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),日本,其他亞洲地區,11,5,6,10,4,6,1,1,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),大韓民國(南韓),其他亞洲地區,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),馬來西亞,東協,63,33,30,12,4,8,51,29,22,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),巴基斯坦,南亞,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),菲律賓共和國,東協,10,5,5,8,4,4,2,1,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),新加坡共和國,東協,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),泰國,東協,18,6,12,18,6,12,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),土耳其共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),越南社會主義共和國,東協,13,6,7,11,6,5,2,0,2,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),香港,港澳,21,11,10,0,0,0,0,0,0,21,11,10,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),澳門,港澳,16,8,8,0,0,0,0,0,0,16,8,8,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),蒙古國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),俄羅斯聯邦,其他亞洲地區,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),澳大利亞,其他亞洲地區,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),紐西蘭,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),法國,歐洲,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),義大利共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),荷蘭王國,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),波蘭共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),西班牙王國,歐洲,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),英國,歐洲,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),德意志聯邦共和國,歐洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),白俄羅斯共和國,其他亞洲地區,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),波士尼亞與赫塞哥維納,歐洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),加拿大,北美洲,5,4,1,2,2,0,3,2,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),瓜地馬拉共和國,中南美洲,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),海地共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),墨西哥合眾國,中南美洲,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),尼加拉瓜,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),巴拿馬共和國,中南美洲,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),貝里斯,中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),聖文森(及格瑞那丁),中南美洲,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),美國,北美洲,23,9,14,21,8,13,2,1,1,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),哥倫比亞共和國,中南美洲,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
111,公立,一般大學,0003,國立臺灣大學,碩士班(日間),大陸地區,大陸地區,75,34,41,0,0,0,0,0,0,0,0,0,75,34,41
111,公立,一般大學,0003,國立臺灣大學,博士班,印度,南亞,13,9,4,13,9,4,0,0,0,0,0,0,0,0,0
