學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
114,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,日間,碩士班,13,0,10,1,78.57,"本所設有碩士班、博士班。為台灣各大專院校中第一個成立之台灣史研究所,旨於訓練具良好台灣史知識及人文領域素養的人才、擴展並深化台灣史相關學術領域之研究。課程以台灣近、現代政治、法制、經濟、思想為重點,人權發展的系列課程更為一大特色；未來有關戰後台灣人權史方面的研究亦是本所重點發展方向。",https://taiwan.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02221021,台灣史研究所,日間,博士班,3,0,3,1,100.00,"本所設有碩士班、博士班。為台灣各大專院校中第一個成立之台灣史研究所,旨於訓練具良好台灣史知識及人文領域素養的人才、擴展並深化台灣史相關學術領域之研究。課程以台灣近、現代政治、法制、經濟、思想為重點,人權發展的系列課程更為一大特色；未來有關戰後台灣人權史方面的研究亦是本所重點發展方向。",https://taiwan.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02222031,民族學系,日間,學士班(含四技),39,0,39,2,100.00,"本系主要學科發展方向為：本著當代民族與族群研究的認知觀點,透過語言、文字、歷史、文化、社會與國家等各個面向,配合民族學、人類學等相關人文、社會學科的學理基礎,來了解國際及國內社會的多民族（族群）性質,並藉此探究相關發展趨勢與解決有關問題的可能性。因此,對於多民族（族群）的性質異同的理性認知是本系的教學目標；不同民族（族群）之間文化內涵的理解是本系呈現的風格；以尊重知識為本、做為調和民族（族群）關係並開展人文關懷是本系培育人才的基本思路。本系為當前國內大學中唯一的「民族學系」,承繼本校半個世紀來的「邊政－民族」教學與研究特殊傳統；無論從時空歷史傳承、相關人文社會學科領域發展來看,可以說都是本校以及國內相當具有特色的學系。目前,學士班每年招收39名學生,碩士班每年招收5名研究生,博士班每年招收2名研究生。",https://ethnos.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02222031,民族學系,日間,碩士班,5,0,5,0,100.00,"本系主要學科發展方向為：本著當代民族與族群研究的認知觀點,透過語言、文字、歷史、文化、社會與國家等各個面向,配合民族學、人類學等相關人文、社會學科的學理基礎,來了解國際及國內社會的多民族（族群）性質,並藉此探究相關發展趨勢與解決有關問題的可能性。因此,對於多民族（族群）的性質異同的理性認知是本系的教學目標；不同民族（族群）之間文化內涵的理解是本系呈現的風格；以尊重知識為本、做為調和民族（族群）關係並開展人文關懷是本系培育人才的基本思路。本系為當前國內大學中唯一的「民族學系」,承繼本校半個世紀來的「邊政－民族」教學與研究特殊傳統；無論從時空歷史傳承、相關人文社會學科領域發展來看,可以說都是本校以及國內相當具有特色的學系。目前,學士班每年招收39名學生,碩士班每年招收5名研究生,博士班每年招收2名研究生。",https://ethnos.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02222031,民族學系,日間,博士班,2,0,2,0,100.00,"本系主要學科發展方向為：本著當代民族與族群研究的認知觀點,透過語言、文字、歷史、文化、社會與國家等各個面向,配合民族學、人類學等相關人文、社會學科的學理基礎,來了解國際及國內社會的多民族（族群）性質,並藉此探究相關發展趨勢與解決有關問題的可能性。因此,對於多民族（族群）的性質異同的理性認知是本系的教學目標；不同民族（族群）之間文化內涵的理解是本系呈現的風格；以尊重知識為本、做為調和民族（族群）關係並開展人文關懷是本系培育人才的基本思路。本系為當前國內大學中唯一的「民族學系」,承繼本校半個世紀來的「邊政－民族」教學與研究特殊傳統；無論從時空歷史傳承、相關人文社會學科領域發展來看,可以說都是本校以及國內相當具有特色的學系。目前,學士班每年招收39名學生,碩士班每年招收5名研究生,博士班每年招收2名研究生。",https://ethnos.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02231022,哲學系,日間,學士班(含四技),48,0,47,4,98.08,"本系向來以開放的視野深入探索各大哲學傳統,並配合本校以人文社會科學為主的特色,發展人文社會科學的哲學基礎研究。今再延伸於科技之人文價值反省的研究,藉此亦可在本校往科技與醫學領域擴展中扮演一重要角色。在教學規畫方面,根據本系師資研究專長,提供全盤性的哲學基礎訓練課程,內容涵蓋中國哲學的現代詮釋、西方哲學的深入探索、人文社會科學的哲學基礎研究,以及科技之人文價值反省等四方面。",https://thinker.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02231022,哲學系,日間,碩士班,11,0,11,0,100.00,"本系向來以開放的視野深入探索各大哲學傳統,並配合本校以人文社會科學為主的特色,發展人文社會科學的哲學基礎研究。今再延伸於科技之人文價值反省的研究,藉此亦可在本校往科技與醫學領域擴展中扮演一重要角色。在教學規畫方面,根據本系師資研究專長,提供全盤性的哲學基礎訓練課程,內容涵蓋中國哲學的現代詮釋、西方哲學的深入探索、人文社會科學的哲學基礎研究,以及科技之人文價值反省等四方面。",https://thinker.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02231022,哲學系,日間,博士班,3,0,3,1,100.00,"本系向來以開放的視野深入探索各大哲學傳統,並配合本校以人文社會科學為主的特色,發展人文社會科學的哲學基礎研究。今再延伸於科技之人文價值反省的研究,藉此亦可在本校往科技與醫學領域擴展中扮演一重要角色。在教學規畫方面,根據本系師資研究專長,提供全盤性的哲學基礎訓練課程,內容涵蓋中國哲學的現代詮釋、西方哲學的深入探索、人文社會科學的哲學基礎研究,以及科技之人文價值反省等四方面。",https://thinker.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02299098,亞際文化研究國際碩士學位學程,日間,碩士班,5,0,4,0,80.00,"本學程以「亞際文化」作為重新理解世界史與全球文化的參照主軸,透過台灣聯大系統四校（清華大學、陽明交通大學、中央大學、政治大學）文化研究團隊人才所集中凸顯的研究優勢,以五大研究專題作為課群規劃之方向,以探討亞際文化在全球脈絡下的意義,發展出可與西方對話的在地知識。政大傳播學院亞際學程以「媒體與文化治理」（Media and Cultural Governance）為主軸,結合政大多個學院與跨領域師資,包括傳播學院、文學院、社會科學院、創新國際學院、外語學院等,開展文化多樣性、文化政策、文化創意產業、文化資產管理等研究議題與課程,培養未來新媒體平台和數位文化產業的領導人才。",https://iacs.nccu.edu.tw/PageFront
114,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,日間,學士班(含四技),60,0,60,9,100.00,"本系教育目標在培養：一、文學及語言學人才,從事學術研究,促進東西文化及學術交流；二、中、小學英語文師資,提高國內英語文教學水準；三、翻譯、外事及經貿等實務外語人才,助益國家整體發展。本系的課程多元,除基本語言、文學、語言學之必修課程,學生亦有機會選修文學類別或語言學/英語教學等類進階課程。此外,為豐富學生文化知識內涵,培養學生跨領域整合學科的能力,本系也鼓勵學生修習第二外語及校內各系所設計之學程,期許學生能多方深入瞭解不同文化,學習以多種思維邏輯推敲事理,以擴張其視野,建立其價值觀,並找到實踐理念之方法。",https://english.nccu.edu.tw/PageDoc/Detail?fid=4597&id=1822
114,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,日間,碩士班,19,0,17,2,90.48,"一、本系碩士班分為文學及英語教學2組,可擇一申請。二、文學組課程引導學生由解讀英美文學文本中探討特定議題,並助其探索西方新興理論及近年文史資料研究方法。三、英教組課程則旨在建立學生英語教學與語言習得之專業知識,並助其連結理論與英語教學實務,使學生未來不論就業或修讀博士皆能游刃自如。",https://english.nccu.edu.tw/PageDoc/Detail?fid=4597&id=1822
114,公立,一般大學,0001,國立政治大學,02311009,英國語文學系,日間,博士班,2,0,2,0,100.00,"一、本系博士班分為文學及英語教學2組,可擇一申請。二、文學組以英美文學研究為主,強調學生文本閱讀之分析與批判能力。課程均衡分為文學理論、斷代、文類、主題作家、整合、比較文學各類,  務使學生能獨立探索文本、理論、及文本生成與社會情境間的關連,亦訓練期能進一步檢視各種研究方法,找出研究切入點,以精確詳述及批判特定文本中所展現之文化現象。並納入文學批評與文學理論,強化社會情境、文本與理論之對話。博士班課程以專題課程為主。三、英教組課程規劃實務與研究並重,除了英語教學、語言學與語言教學,及語言習得課程外,另開設英語教學新趨勢、教師專業發展,及研究方法等選修專題課程,鼓勵學生在理論基礎之下發展個人的語言教學研究專業。在研究上以本系教師多元之學術背景優勢,引導學生創新研究領域,與國際學術社群之接軌與對話。在教學實務上強調與教學現場結合,培養博士生具備研發有效教學法的專業能力。",https://english.nccu.edu.tw/PageDoc/Detail?fid=4597&id=1822
114,公立,一般大學,0001,國立政治大學,02311009,英國語文學系英語教學碩士在職專班,在職,碩士班,20,0,16,0,80.00,"本專班成立於民國88年,成立目的為配合教育部『建立高等教育回流體系實施案』,以落實終身教育的理念,並培養和訓練在職進修者的專業知識與技能。發展方向與重點：1.提昇在職教師英語教學的品質,以符合當前國小、國中、高中各級教學目標的需求,其中包括教學課程規劃、教材內容之選擇、編纂和教學方法之研討改進。2.加強在職教師認識『國際化政策』和『教學方針』的互動關係。3.培養在職教師結合科技新知與教學之能力,如推廣多媒體語言教學,以配合時代潮流。",https://etma.nccu.edu.tw/aboutetma.html
114,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,日間,學士班(含四技),29,0,29,1,100.00,"本系在大學部以培養全方位知識的知日通才為目標。使學生具備聽、說、讀、寫、譯等日語能力,並開設日語語言學、文學、歷史文化等相關課程。透過小班教學的語文訓練與專業知識的傳授,培養學生成為知日人材。  此外本系亦積極拓展與日本姊妹校間之交換學生制度,讓學生在提升語言能力之同時,實際接觸日本文化,拓展國際視野。同時,本系亦鼓勵同學有雙專長跨領域之能力,因此積極推展雙修、輔修、學程以及與外系合作之課程。盼畢業後能依在校培養之學識、能力與興趣,於日本相關之領域,如教學、研究乃至外交、翻譯、管理、國際貿易等業種發揮所學。",https://japanese.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02311011,日本語文學系,日間,碩士班,7,0,7,2,100.00,"本系碩士班延續大學部教授與日本相關之語言、文學、歷史文化等專業知識,並著重研究方法與跨領域理論方法之學習,紮實培養學生之研究與分析能力。    碩士班課程聚焦日語語言學、日本文學、日本歷史文化等三大領域。此外,本系亦開創校際選課制度,進行國內外校際合作交流以共享教學資源。本系積極聘任國內外知名學者到校演講,並舉辦相關國際學術研討會,加強跨院系之碩士班師資陣容,促進國際學術交流。",https://japanese.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02311012,阿拉伯語文學系,日間,學士班(含四技),43,0,41,0,95.35,"1.本系旨在招收對中東伊斯蘭語言文化具濃厚興趣者,以培植阿拉伯語言及相關領域之專業人才。除卻語言習得,本系也重視相關人文學科之訓練。  2.阿拉伯語言課程(以聽、說、讀、寫為訓練重點)為系上一年級至四年級必修課目(共51學分),不得緩修且有擋修規定。  3.阿拉伯語自公元八世紀成熟後,因為宗教因素,沒有現代語言(如英文)的簡化過程,因而保留古語之複雜性,語法詞法規則繁複,不易學習。若對於語言規則沒有相當之興趣與學習熱忱者,請慎選。",https://arabic.nccu.edu.tw/PageDoc/Detail?fid=7683&id=6726
114,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,日間,學士班(含四技),31,0,30,5,97.22,"為國內培養韓語專業人才歷史最為悠久之科系,重視外語專業與人文素養的養成,積極推動國際交流,期使學生具有國際移動能力。此外,也要求學生對東北亞區域事務具備基本知識,以達到培育雙外語、雙專長的韓國事務人才之目標。  本系教學目標以學習韓國語文為主,韓國學為輔,理論與實際兼顧。課程方面除了聽、說、讀、寫、譯等各種語文能力訓練外,並開設商用韓語、時事韓國語、韓語翻譯等專門課程；同時加強有關文學、文化、歷史、社會等知識之傳授,使學生將來無論就業或從事學術研究,皆能紮下良好的基礎。  目前本校與韓國20餘所大學締結為姐妹校,每年總計可薦送20-30名學生前往韓國交換學習；此外本系亦與北京大學、山東大學等大陸名校韓語系,推動學術合作往來關係。由本系教師輪流率領學生赴韓進行為期四週的語言文化研習暑期遊學團,已有20多年歷史,乃本系重要特色之一,也是將所學應用於實際的最佳典範。",https://korean.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02311014,韓國語文學系,日間,碩士班,7,0,7,0,100.00,"本系研究領域概分為韓國文學、韓國語言學、韓語教學、韓國學。學生在進入本系碩士班就讀時,需具備相當大學四年韓國語文學習的基礎,本系碩士班以此為基礎,輔以各類專業的進階課程並結合實務,訓練學生獨立思考與批判之能力,期能為台灣韓語教育之發展,培養專業韓語師資；同時亦積極培育在國際社會上足以對韓國全方位交涉、談判之能手。  本校交換生制度完善,研究生亦可至韓國修讀半年到一年的專業課程並蒐集論文資料。此外,本系與韓國成均館大學國文系、東亞學系、漢陽大學國文系合作雙聯碩士學位,學生可以透過該管道,取得台灣、韓國雙碩士學位。如欲攻讀博士,亦可透過韓國政府獎學金制度,繼續深造。",https://korean.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02311015,土耳其語文學系,日間,學士班(含四技),29,0,28,0,96.55,"本系為國內培養土耳其語專業人才之搖籃,教育目標旨在培育通曉土耳其語及文化之人才,課程配置以學習語言為主,瞭解土耳其文化為輔。課程皆由本國籍及外國籍教師共同授課,語言科目包含聽、說、讀、寫、譯等外語能力之訓練,此外在文化研究科目方面,加強有關歷史、地理、政治、社會等知識之傳授,為學生奠定未來就業與深造的紮實基礎。",https://turkish.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02311016,歐洲語文學系,日間,學士班(含四技),57,0,57,3,100.00,"本系前身為「歐洲語文學程」,101學年起更名為「歐洲語文學系」,自95學年度起分法文、德文、西班牙文三語組招生,各語組分班上課。每組採小班制教學,以專業整合各語組語言聽說讀寫之訓練,並強調文化認識、文學素養與人文關懷等面向。  本系教學特色與目標如下：1.培養且落實「立足臺灣,認識歐洲,放眼世界」之精英人才視野與胸襟,配合教育部建立多元外文人才之培育,強化歐洲語言與文化教學與研究,加強院（校）內各系所相關資源整合。2.培養中等教育之第二外語師資：落實臺灣外語多元化,培養臺灣學生的國際觀與未來視野。3.歐洲語文人才之跨學科訓練：從外語學習到文學文化之訓練,並結合國際事務、區域研究、政治經濟及傳播教育的學科,期望能訓練出我國未來開拓歐洲交流之全方位人才。",https://european.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,日間,學士班(含四技),49,0,48,1,98.00,"1.本系旨在培養具人文素養之專業俄語及其他斯拉夫語文人才,著重學生獨立思考及表達能力,鼓勵學生多元發展,並推動國際學術交流。  2.擁有優質斯拉夫語文專業師資,由本國籍及外國籍教師共同授課。  3.提供多元學習環境,鼓勵學生熱心各項社會服務工作。  4.可修習斯拉夫語文學程。",https://slavic.nccu.edu.tw/PageDoc/Detail?fid=6706&id=5495
114,公立,一般大學,0001,國立政治大學,02311017,斯拉夫語文學系,日間,碩士班,4,0,0,0,0.00,"1.碩士班研究領域：俄國文學、俄語語言學、俄語翻譯。  2.擁有優質斯拉夫語文專業師資。  3.積極培育優質斯拉夫語文人才,充實學術專業領域。  4.提供多元學習環境,鼓勵學生熱心各項社會服務工作。  5.可修習斯拉夫語文學程。",https://slavic.nccu.edu.tw/PageDoc/Detail?fid=6706&id=5495
114,公立,一般大學,0001,國立政治大學,02311099,東南亞語文學系,日間,學士班(含四技),51,0,49,0,96.08,"1. 因應全球化社會的快速變遷及本國與東南亞地區日益緊密的文經交流,本系期望招收對東南亞語言文化學習具備高度熱忱,且未來有志於從事經貿、文教、國際事務等領域之學生,以培育東南亞語文人才及促進與東南亞文經交流為宗旨。  2. 本系分越文、泰文、印尼文三組招生,依主修語言分班上課。課程規劃以學習東南亞語言之聽、說、讀、寫、譯為核心,延伸至相關的語言文化研究,並帶領學生深入理解東南亞文化與文明的脈絡及現代社會的發展。  3. 本學位學程也積極推動學術合作交流活動,與越南河內國家大學所屬外語大學、泰國朱拉隆功大學、印尼日惹大學等東南亞重要學府合作學術演講、國際課程,並於暑假由本學程教師帶隊赴越南進行短期沉浸式課程。",https://sealc.nccu.edu.tw/PageDoc/Detail?fid=10088&id=14080
114,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,日間,碩士班,10,0,8,0,80.00,"本所致力於台灣文學相關研究,培養學生具備深厚的人文科學素養、對台灣文史的認識與關懷,以及優秀的外語能力,讓學生無論在學術或就業市場,都具有高度的競爭力。課程特色：除不同學門的理論訓練,如後現代主義、後結構主義、後殖民理論與女性主義、以及戰前透過日本引介之世界思潮等理論；也注重區域、族群和比較研究,而且兼顧文化研究方面的視覺藝術、圖像及電影領域,領域多元、廣博而深入。教師研究專長：本所教師專長均有所區隔,涵蓋二十世紀初臺灣文學、現當代小說、女性文學、文學理論、原住民文學、傳記文學、臺日韓比較文學、殖民文學、日據時期小說、性別研究、後現代文學研究、現當代中國文學、現代詩、華語電影等,兼顧多元的教學及研究方向,提供一個周延的台灣文學研究的環境。辦學國際化：本所除與國外大學學術交流,也邀聘國外知名學者擔任客座教師,開授課程。並鼓勵學生積極投稿國外學術研討會,及出國交換研究,拓展學生國際視野。",https://tailit.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02321007,台灣文學研究所,日間,博士班,2,0,2,0,100.00,"本所致力於台灣文學相關研究,培養學生具備深厚的人文科學素養、對台灣文史的認識與關懷,以及優秀的外語能力,讓學生無論在學術或就業市場,都具有高度的競爭力。課程特色：除不同學門的理論訓練,如後現代主義、後結構主義、後殖民理論與女性主義、以及戰前透過日本引介之世界思潮等理論；也注重區域、族群和比較研究,而且兼顧文化研究方面的視覺藝術、圖像及電影領域,領域多元、廣博而深入。教師研究專長：本所教師專長均有所區隔,涵蓋二十世紀初臺灣文學、現當代小說、女性文學、文學理論、原住民文學、傳記文學、臺日韓比較文學、殖民文學、日據時期小說、性別研究、後現代文學研究、現當代中國文學、現代詩、華語電影等,兼顧多元的教學及研究方向,提供一個周延的台灣文學研究的環境。辦學國際化：本所除與國外大學學術交流,也邀聘國外知名學者擔任客座教師,開授課程。並鼓勵學生積極投稿國外學術研討會,及出國交換研究,拓展學生國際視野。",https://tailit.nccu.edu.tw
114,公立,一般大學,0001,國立政治大學,02322008,中國文學系,日間,學士班(含四技),75,0,72,6,96.30,"本系以培養學術研究學者、中等學校國文教師、文學創作者、華語文教學師資等,文化薪傳人才為宗旨。重視考據、義理、辭章之學術傳統,也重視現代學術發展。大學部課程以基礎宏觀之學科為必修,專精科目為群修,其他衍伸學習之論題為選修,融通古今,規模完整,具有全方位學科架構。在多元並進、專業發展的要求下,本系培養學生廣泛學習興趣且深化學術涵養,除強調中文專業知識外,也重視與校內其他系所及海內外相關研究機構的合作,透過科際整合與跨領域學習以深化學術能量。本系擁有眾所欽羨的優良傳統,卓越師資、堅實課程,自由學風、和諧環境,具有學術優勢地位。",https://chinese.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02322008,中國文學系,日間,碩士班,16,1,15,3,100.00,"1.重視義理、辭章、考據,也重視現代學術發展,融通古今,規模完整,具有全方位學科架構。2. 與大陸地區、歐、美、日、韓等學界交流密切,擁有豐沛國際化學術資源。3.鼓勵發展個人興趣,開放校際多元選課,具有開闊學術視野。4.積極參與國內外學術機構合作計劃,重視科際整合與跨領域學習。5. 加強基礎訓練,鼓勵開發議題,深化學術研究能力。5. 擁有眾所欽羨的優良傳統,卓越師資、堅實課程,自由學風、和諧環境,具有學術優勢地位。",https://chinese.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02322008,中國文學系,日間,博士班,7,1,5,2,87.50,"1.兼顧義理與文學、古典與現代,繼承傳統,與時俱進,具有全方位學科架構。2. 與大陸地區、歐、美、日、韓等學界交流密切,擁有豐沛國際化學術資源。3.鼓勵發展個人興趣,開放校際多元選課,具有彈性開闊的學術視野。4.積極參與國內外學術機構合作計劃,重視科際整合與跨領域學習。5. 強化基礎訓練與方法論思考,鼓勵開發新議題,培養專業學術研究人才。5. 擁有眾所欽羨的優良傳統,卓越師資、堅實課程、自由學風,具有學術優勢地位。",https://chinese.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,在職,碩士班,22,0,22,0,100.00,"1.本班以深化從事國語文教學相關工作者之中國文學基本素養、提昇國語文教學與研究能力為主要教學目標。2.兼顧基礎訓練、學術研究及論文撰寫等前提下,本班視專任師資情況彈性開設相關課程,或聘請校外師資授課。3.各階段開設課程之規劃,以「基礎類」、「古典文學類」、「現代文學類」、「思想義理類」、「語言文字類」為主要開課方向。原則上,學期中安排四至五門課程、暑假則安排二至三門課程。",https://ctma.nccu.edu.tw/
114,公立,一般大學,0001,國立政治大學,02323002,華語文教學博士學位學程,日間,博士班,2,0,2,1,100.00,"華語文教學博士學位學程以「學程」的概念命名,主要是因為華語文教學的學門,是涵蓋中文、外文、教育、國際學術合作四個領域,讓學生在學習知識時組合更有彈性,也讓所學更能符合社會的期待。在學制上,等同一般的研究所博士班,畢業後授予博士學位（Ph.D)。發展目標是培育對外華語文教學實務及產業界高階專業及研究人才,以提升華語文研究的學術地位與教學品質。在課程架構上,規劃有完整的華語文教學之進階專業知能及高等實務應用能力的課程。",https://tcsl.nccu.edu.tw/
