學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
111,公立,一般大學,0048,國立金門大學,04131009,企業管理學系,日間,碩士班,13,0,12,10,95.65,1.結合人才培育功能與地區、國家產業發展需求 2.專任教師擁有豐碩學術研究表現及豐富之實務經驗 3.課程地圖結合核心能力引導學生學習與就業 4.符合實務趨勢的課程規劃 5.落實理論與職場實務聯結，實施校外實習 6.企管專業證照輔導以及研究計畫撰寫 7.企管專業講座與校外參訪,http://eduba.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,04199042,跨境產業策略與發展博士學位學程,日間,博士班,3,0,2,0,66.67,跨境產業策略與發展博士學位學程係基於國家整體發展策略與金門跨境特色，結合本校管理學院各學系之專業師資，為跨境產業培育高素質管理人才而規劃成立，以期解決實務上企業所面臨的實務問題。    金門酒廠為金門最具規模的企業，生產遠近馳名的中式清香型白酒，並行銷至臺灣本島與海內外。本學程與金門酒廠建立產學合作計畫，在理論、方法、實務面向下之整合，導入經理級業師來校授課及公司現場實地見習機制，藉由科學方法的實證研究來獲得相關的管理洞見，並落實到實際問題的解決上，以培養學生學成畢業之後能成為金門酒廠及其他合作公司中高階管理人才為目標。,https://www.nqu.edu.tw/Leisure/index.php?code=list&ids=3338
111,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,日間,學士班(含四技),37,0,34,0,91.89,本系是國內唯一以海洋事務與邊境管理為發展核心的系所。以海洋法政與管理、海上巡護與執法、入出境管理、關稅法務、航運管理等領域為教學研究重心。網羅國內外名校師資，培育海關、移民、海巡及海洋行政等領域的公務人員，或國貿、關務、船務、移民、法律事務所等民間企業所需人才。近來，從南海、釣魚台爭議，到非洲豬瘟、新冠肺炎等疫情，都凸顯本系核心--海洋事務與邊境管理的重要性。,https://www.nqu.edu.tw/eduoab/index.php
111,公立,一般大學,0048,國立金門大學,04212013,海洋與邊境管理學系,日間,碩士班,11,0,11,0,100.00,本系是國內唯一以海洋事務與邊境管理為發展核心的系所。以海洋法政與管理、海上巡護與執法、入出境管理、關稅法務、航運管理等領域為教學研究重心。網羅國內外名校師資，培育海關、移民、海巡及海洋行政等領域的公務人員，或國貿、關務、船務、移民、法律事務所等民間企業所需人才。近來，從南海、釣魚台爭議，到非洲豬瘟、新冠肺炎等疫情，都凸顯本系核心--海洋事務與邊境管理的重要性。,https://www.nqu.edu.tw/eduoab/index.php
111,公立,一般大學,0048,國立金門大學,06131019,資訊工程學系,日間,學士班(含四技),39,0,35,15,92.59,本系以發展資訊創新技術與提升科技應用為目標，強調理論與實務並重，整合人工智慧、物聯網應用及大數據分析等新興技術，強調數位學習理念及提昇自主學習能力，配合本土區域與兩岸發展的國際化趨勢，落實資訊科技技術之研究，教育目標為培養學生成為具備軟體設計、資訊應用及跨領域整合素養之資訊專業人才。,https://www.nqu.edu.tw/educsie/index.php
111,公立,一般大學,0048,國立金門大學,06131041,理工學院資訊科技與應用碩士在職專班,在職,碩士班,10,0,12,0,100.00,碩士在職班專班項下分為二小組，並各具專業領域特色 ：  1.資訊科技組：涵蓋完整創新科技研發，包含資訊系統、人工智慧、創意食品、空間資訊、綠色能源、智慧機器人、半導體科技、網路通訊等。  2.科技管理組：涵蓋管理實務課程，包含資訊管理、食品安全管理、土木工程管理、醫護管理等。,https://www.nqu.edu.tw/Science/index.php
111,公立,一般大學,0048,國立金門大學,06131041,理工學院資訊科技與應用碩士班,日間,碩士班,7,0,5,0,71.43,1.本系以發展資訊創新技術與提升科技應用為目標，強調理論與實務並重，整合人工智慧、物聯網應用及大數據分析等新興技術，強調數位學習理念及提昇自主學習能力，配合本土區域與兩岸發展的國際化趨勢，落實資訊科技技術之研究。 2.本系在課程規劃上分為網路技術與應用、人工智慧以及嵌入式系統三大主軸。 3.本系的教育目標為培養學生成為具備軟體設計、資訊應用及跨領域整合素養之資訊專業人才。 4.本系近年來新增了許多人工智慧以及AVR(AR與VR)相關課程，並以此應用為基礎，結合金門在地特色如戰地歷史、閩南文化以及僑鄉文化等，達到提升在地產業與普及在地應用之目的。,https://www.nqu.edu.tw/educsie/index.php
111,公立,一般大學,0048,國立金門大學,07141017,電子工程學系,日間,學士班(含四技),76,0,59,2,78.21,本系於民國92學年度奉准成立電子工程系四年制日間部，電子工程研究所成立於96學年成立，本系目前專收高中及高職畢業生各一班及研究所。以培養學生電子工程專業教育目標，教學內容包含有數位類比IC設計、先進材料科技、數位信號處理如通訊系統等為特色專長，除了強化理論教學外更重視以實作為重心的核心教學，以落實就業市場所迫切需要之科技人才。,https://www.nqu.edu.tw/eduee/index.php
111,公立,一般大學,0048,國立金門大學,07141017,電子工程學系,日間,碩士班,7,0,10,0,100.00,本系於民國92學年度奉准成立電子工程系四年制日間部，電子工程研究所成立於96學年成立，本系目前專收高中及高職畢業生各一班及研究所。以培養學生電子工程專業教育目標，教學內容包含有數位類比IC設計、先進材料科技、數位信號處理如通訊系統等為特色專長，除了強化理論教學外更重視以實作為重心的核心教學，以落實就業市場所迫切需要之科技人才。,https://www.nqu.edu.tw/eduee/index.php
111,公立,一般大學,0048,國立金門大學,07191025,工業工程與管理學系,日間,學士班(含四技),37,0,31,1,84.21,本系課程著重智慧製造與創新服務之工程技術與管理科學，強調結合先進之工程技術和管理知識，理論與實務並重，以培養具國際觀、創新思維及問題解決能力之工業工程與管理專業人才為目標。兩岸諸多企業均與本系簽訂實習合約，提供學生大量實習學習機會。畢業學生國內外就業巿場廣泛。,https://iem.nqu.edu.tw/eduieem/
111,公立,一般大學,0048,國立金門大學,07211029,食品科學系,日間,學士班(含四技),40,0,29,1,73.17,本系教學著重培養食品工業技術人才，期能擔負食品之加工、製造、分析、檢驗、管理和生產等任務。本系也以「培養五育均衡發展、理論與實務兼具之國際化專業人才」具有高度關聯性，且呼應理工學院的教育目標「培養具備基礎科學知識以及專業技能，同時尊重多元文化及兼具國際視野之優秀人才」為教育目標與學校教育目標。,https://www.nqu.edu.tw/edufoodscience/index.php
111,公立,一般大學,0048,國立金門大學,07211029,食品科學系,日間,碩士班,5,0,4,0,80.00,本系教學著重培養食品工業技術人才，期能擔負食品之加工、製造、分析、檢驗、管理和生產等任務。本系也以「培養五育均衡發展、理論與實務兼具之國際化專業人才」具有高度關聯性，且呼應理工學院的教育目標「培養具備基礎科學知識以及專業技能，同時尊重多元文化及兼具國際視野之優秀人才」為教育目標與學校教育目標。,https://www.nqu.edu.tw/edufoodscience/index.php
111,公立,一般大學,0048,國立金門大學,07311026,建築學系,日間,學士班(含四技),39,0,35,0,89.74,金門位於兩岸樞紐，擁有豐富的軍事遺產、民居建築及多樣化的人文與自然生態。金門大學建築學系即以此資源為基礎，培育永續建築、綠建築、建築與環境維護再利用，培育具技術整合能力與融合地域文化與當代思潮、理論與實務兼具之建築學人才，課程著重建築與城鎮空間規劃、永續建築與綠建築低碳節能、建築與文化資產保存等三種特色面向，望能培育具在地視野、注重歷史人文、關懷既成環境的建築專業人才。,https://arch.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,07311026,建築學系,日間,碩士班,7,0,7,4,100.00,金門位於兩岸樞紐，擁有豐富的軍事遺產、民居建築及多樣化的人文與自然生態。金門大學建築學系即以此資源為基礎，培育永續建築、綠建築、建築與環境維護再利用，培育具技術整合能力與融合地域文化與當代思潮、理論與實務兼具之建築學人才，課程著重建築與城鎮空間規劃、永續建築與綠建築低碳節能、建築與文化資產保存等三種特色面向，望能培育具在地視野、注重歷史人文、關懷既成環境的建築專業人才。,https://arch.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,07313028,都市計畫與景觀學系,日間,學士班(含四技),37,0,27,0,72.97,本系創立於2013年，因應全球都市化與亞太區域政經情勢，未來城鄉發展建設及空間治理所需之專業人才需求而設立；迄今為止是臺灣唯一結合都市計畫與景觀專業的國立大學科系。 結合金門大學建校所在的離島地理區位、獨特的島嶼地景與環境生態資源、以及豐富的閩南文史襲產，本系發展別具邊陲在地特色的跨界課程，培養具備全球化視野，跳脫框架的整合性空間規劃設計之優秀人才為目的。,https://www.nqu.edu.tw/upl/index.php
111,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,日間,學士班(含四技),37,0,21,0,56.76,本系規模雖小，卻頗具特色，教學研究上我們兼具傳統土木工程與現代趨勢之變遷，我們在走一條未來的道路，時代的趨勢敦促我們加速國際化的腳步，也指示前往建築資訊模型(BIM)、人工智慧(AI)、地理資訊系統(GIS)的道路，土木與工程管理學系2019年起正朝向國際化與人工智慧化邁進。,https://cem.nqu.edu.tw/zh/home-page/
111,公立,一般大學,0048,國立金門大學,07321021,土木與工程管理學系,日間,碩士班,6,0,5,0,83.33,本系規模雖小，卻頗具特色，教學研究上我們兼具傳統土木工程與現代趨勢之變遷，我們在走一條未來的道路，時代的趨勢敦促我們加速國際化的腳步，也指示前往建築資訊模型(BIM)、人工智慧(AI)、地理資訊系統(GIS)的道路，土木與工程管理學系2019年起正朝向國際化與人工智慧化邁進。,https://cem.nqu.edu.tw/zh/home-page/
111,公立,一般大學,0048,國立金門大學,09131031,護理學系,日間,學士班(含四技),35,0,24,2,70.27,本系重視及培育具離島文化能力之專業護理人員，就學期間不僅可體驗離島及台灣求學及實習經驗，更擴大學習及就業選擇性。本系所有教師均具博士學位，設備完善。實習主要場所為成大、北榮、中榮等。畢業生護理師考照率及就業率超過九成。畢業生多服務於北榮、台大醫院、中榮、成大醫院或金門醫院等，專業表現均受雇主肯定。,https://www.nqu.edu.tw/nursing/
111,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,日間,學士班(含四技),36,0,29,2,81.58,本系成立宗旨為「培養專業人才、發展長照產業、關懷高齡健康」，落實「以人為本、關懷生命」之理念與精神。主要定位為強化長期照護經營管理、長照政策與法令、長期照護產業以及長期照護健康促進之專業能力。並配合產業界需求開發課程，以符合培育長期照護領域所需之經營管理、政策發展、長照產業、健康促進之專業人才。,https://www.nqu.edu.tw/longtermcare/
111,公立,一般大學,0048,國立金門大學,09191032,長期照護學系,日間,碩士班,11,0,11,0,100.00,本系成立宗旨為「培養專業人才、發展長照產業、關懷高齡健康」，落實「以人為本、關懷生命」之理念與精神。主要定位為強化長期照護經營管理、長照政策與法令、長期照護產業以及長期照護健康促進之專業能力。並配合產業界需求開發課程，以符合培育長期照護領域所需之經營管理、政策發展、長照產業、健康促進之專業人才。,https://www.nqu.edu.tw/longtermcare/
111,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,日間,學士班(含四技),36,0,34,2,94.74,本系特色如下： 一、扎根離島偏鄉社會特性，累積多元服務經驗 二、整合衛生福利專業服務，培養社工專業服務人才 三、落實實務導向課程規劃，培養具健康護理取向的社工人才 四、促進兩岸社會工作交流、增進具國際視野的社工人才,https://www.nqu.edu.tw/social_work/
111,公立,一般大學,0048,國立金門大學,09231033,社會工作學系,進修,學士班(含四技),50,0,38,0,76.00,1.扎根離島偏鄉社會特性：本系規劃與金門在地社區協力，推動社區化福利服務，提升金門在地民眾生活品質，並讓學生由實作中培養實務經驗，累積福利資源匱乏地區社會工作推動經驗。 2.整合衛生福利專業服務：本系將以綜融性社會工作取向在離島區域推展專業服務，嘗試以具多元能力之較少人力提供專業服務，累積衛生福利知識與專業社群共享。連結本校各系課程，培養學生福利機構經營管理能力，增加職場競爭力，並創造在職進修者就讀誘因。 3.落實實務導向課程規劃：本系預計與本院各系密切合作，開發課程，使學生除了能習得社會工作基本學能，亦能因應少子高齡化人口變遷出現之高齡化服務需求，提供社會工作專業服務。 4.促進兩岸社會工作交流：因金門地緣之特殊性，與大陸地區交通便利之優勢，本系將以我國社會工作推動經驗出發，與大陸地區比較與交流，期使促進社會工作專業知識累積並培養學生具國際觀社會工作視野。,https://www.nqu.edu.tw/social_work/
111,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,日間,學士班(含四技),37,0,33,7,90.91,本系旨在培養具國際視野、觀光專業知能、傳承在地自然與文化觀光之人才，包括升學研究、實務企劃、管理整合、加強資訊與外語溝通等就業能力，並輔導學生參加國家專技普考-領隊人員與導遊人員考試及考取觀光相關專業證照，期使學生成為具有恢宏視野及廣闊思考力的21世紀觀光產業所需專業人才。,http://tourism.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,進修,學士班(含四技),45,0,43,0,95.56,1.師生具有業界工作經驗或持有專業証照，並鼓勵師生從事研究發展，積極參與學術活動並發表研究成果。  2.培養學生英、日語能力，鼓勵學生積極參與檢定測驗，並輔導學生參加國家專技普考-領隊人員與導遊人員考試，同時於學期間與本校課外活動組、應用外語系合辦英日語演講比賽。  3.培養學生具備利用相關資訊系統及科技的能力。  4.積極爭取公、民機關委託觀光學術專案研究，提供業界發展觀光策略。  5.加強與兩岸三地(臺灣、金門、大陸)觀光之產、官、學界交流與合作。  6.不定期邀請專家學者進行專題演講，以擴展專業知識領域。  7.擴充電腦、書籍、投影設備等教學器材，並充實實習旅館及餐飲教室的設備。,http://tourism.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,10151034,觀光管理學系,日間,碩士班,9,0,6,1,70.00,本系旨在培養具國際視野、觀光專業知能、傳承在地自然與文化觀光之人才，包括升學研究、實務企劃、管理整合、加強資訊與外語溝通等就業能力，並輔導學生參加國家專技普考-領隊人員與導遊人員考試及考取觀光相關專業證照，期使學生成為具有恢宏視野及廣闊思考力的21世紀觀光產業所需專業人才。,http://tourism.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,10152011,管理學院事業經營碩士在職專班,在職,碩士班,24,0,24,0,100.00,管理學院碩士在職班專班：休閒產業的發展可衍生出關聯性產業之附加價值，創造投資及就業機會，活絡經濟發展。隨著時代的進步，我國的休閒、遊憩與觀光服務業日益蓬勃發展，因此，充分與優質的人力供給乃是休閒、遊憩與觀光產業永續發展的必要條件。迎接全球知識經濟之來臨，因應成熟經濟社會發展暨企業永績經營需要，配合休閒國際化、大眾化之需求，以島嶼休閒資源及資訊科技之發展，定位本所發展重點與特色。,https://mbm.nqu.edu.tw/
111,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,日間,學士班(含四技),35,0,33,1,94.44,招生對運動與休閒有興趣之學生，以培育運動管理、休閒體驗、運動行銷企劃及健康促進之運動與休閒專業人才，促進運動與休閒產業之發展。  1.著重「理論」與「實務」之應用  2.建立優質的賽會管理  3.實施校外實習  4.透過參訪相關運動休閒產業了解就業市場  5.訓練幼兒體能，銀髮族體能指導員,http://120.125.111.3/
111,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,進修,學士班(含四技),40,0,33,0,82.50,招生對運動與休閒有興趣之學生，以培育運動管理、休閒體驗、運動行銷企劃及運動新聞傳播之運動與休閒專業人才，促進運動與休閒產業之發展。 1.建立優質的賽會管理：培訓體育志工，協助地方辦理各項休閒活動及服務社區。藉由校外實習服務機會，提昇專業服務的品質。 2.著重「理論」與「實務」之應用：兼顧理論與實務，採用分組教育，重視「專題研究」課程；培養學生升學與就業之必備知能。 3.實施校外參訪：透過觀摩相關運動休閒產業的發展，瞭解社會發展脈動與趨勢。 積極結合相關運動休閒產業人力培訓，並建立互惠的策略聯盟夥伴關係。 4.參與社會休閒活動推展：依本系實務課程，帶領學生學習各種休閒活動與推展。 並配合學校特色與資源，研擬水域活動與休閒體驗的相關課程，結合具地方特色之休閒活動推廣，創造符合社會發展之休閒活動。,http://120.125.111.3/
111,公立,一般大學,0048,國立金門大學,10152036,運動與休閒學系,日間,碩士班,9,0,9,0,100.00,招生對運動與休閒有興趣之學生，以培育運動管理、休閒體驗、運動行銷企劃及健康促進之運動與休閒專業人才，促進運動與休閒產業之發展。 1.著重「理論」與「實務」之應用 2.建立優質的賽會管理 3.實施校外實習 4.透過參訪相關運動休閒產業了解就業市場 5.訓練幼兒體能，銀髮族體能指導員,http://120.125.111.3/
111,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,日間,學士班(含四技),98,0,99,6,100.00,體育學系肩負學校體育教師、體育行政專業人員培育的傳統使命，為了因應時代變遷和社會職場需求的多元化，本系增加高齡運動、幼兒體育、健身運動指導等領域為選修課程。此外，本系開設肢體與口說表演藝術、視覺媒體製作等課程，旨在厚植學生結合體育與美學的素養具備渲染能力，俾使思想的傳遞更有效率。另面臨大數據決策與人工智慧市場的興起，本系開設運動大數據學程，通過親自動手做充實數位科技、資訊邏輯的知能。每年來自繁星、個人申請、運動績優甄試與甄審、指定考試分發等管道、二班體育系學生，亦可在精彩的大學四年課程學習後選擇攻讀碩士、博士學位或就業，成為未來運動專業場域的尖兵。,https://pe.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,進修,學士班(含四技),99,0,96,0,96.97,【教學特色】配合學生週間就業需求，利用假日進修、平日工作的方式，於四年時間有效地完成學、術並重的體育、運動和休閒產業相關領域學習。課程設計以體育專業課程為基本架構，輔以運動產業相關知識及通識全人教育課程，涵蓋運動科學、體育暨休閒相關產業學科及體育運動術科等，漸進學習，累積職場專業力。【招收對象】運動績優選手、有在職進修需求或對體育運動有興趣之高中職畢業學生都歡迎報考。【職涯發展特色】鼓勵參與校內外活動及證照研習，以提升職場競爭力，就學期間累積職場實務經驗，畢業後在體育教育、健身產業及休閒運動產業等就業領域皆有優異表現。,https://cec.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,日間,碩士班,23,1,22,2,100.00,為了專精體育運動各種學術領域，本系碩士班每年招收體育運動、傷害復健乃至其他領域的大學畢業生，延續大學教育之廣泛學習基礎，鑽研專業學科領域的研究手段，培養慎思明辨的態度。同學可選擇人文社會科學、自然科學的領域入學，再根據指導教授的學術專項，採用運動社會學、運動政策、體育教學、運動管理、運動哲學、運動生物力學、運動生理學、運動心理學、動作行為學等取向，探討運動賽事與組織、人力資源、高齡運動、競技運動技術、傷害防護、運動訓練、幼兒運動、活動企劃等議題。,https://pe.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,01141001,體育學系,在職,碩士班,11,0,11,0,100.00,本系碩士在職專班每年招收來自體育、運動、休閒等領域的專業人士共11名，透過課程學習與互動研討，交流多元領域的職場實務經驗，並融入各種專業學科對於問題之理論，發展深具職場應用價值的獨立思考能力與合作態度。同學可以選擇人文社會科學、自然科學的領域入學，再根據指導教授的學術專項，採用運動社會學、運動政策、體育教學、運動管理、運動哲學、運動生物力學、運動生理學、運動心理學、動作行為學等取向，探討運動賽事與組織、人力資源、高齡運動、競技運動技術、傷害防護、運動訓練、幼兒運動、活動企劃等議題。,https://pe.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,02112012,運動資訊與傳播學系,日間,學士班(含四技),46,0,45,4,98.00,一、教學特色：本系強調「實務」結合「理論」課程培育學生具有三大面向能力「體育運動專業」「媒體傳播能力」「資訊呈現技術」。二、師資特色：專任教師專長含體育運動、廣電平面媒體播製及資訊應用與管理等領域。授課涵括五大領域課群「影音創客媒體」「運動新聞製播」「運動數據分析與系統設計」「虛擬實境創作」「運動領域」。三、教學資源特色：4K畫質影視設備、HD以上運動賽事轉播設備、4G即時影音串流設備、高速攝影及慢動作分析設備、情蒐數據資訊處理分析設備、虛擬實境攝影棚、節目攝影棚、廣播錄音室等專業教學資源。四、傑出成就特色：本系培育許多優秀人才，任職於各大媒體及運動產業，包含愛爾達體育台、緯來體育台、民視、台視、TVBS、中國時報、人間福報、WOWSight、統一棒球、共享棒球、國訓中心等相關產業。五、職涯發展特色：培養具備媒體專業、體育素養與科技應用人才，同時具跨領域宏觀視野之新媒體運動資訊傳播人才。,https://sic.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,日間,學士班(含四技),50,0,50,2,100.00,本系是中、南部地區唯一提供舞蹈高等教育之國立學府；自創系以來即以培養舞蹈藝術兼具體育專業訓練基礎之多元人才為宗旨。本系其課程分為「舞蹈教育」與「舞蹈表演」兩個主修領域，以培養舞蹈教育及推廣、表演及創作、學術、表演藝術以及體育、舞蹈跨領域行政人才為教育目標；將舞蹈專業的培訓由大學部延伸至碩士班，藉由課程教學、推廣活動與社會教育接軌，提供學生更廣更深的進修環境，豐富學生的訓練與社會歷練，已培育了無數優秀的舞蹈專業人才，成為中臺灣培養舞蹈藝術及教育人才之領導學校。另外配合本校師資培育中心中等學校教育學程課程，培養國中「表演藝術」及高中職「舞蹈科」專業合格師資，進一步提升學生職場競爭力，多年下來，本系畢業校友考取中等學校「表演藝術」「體育」及「舞蹈科」正式教師累計逾104人次。,https://dance.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,02152002,舞蹈學系,日間,碩士班,10,0,10,0,100.00,本班分「教育與理論」與「表演與創作」兩組研究領域，以培養深具人文素養、本土認同與國際視野的舞蹈教育、表演創作以及學術研究專業菁英為目標。將舞蹈專業的培訓由大學部延伸至碩士班，藉由課程教學、推廣活動與社會教育接軌，提供學生更廣更深的進修環境，豐富學生的訓練與社會歷練，已培育了無數優秀的舞蹈專業人才，成為中臺灣培養舞蹈藝術及教育人才之領導學校。在課程設計與師資方面，本系依據社會產業需求及系所發展特色，配合學校「國際化、精緻化、全人化」的發展定位，擬定本系教育目標、核心能力與課程設計，以培育出學生畢業後面對職場專業、敬業與樂業的積極態度。在全系專業博、碩士師資群多年無私的奉獻耕耘下，秉持著愛心、耐心的教育熱誠、豐富的教學經驗、嚴謹的教學態度，配合相關軟硬體設備，不但充實學生的舞蹈專業，更注重敬業、樂業態度的養成。,https://dance.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,日間,學士班(含四技),49,0,46,4,94.34,一、教學特色：建立多元學術環境，透過理論與實務的課程結合，提供學生學習機會，積極與多家企業簽訂產學合作案，經由專任教師輔導學生共同承辦活動，培養學生企劃活動等專業能力，造就運動管理專業人才。二、師資特色：具博士學歷學術專長專任教師10名，更有業界高級專業經理師資，以提供學生優良師資與教學環境。三、教學資源特色：提供學生充足的教學空間及軟硬體設備，在生活學習與生涯規劃等進行協助，透過參與運動賽會活動，增進實務經驗；規劃至業界實習，提前體驗職場，加強實務能力以提升學習成效與多元學習並拓展其不同的視野。四、傑出成就特色：目前已有多位畢業生於自行車產業、健身俱樂部、運動行銷公司等相關產業擔任主管、專案人員，如捷安特女性事業專案負責人、職業棒球球團經理。五、職涯發展特色：培育學生具備「技能、態度、國際化、活力、專精」之核心能力，培養運動產業經營與管理人才、運動賽會規劃與管理人才。,https://sportmanagement.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,日間,碩士班,13,0,12,0,92.31,一、教學特色：建立多元學術環境，課程設計以培養專業之運動管理及研究人員為目標，以符合運動管理發展之多元性、國際性、時代性。二、師資特色：具博士學歷學術專長專任教師9名，更有業界高級專業經理師資。三、教學資源特色：提供學生充足的教學空間及軟硬體設備，利用多元教學方式授課，提供學生優質學習環境。透過舉辦各項研討會、運動賽會等，以增進學生實務學習經驗。至業界進行實習，提前體驗職場，並加強職場實務能力以提升學生學習成效，同時可選擇技術報告取代碩士論文協助學生多元學習並拓展其不同的視野。四、傑出成就特色：目前已有多位畢業生於自行車產業、健身俱樂部、運動行銷公司、學校單位等產業擔任高階主管、專案管理人員、行政人員。五、職涯發展特色：在課程設計、教學品質、學習輔導與資源、生涯輔導等方面，提供完善規劃與資源，以培養學校體育教師、運動產業管理及學術研究專業人才為目的。,https://sportmanagement.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,04199010,運動事業管理學系,在職,碩士班,11,0,11,0,100.00,本所專業課程規劃包含行為與觀光、教育與科技、管理等專題外，每學年更邀請休閒產業界、政府官員與學者專家，共同針對於社會脈動與產業人力需求和未來發展進行課程研討與修正，配合授課與講座，培養符合社會需求並具專業能力素養，使學生在畢業後即可投入休閒產業服務。本所教師亦均屬在休閒運動領域中具有專研的師資群，對於課程教學經驗豐富且熟練之高階師資，其中副教授以上學位者有9位，師資結構包含學、術科專長。本校為體育運動專業大學，相關硬體教學設施完善且可跨校、所選修，各項運動課程均有專業之場地，新建完成之教學大樓可供各項學科教學使用，教學資源可充分滿足課程所需。本所畢業生就業方向發展者包含教職、自行創業與擔任休閒相關產業高階經營管理人員，表現均極為傑出，修畢本所課程除可朝休閒產業發展外，更在本校教育特質下朝更多元的行業發展。,https://sportmanagement.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,日間,學士班(含四技),50,0,48,2,96.15,一、教學特色：本系教育目標為培養優秀運動選手、優秀教練人才、運動學術人才及健身運動規劃及管理人才。課程特色以教學與訓練並重，兼顧理論與實務；教學採多元設計，重視實作教學，實施校外教學與舉辦實習運動賽會等活動；強化專業訓練，實施晨間活動、假期集訓與移地國外訓練比賽，以運動科學協助訓練，提升運動表現，達成教育目標。二、師資特色：學科師資皆學有專精，學術著作甚多，每年均有申請到科技部學術研究計畫。術科師資聘請具有國家級以上專業證照之教師任教。三、教學資源特色：因應教學與訓練需要，本系具備專業室內外術科教學訓練場地，以及學科教學教室，設備齊全，數量與品質符規定，足以提高教學與訓練成效。四、職涯發展特色：本系重視學生生涯規畫，畢業後可從事行業包括各級學校體育教師、運動教練、職業運動員、運動場館管理人員、健身指導員、幼兒體能老師及體育組織行政人員。,https://athletic.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,日間,碩士班,22,0,22,2,100.00,一、教學特色：本班教育目標為培養國家級運動員、優秀運動教練及競技運動學術研究人才。課程特色以整合運動科學與教練科學，教學與訓練並重，培育國際賽會奪牌選手；教學採多元設計，重視實作教學，實施校外教學與舉辦實習運動賽會等活動；強化專業訓練，實施晨間活動、假期集訓與移地國外訓練比賽，以運動科學協助訓練，提升運動表現，達成教育目標。二、師資特色：學科師資包含運動科學各領域，教師發表多篇論文於國內外優秀期刊，並執行多項公私立機構補助之研究計畫；術科師資聘請具國家級以上專業證照之教師任教。三、教學資源特色：本校擁有專業運動科學實驗室及豐富的體育運動圖書館藏，本班具備專業室內外術科教學訓練場地，學科教室、設備數量與品質符規定，足以提高教學與訓練成效。四、職涯發展特色：本班重視學生生涯規劃，畢業後可從事行業包括大專校院體育教師、高級運動教練、運動場館管理經營、健身運動高階指導員及體育組織行政人員。,https://athletic.ntus.edu.tw/
111,公立,一般大學,0049,國立臺灣體育運動大學,10141003,競技運動學系,在職,碩士班,7,0,7,0,100.00,一、教學特色：本班教育目標為培養國家級運動員、優秀運動教練及競技運動學術研究人才。課程特色以整合運動科學與教練科學，教學與訓練並重，培育國際賽會奪牌選手；教學採多元設計，重視實作教學，實施校外教學與舉辦實習運動賽會等活動；強化專業訓練，實施晨間活動、假期集訓與移地國外訓練比賽，以運動科學協助訓練，提升運動表現，達成教育目標。二、師資特色：學科師資包含運動科學各領域，教師發表多篇論文於國內外優秀期刊，並執行多項公私立機構補助之研究計畫；術科師資聘請具國家級以上專業證照之教師任教。三、教學資源特色：本校擁有專業運動科學實驗室及豐富的體育運動圖書館藏，本班具備專業室內外術科教學訓練場地，學科教室、設備數量與品質符規定，足以提高教學與訓練成效。四、職涯發展特色：本班重視學生生涯規劃，畢業後可從事行業包括大專校院體育教師、高級運動教練、運動場館管理經營、健身運動高階指導員及體育組織行政人員。,https://athletic.ntus.edu.tw/
